Product No.,ProductName,Company No.,Registration Status,Appl No.,Appl Status,Auth Type,Received Date,Reviewer,PRODUCT TYPE,LONG ISLAND USE RESTRICTION,Formulation,PRODUCT ID,TOXICITY,PRODUCT USE,is_PDF_downloaded,pdf_filename
42750-196-54705,MONTEREY FUNGI-MAX BRAND (MAX CONTAINER SIZE 32 FL OZ) (NO MORE THAN 3 APPS PER YEAR IN NASSAU & SUFFOLK COUNTIES),54705,REGISTERED,1277671,CLOSED,ROUTINE,2024-05-07,JYOTHI MURUNDI,FUNGICIDE,FALSE,Liquid,227909,NONE,"HOME GARDEN, ORNAMENTAL, RESIDENTIAL, TURF",TRUE,MONTEREY_FUNGI-MAX_BRAND_(MAX_CONTAINER_SIZE_32_FL_OZ)_(NO_MORE_THAN_3_APPS_PER_YEAR_IN_NASSAU_and_SUFFOLK_COUNTIES)_42750-196-54705_PRIMARY_LABEL_553471.pdf
48813-1-54705,MONTEREY HORTICULTURAL OIL,54705,REGISTERED,1277671,CLOSED,ROUTINE,2024-05-07,JYOTHI MURUNDI,"FUNGICIDE, INSECTICIDE, MITICIDE",FALSE,Liquid,171247,FISH,"HOME GARDEN, ORNAMENTAL, RESIDENTIAL",TRUE,MONTEREY_HORTICULTURAL_OIL_48813-1-54705_PRIMARY_LABEL_546267.pdf
53883-196-54705,MONTEREY TAKE-OUT COMPLETE INSECT CONTROL RTU (NO USE WITHIN 100 FT. OF COASTAL MARSH OR STREAM DRAINING TO COASTAL MARSH),54705,REGISTERED,1284334,CLOSED,ROUTINE,2024-08-08,KATHERINE A GRAHAM,INSECTICIDE,FALSE,Liquid,270456,"AQUATIC INVERTEBRATES, BEES, FISH","HOME GARDEN, ORNAMENTAL, RESIDENTIAL, TURF",TRUE,MONTEREY_TAKE-OUT_COMPLETE_INSECT_CONTROL_RTU_(NO_USE_WITHIN_100_FT._OF_COASTAL_MARSH_OR_STREAM_DRAINING_TO_COASTAL_MARSH)_53883-196-54705_PRIMARY_LABEL_595783.pdf
53883-197-54705,MONTEREY TAKE-OUT COMPLETE INSECT CONTROL RTS (NO USE WITHIN 100 FT. OF COASTAL MARSH OR STREAM DRAINING TO COASTAL MARSH),54705,REGISTERED,1284334,CLOSED,ROUTINE,2024-08-08,KATHERINE A GRAHAM,INSECTICIDE,FALSE,Liquid,270455,"BEES, FISH","HOME GARDEN, ORNAMENTAL, RESIDENTIAL",TRUE,MONTEREY_TAKE-OUT_COMPLETE_INSECT_CONTROL_RTS_(NO_USE_WITHIN_100_FT._OF_COASTAL_MARSH_OR_STREAM_DRAINING_TO_COASTAL_MARSH)_53883-197-54705_PRIMARY_LABEL_595746.pdf
54705-13,Monterey Remuda Grass & Weed Killer,54705,REGISTERED,1284337,CLOSED,ROUTINE,2024-08-08,KATHERINE A GRAHAM,HERBICIDE,FALSE,Liquid,270458,DOMESTIC ANIMALS,"COMMERCIAL, INDUSTRIAL, NON-CROP, ORNAMENTAL, RESIDENTIAL",TRUE,Monterey_Remuda_Grass_and_Weed_Killer_54705-13_PRIMARY_LABEL_595625.pdf
54705-6,VEGETABLE & ORNAMENTAL WEEDER,54705,REGISTERED,1297371,CLOSED,ROUTINE,2025-03-31,MATTHEW J GOGIS,HERBICIDE,FALSE,Liquid,55936,"AQUATIC INVERTEBRATES, FISH","HOME GARDEN, ORNAMENTAL, RESIDENTIAL",TRUE,VEGETABLE_and_ORNAMENTAL_WEEDER_54705-6_PRIMARY_LABEL_599383.pdf
54705-8,FLOREL BRAND GROWTH REGULATOR,54705,REGISTERED,1277671,CLOSED,ROUTINE,2024-05-07,JYOTHI MURUNDI,GROWTH REGULATOR,FALSE,Liquid,37959,NONE,"ORNAMENTAL, RESIDENTIAL",TRUE,FLOREL_BRAND_GROWTH_REGULATOR_54705-8_PRIMARY_LABEL_568713.pdf
54705-8,FLOREL BRAND PISTILL,54705,REGISTERED,1277671,CLOSED,ROUTINE,2024-05-07,JYOTHI MURUNDI,GROWTH REGULATOR,FALSE,Liquid,229950,NONE,"GREENHOUSE, NURSERY, ORNAMENTAL",TRUE,FLOREL_BRAND_PISTILL_54705-8_PRIMARY_LABEL_568493.pdf
5481-460-54705,SUCKER-STOPPER RTU,54705,REGISTERED,1277671,CLOSED,ROUTINE,2024-05-07,JYOTHI MURUNDI,GROWTH REGULATOR,FALSE,Liquid,36859,NONE,"HOME GARDEN, ORNAMENTAL, RESIDENTIAL",TRUE,SUCKER-STOPPER_RTU_5481-460-54705_PRIMARY_LABEL_536761.pdf
6218-78-54705,Monterey Horticultural Oil RTU,54705,REGISTERED,1277671,CLOSED,ROUTINE,2024-05-07,JYOTHI MURUNDI,INSECTICIDE,FALSE,Liquid,239191,NONE,"HOME GARDEN, ORNAMENTAL, RESIDENTIAL",TRUE,Monterey_Horticultural_Oil_RTU_6218-78-54705_PRIMARY_LABEL_564047.pdf
62719-314-54705,MONTEREY GARDEN INSECT SPRAY,54705,REGISTERED,1277671,CLOSED,ROUTINE,2024-05-07,JYOTHI MURUNDI,"FUNGICIDE, INSECTICIDE",FALSE,Liquid,40514,"AQUATIC INVERTEBRATES, BEES","HOME GARDEN, ORNAMENTAL, RESIDENTIAL, TURF",TRUE,MONTEREY_GARDEN_INSECT_SPRAY_62719-314-54705_PRIMARY_LABEL_535003.pdf
67702-1-54705,MONTEREY LIQUID COPPER FUNGICIDE RTU,54705,REGISTERED,1277671,CLOSED,ROUTINE,2024-05-07,JYOTHI MURUNDI,FUNGICIDE,FALSE,Liquid,219920,"AQUATIC INVERTEBRATES, FISH","HOME GARDEN, ORNAMENTAL, RESIDENTIAL",TRUE,MONTEREY_LIQUID_COPPER_FUNGICIDE_RTU_67702-1-54705_PRIMARY_LABEL_545575.pdf
67702-21-54705,MONTEREY INSECTICIDAL SOAP RTU,54705,REGISTERED,1277671,CLOSED,ROUTINE,2024-05-07,JYOTHI MURUNDI,"FUNGICIDE, INSECTICIDE, MITICIDE",FALSE,Liquid,263475,AQUATIC INVERTEBRATES,"GREENHOUSE, HOME GARDEN, HOUSEHOLD, ORNAMENTAL, RESIDENTIAL",TRUE,MONTEREY_INSECTICIDAL_SOAP_RTU_67702-21-54705_PRIMARY_LABEL_588442.pdf
67702-24-54705,SLUGGO PLUS,54705,REGISTERED,1277671,CLOSED,ROUTINE,2024-05-07,JYOTHI MURUNDI,"INSECTICIDE, MOLLUSCICIDE",FALSE,Solid,118740,AQUATIC INVERTEBRATES,"HOME GARDEN, ORNAMENTAL, RESIDENTIAL, TURF",TRUE,SLUGGO_PLUS_67702-24-54705_PRIMARY_LABEL_563911.pdf
67702-3-54705,SLUGGO,54705,REGISTERED,1277671,CLOSED,ROUTINE,2024-05-07,JYOTHI MURUNDI,MOLLUSCICIDE,FALSE,Solid,36555,NONE,"HOME GARDEN, ORNAMENTAL, RESIDENTIAL, TURF",TRUE,SLUGGO_67702-3-54705_PRIMARY_LABEL_602240.pdf
67702-36-54705,TAKE DOWN-O GARDEN SPRAY,54705,REGISTERED,1302301,CLOSED,ROUTINE,2025-06-24,MATTHEW J GOGIS,"INSECTICIDE, MITICIDE",FALSE,Liquid,275559,"AQUATIC INVERTEBRATES, BEES, FISH","HOME GARDEN, ORNAMENTAL, RESIDENTIAL",TRUE,TAKE_DOWN-O_GARDEN_SPRAY_67702-36-54705_PRIMARY_LABEL_601029.pdf
67702-45-54705,MONTEREY GARDEN INSECT SPRAY RTU,54705,REGISTERED,1277671,CLOSED,ROUTINE,2024-05-07,JYOTHI MURUNDI,INSECTICIDE,FALSE,Liquid,210112,"AQUATIC INVERTEBRATES, BEES","HOME GARDEN, ORNAMENTAL, RESIDENTIAL, TURF",TRUE,MONTEREY_GARDEN_INSECT_SPRAY_RTU_67702-45-54705_PRIMARY_LABEL_549889.pdf
67702-5-54705,TAKE DOWN GARDEN SPRAY,54705,REGISTERED,1277671,CLOSED,ROUTINE,2024-05-07,JYOTHI MURUNDI,"INSECTICIDE, MITICIDE",FALSE,Liquid,38370,"AQUATIC INVERTEBRATES, BEES, FISH","HOME GARDEN, ORNAMENTAL, RESIDENTIAL",TRUE,TAKE_DOWN_GARDEN_SPRAY_67702-5-54705_PRIMARY_LABEL_544407.pdf
67702-6-54705,TAKE DOWN GARDEN SPRAY - RTU,54705,REGISTERED,1277671,CLOSED,ROUTINE,2024-05-07,JYOTHI MURUNDI,INSECTICIDE,FALSE,Liquid,38371,"AQUATIC INVERTEBRATES, BEES, FISH","HOME GARDEN, ORNAMENTAL, RESIDENTIAL",TRUE,TAKE_DOWN_GARDEN_SPRAY_-_RTU_67702-6-54705_PRIMARY_LABEL_544409.pdf
70051-106-54705,MONTEREY B.T.,54705,REGISTERED,1277671,CLOSED,ROUTINE,2024-05-07,JYOTHI MURUNDI,INSECTICIDE,FALSE,Liquid,184890,NONE,"HOME GARDEN, ORNAMENTAL, RESIDENTIAL",TRUE,MONTEREY_B.T._70051-106-54705_PRIMARY_LABEL_578919.pdf
70051-107-54705,MONTEREY COMPLETE DISEASE CONTROL BRAND,54705,REGISTERED,1277671,CLOSED,ROUTINE,2024-05-07,JYOTHI MURUNDI,FUNGICIDE,FALSE,Liquid,219916,NONE,"HOME GARDEN, ORNAMENTAL, RESIDENTIAL",TRUE,MONTEREY_COMPLETE_DISEASE_CONTROL_BRAND_70051-107-54705_PRIMARY_LABEL_588637.pdf
70051-111-54705,FRUIT TREE SPRAY PLUS,54705,REGISTERED,1277671,CLOSED,ROUTINE,2024-05-07,JYOTHI MURUNDI,"FUNGICIDE, INSECTICIDE, MITICIDE",FALSE,Liquid,203721,"AQUATIC INVERTEBRATES, BEES, FISH","HOME GARDEN, ORNAMENTAL, RESIDENTIAL, TURF",TRUE,FRUIT_TREE_SPRAY_PLUS_70051-111-54705_PRIMARY_LABEL_594218.pdf
70051-111-54705,FRUIT TREE SPRAY PLUS (2ee - spotted lanternfly),54705,REGISTERED,1222237,CLOSED,2EE,2021-06-16,SHAUN PETERSON,"FUNGICIDE, INSECTICIDE, MITICIDE",FALSE,Liquid,250153,"AQUATIC INVERTEBRATES, BEES, FISH","HOME GARDEN, ORNAMENTAL, RESIDENTIAL",TRUE,FRUIT_TREE_SPRAY_PLUS_(2ee_-_spotted_lanternfly)_70051-111-54705_PRIMARY_LABEL_574556.pdf
70051-113-54705,MONTEREY B.T. RTU (READY-TO-USE),54705,REGISTERED,1277671,CLOSED,ROUTINE,2024-05-07,JYOTHI MURUNDI,INSECTICIDE,FALSE,Liquid,196674,NONE,"HOME GARDEN, ORNAMENTAL, RESIDENTIAL",TRUE,MONTEREY_B.T._RTU_(READY-TO-USE)_70051-113-54705_PRIMARY_LABEL_561326.pdf
70051-114-54705,MONTEREY COMPLETE DISEASE CONTROL BRAND RTU,54705,REGISTERED,1277671,CLOSED,ROUTINE,2024-05-07,JYOTHI MURUNDI,FUNGICIDE,FALSE,Liquid,219917,NONE,"HOME GARDEN, ORNAMENTAL, RESIDENTIAL",TRUE,MONTEREY_COMPLETE_DISEASE_CONTROL_BRAND_RTU_70051-114-54705_PRIMARY_LABEL_582545.pdf
70051-13-54705,MONTEREY NEEM OIL RTU (READY-TO-USE),54705,REGISTERED,1285721,CLOSED,ROUTINE,2024-09-03,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE, MITICIDE",FALSE,Liquid,153823,BEES,"HOME GARDEN, ORNAMENTAL, RESIDENTIAL",TRUE,MONTEREY_NEEM_OIL_RTU_(READY-TO-USE)_70051-13-54705_PRIMARY_LABEL_595446.pdf
70051-2-54705,70% NEEM OIL,54705,REGISTERED,1285721,CLOSED,ROUTINE,2024-09-03,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE, MITICIDE",FALSE,Liquid,110869,BEES,"HOME GARDEN, ORNAMENTAL, RESIDENTIAL",TRUE,70%_NEEM_OIL_70051-2-54705_PRIMARY_LABEL_595445.pdf
83416-1-54705,MONTEREY GARDEN PHOS [NO TREE INJECTION IN NYS],54705,REGISTERED,1277671,CLOSED,ROUTINE,2024-05-07,JYOTHI MURUNDI,FUNGICIDE,FALSE,Liquid,219919,NONE,"HOME GARDEN, ORNAMENTAL, RESIDENTIAL",TRUE,MONTEREY_GARDEN_PHOS_[NO_TREE_INJECTION_IN_NYS]_83416-1-54705_PRIMARY_LABEL_589797.pdf
100-1075-5481,FORCE 3G SMARTBOX,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,INSECTICIDE,FALSE,Solid,42876,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,TRUE,FORCE_3G_SMARTBOX_100-1075-5481_PRIMARY_LABEL_554230.pdf
100-1615-5481,FORCE 10G HL SMARTBOX INSECTICIDE (LIMITED APPLICATION RATE IN NYS),5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,INSECTICIDE,FALSE,Solid,230226,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,TRUE,FORCE_10G_HL_SMARTBOX_INSECTICIDE_(LIMITED_APPLICATION_RATE_IN_NYS)_100-1615-5481_PRIMARY_LABEL_585586.pdf
100-1615-5481,FORCE 10G HL SMARTCARTRIDGE INSECTICIDE [limited application rate in nys],5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,INSECTICIDE,FALSE,Solid,246111,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,TRUE,FORCE_10G_HL_SMARTCARTRIDGE_INSECTICIDE_[limited_application_rate_in_nys]_100-1615-5481_PRIMARY_LABEL_585969.pdf
5481-103,DURHAM METALDEHYDE GRANULES 7.5  (RESTRICTED USE AS OF 11/10/15),5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,MOLLUSCICIDE,FALSE,Solid,213187,"AQUATIC INVERTEBRATES, BIRDS, DOMESTIC ANIMALS, WILDLIFE","AGRICULTURAL, GREENHOUSE, NURSERY, ORNAMENTAL",TRUE,DURHAM_METALDEHYDE_GRANULES_7.5__(RESTRICTED_USE_AS_OF_11_10_15)_5481-103_PRIMARY_LABEL_585379.pdf
5481-13,NUVAN DIRECTED SPRAY AEROSOL,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,INSECTICIDE,FALSE,Solid,199447,"AQUATIC INVERTEBRATES, BIRDS, FISH","COMMERCIAL, HOUSEHOLD, INDUSTRIAL, RESIDENTIAL",TRUE,NUVAN_DIRECTED_SPRAY_AEROSOL_5481-13_PRIMARY_LABEL_544489.pdf
5481-348-87714,FRUIT FLY BARPRO FLY STRIP,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,INSECTICIDE,FALSE,Solid,162050,NONE,"COMMERCIAL, INDUSTRIAL, INSTITUTIONAL",TRUE,FRUIT_FLY_BARPRO_FLY_STRIP_5481-348-87714_PRIMARY_LABEL_588759.pdf
5481-426,AMID-THIN W,5481,REGISTERED,1303362,CLOSED,ROUTINE,2025-07-10,SHAUN PETERSON,GROWTH REGULATOR,FALSE,Solid,22097,NONE,AGRICULTURAL,TRUE,AMID-THIN_W_5481-426_PRIMARY_LABEL_600788.pdf
5481-427,FRUITONE N,5481,REGISTERED,1303533,CLOSED,ROUTINE,2025-07-08,SHAUN PETERSON,GROWTH REGULATOR,FALSE,Solid,22098,NONE,AGRICULTURAL,TRUE,FRUITONE_N_5481-427_PRIMARY_LABEL_600758.pdf
5481-429,TRE-HOLD SPROUT INHIBITOR A-112,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,GROWTH REGULATOR,FALSE,Liquid,193567,NONE,"AGRICULTURAL, COMMERCIAL, ORNAMENTAL",TRUE,TRE-HOLD_SPROUT_INHIBITOR_A-112_5481-429_PRIMARY_LABEL_564075.pdf
5481-468,VAPAM HL SOIL FUMIGANT (RESTRICTED USE AS OF 12/1/10),5481,REGISTERED,1309227,CLOSED,ROUTINE,2025-10-13,MATTHEW J GOGIS,"FUNGICIDE, HERBICIDE, NEMATICIDE",FALSE,Liquid,31386,"AQUATIC INVERTEBRATES, BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE","AGRICULTURAL, NURSERY, ORNAMENTAL",TRUE,VAPAM_HL_SOIL_FUMIGANT_(RESTRICTED_USE_AS_OF_12_1_10)_5481-468_PRIMARY_LABEL_602796.pdf
5481-479,DIBROM 8 EMULSIVE,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,"INSECTICIDE, MOSQUITO ADULTICIDE",FALSE,Liquid,35112,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE","AGRICULTURAL, COMMERCIAL, GREENHOUSE, INDUSTRIAL, NURSERY, ORNAMENTAL",TRUE,DIBROM_8_EMULSIVE_5481-479_PRIMARY_LABEL_564076.pdf
5481-480,DIBROM CONCENTRATE,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,"INSECTICIDE, MOSQUITO ADULTICIDE",FALSE,Liquid,196868,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE","COMMERCIAL, NON-CROP",TRUE,DIBROM_CONCENTRATE_5481-480_PRIMARY_LABEL_577486.pdf
5481-481,TRUMPET EC INSECTICIDE,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,"INSECTICIDE, MOSQUITO ADULTICIDE",FALSE,Liquid,203560,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE","AGRICULTURAL, NON-CROP, RESIDENTIAL",TRUE,TRUMPET_EC_INSECTICIDE_5481-481_PRIMARY_LABEL_577319.pdf
5481-483,K-PAM HL (RESTRICTED USE AS OF 12/1/10),5481,REGISTERED,1310972,CLOSED,ROUTINE,2025-11-11,SHAUN PETERSON,"FUNGICIDE, HERBICIDE, NEMATICIDE",FALSE,Liquid,38771,"AQUATIC INVERTEBRATES, BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE","AGRICULTURAL, GREENHOUSE, NURSERY, ORNAMENTAL",TRUE,K-PAM_HL_(RESTRICTED_USE_AS_OF_12_1_10)_5481-483_PRIMARY_LABEL_603169.pdf
5481-507,DEADLINE M-PS MINI PELLETS (RESTRICTED USE AS OF 1/1/2018),5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,MOLLUSCICIDE,FALSE,Solid,193566,"AQUATIC INVERTEBRATES, BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE","AGRICULTURAL, GREENHOUSE, NON-CROP, NURSERY, ORNAMENTAL",TRUE,DEADLINE_M-PS_MINI_PELLETS_(RESTRICTED_USE_AS_OF_1_1_2018)_5481-507_PRIMARY_LABEL_594958.pdf
5481-507,DEADLINE BULLETS (RESTRICTED USE AS OF 01/01/2018),5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,MOLLUSCICIDE,FALSE,Solid,42649,"AQUATIC INVERTEBRATES, BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE","AGRICULTURAL, GREENHOUSE, NON-CROP, NURSERY, ORNAMENTAL",TRUE,DEADLINE_BULLETS_(RESTRICTED_USE_AS_OF_01_01_2018)_5481-507_PRIMARY_LABEL_594957.pdf
5481-508,HINDER,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,REPELLENT,FALSE,Liquid,42646,AQUATIC INVERTEBRATES,"AGRICULTURAL, NURSERY, ORNAMENTAL",TRUE,HINDER_5481-508_PRIMARY_LABEL_567405.pdf
5481-511,DEADLINE ORNAMENTAL,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,MOLLUSCICIDE,FALSE,Solid,199411,"BIRDS, DOMESTIC ANIMALS, WILDLIFE","HOME GARDEN, ORNAMENTAL, RESIDENTIAL",TRUE,DEADLINE_ORNAMENTAL_5481-511_PRIMARY_LABEL_564819.pdf
5481-517,DISCIPLINE 2EC (NYS SPECIFIC BUFFER LANG),5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,INSECTICIDE,FALSE,Liquid,42565,"AQUATIC INVERTEBRATES, BEES, FISH",AGRICULTURAL,TRUE,DISCIPLINE_2EC_(NYS_SPECIFIC_BUFFER_LANG)_5481-517_PRIMARY_LABEL_575636.pdf
5481-519,WISDOM FLOWABLE (NYS SPECIFIC RESTRICTIONS),5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,"INSECTICIDE, MITICIDE",FALSE,Liquid,102584,"AQUATIC INVERTEBRATES, BEES, FISH","GREENHOUSE, NURSERY, ORNAMENTAL, TURF",TRUE,WISDOM_FLOWABLE_(NYS_SPECIFIC_RESTRICTIONS)_5481-519_PRIMARY_LABEL_542311.pdf
5481-520,WISDOM TC FLOWABLE (nys specific lang),5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,"INSECTICIDE, TERMITICIDE",FALSE,Liquid,61172,"AQUATIC INVERTEBRATES, BEES, FISH","COMMERCIAL, INSTITUTIONAL, ORNAMENTAL, RESIDENTIAL, STRUCTURAL, TURF",TRUE,WISDOM_TC_FLOWABLE_(nys_specific_lang)_5481-520_PRIMARY_LABEL_554332.pdf
5481-521,WISDOM LAWN GRANULAR INSECTICIDE (NYS SPECIFIC LANG) (UNRESTRICTED 5/28/15),5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,INSECTICIDE,FALSE,Solid,208526,"AQUATIC INVERTEBRATES, FISH","NON-CROP, TURF",TRUE,WISDOM_LAWN_GRANULAR_INSECTICIDE_(NYS_SPECIFIC_LANG)_(UNRESTRICTED_5_28_15)_5481-521_PRIMARY_LABEL_577874.pdf
5481-521,WISDOM  EZ (NO USE WITHIN 100 FEET OF WATER)(unrestricted as of 12/22/2020),5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,INSECTICIDE,FALSE,Solid,111756,"AQUATIC INVERTEBRATES, FISH","NON-CROP, TURF",TRUE,WISDOM__EZ_(NO_USE_WITHIN_100_FEET_OF_WATER)(unrestricted_as_of_12_22_2020)_5481-521_PRIMARY_LABEL_577940.pdf
5481-522,WISDOM NURSERY GRANULAR INSECTICIDE,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,INSECTICIDE,FALSE,Solid,100520,"AQUATIC INVERTEBRATES, FISH","NURSERY, ORNAMENTAL",TRUE,WISDOM_NURSERY_GRANULAR_INSECTICIDE_5481-522_PRIMARY_LABEL_539282.pdf
5481-524,IMPACT HERBICIDE,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,HERBICIDE,FALSE,Liquid,109389,NONE,AGRICULTURAL,TRUE,IMPACT_HERBICIDE_5481-524_PRIMARY_LABEL_574136.pdf
5481-530,THIMET 20-G SMARTBOX (NO USE ON LONG ISLAND) (NO AERIAL APPLICATION),5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,INSECTICIDE,TRUE,Solid,110304,"BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE",AGRICULTURAL,TRUE,THIMET_20-G_SMARTBOX_(NO_USE_ON_LONG_ISLAND)_(NO_AERIAL_APPLICATION)_5481-530_PRIMARY_LABEL_596717.pdf
5481-530,THIMET 20-G LOCK 'N LOAD (NO USE ON LONG ISLAND) (NO AERIAL APPLICATION),5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,INSECTICIDE,TRUE,Solid,110499,"BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE",AGRICULTURAL,TRUE,THIMET_20-G_LOCK_'N_LOAD_(NO_USE_ON_LONG_ISLAND)_(NO_AERIAL_APPLICATION)_5481-530_PRIMARY_LABEL_598726.pdf
5481-541,FRUITONE L,5481,REGISTERED,1305151,CLOSED,ROUTINE,2025-08-12,JYOTHI MURUNDI,GROWTH REGULATOR,FALSE,Liquid,124191,NONE,AGRICULTURAL,TRUE,FRUITONE_L_5481-541_PRIMARY_LABEL_601439.pdf
5481-550,PRELUDE TERMITICIDE/INSECTICIDE,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,"INSECTICIDE, TERMITICIDE",FALSE,Liquid,128431,"AQUATIC INVERTEBRATES, BEES, FISH","COMMERCIAL, ORNAMENTAL, RESIDENTIAL, STRUCTURAL, TURF",TRUE,PRELUDE_TERMITICIDE_INSECTICIDE_5481-550_PRIMARY_LABEL_598418.pdf
5481-553,NUVAN PROSTRIPS,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,INSECTICIDE,FALSE,Solid,132769,NONE,"AGRICULTURAL, COMMERCIAL, INDUSTRIAL, RESIDENTIAL",TRUE,NUVAN_PROSTRIPS_5481-553_PRIMARY_LABEL_594358.pdf
5481-554,NUVAN PROSTRIPS +,5481,REGISTERED,1309068,CLOSED,ROUTINE,2025-10-10,MATTHEW J GOGIS,INSECTICIDE,FALSE,Solid,140216,NONE,"AGRICULTURAL, COMMERCIAL, INDUSTRIAL, RESIDENTIAL",TRUE,NUVAN_PROSTRIPS_+_5481-554_PRIMARY_LABEL_602498.pdf
5481-559,ECOZIN PLUS 1.2% ME,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,"GROWTH REGULATOR, INSECTICIDE, NEMATICIDE, REPELLENT",FALSE,Liquid,132927,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, COMMERCIAL, GREENHOUSE, INDUSTRIAL, NON-CROP, NURSERY, TURF",TRUE,ECOZIN_PLUS_1.2%_ME_5481-559_PRIMARY_LABEL_545285.pdf
5481-562,COUNTER 20G  [SMARTBOX],5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,"INSECTICIDE, NEMATICIDE",FALSE,Solid,140215,"AQUATIC INVERTEBRATES, BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE",AGRICULTURAL,TRUE,COUNTER_20G__[SMARTBOX]_5481-562_PRIMARY_LABEL_576912.pdf
5481-562,COUNTER 20G (SMARTCARTRIDGE),5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,"INSECTICIDE, NEMATICIDE",FALSE,Solid,243742,"BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE",AGRICULTURAL,TRUE,COUNTER_20G_(SMARTCARTRIDGE)_5481-562_PRIMARY_LABEL_576913.pdf
5481-562,COUNTER LOCK 'N LOAD 20G,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,"INSECTICIDE, NEMATICIDE",FALSE,Solid,151166,"AQUATIC INVERTEBRATES, BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE",AGRICULTURAL,TRUE,COUNTER_LOCK_'N_LOAD_20G_5481-562_PRIMARY_LABEL_576915.pdf
5481-571,SMARTBLOCK,5481,REGISTERED,1297632,CLOSED,ROUTINE,2025-05-12,KATHERINE HETTER,GROWTH REGULATOR,FALSE,Liquid,183960,NONE,"AGRICULTURAL, COMMERCIAL",TRUE,SMARTBLOCK_5481-571_PRIMARY_LABEL_545284.pdf
