Product No.,ProductName,Company No.,Registration Status,Appl No.,Appl Status,Auth Type,Received Date,Reviewer,PRODUCT TYPE,LONG ISLAND USE RESTRICTION,Formulation,PRODUCT ID,TOXICITY,PRODUCT USE,is_PDF_downloaded,pdf_filename,txt_file_len,each_page_len,text_contains_product_name,text_contains_children,text_contains_epa_no,each_page_has_text
61282-63,RAMIK GREEN AG,61282,REGISTERED,1288096,CLOSED,ROUTINE,2024-10-29,JYOTHI MURUNDI,RODENTICIDE,False,Solid,214170,"BIRDS, DOMESTIC ANIMALS, WILDLIFE","AGRICULTURAL, COMMERCIAL, HOUSEHOLD, INDUSTRIAL, RESIDENTIAL, STRUCTURAL",True,RAMIK_GREEN_AG_61282-63_PRIMARY_LABEL_543919.pdf,25113,"[12041, 13072]",True,True,True,True
61282-65,RAMIK MOLE & GOPHER,61282,REGISTERED,1288096,CLOSED,ROUTINE,2024-10-29,JYOTHI MURUNDI,RODENTICIDE,False,Solid,218104,"BIRDS, DOMESTIC ANIMALS, WILDLIFE","HOME GARDEN, RESIDENTIAL, TURF",True,RAMIK_MOLE_and_GOPHER_61282-65_PRIMARY_LABEL_544953.pdf,8805,"[7642, 1163]",True,True,True,True
61282-75,GNAVEX BLOCKS,61282,REGISTERED,1287426,CLOSED,ROUTINE,2024-09-30,KATHERINE HETTER,RODENTICIDE,False,Solid,271419,"BIRDS, DOMESTIC ANIMALS, WILDLIFE","AGRICULTURAL, COMMERCIAL, HOUSEHOLD, INDUSTRIAL, RESIDENTIAL, STRUCTURAL",True,GNAVEX_BLOCKS_61282-75_PRIMARY_LABEL_596352.pdf,11937,"[1748, 10189]",True,True,True,True
61282-75,ASSAULT ALL WEATHER BAIT blocks,61282,REGISTERED,1288096,CLOSED,ROUTINE,2024-10-29,JYOTHI MURUNDI,RODENTICIDE,False,Solid,221797,"BIRDS, DOMESTIC ANIMALS, WILDLIFE","AGRICULTURAL, COMMERCIAL, HOUSEHOLD, INDUSTRIAL, RESIDENTIAL, STRUCTURAL",True,ASSAULT_ALL_WEATHER_BAIT_blocks_61282-75_PRIMARY_LABEL_546758.pdf,10844,"[3989, 6073, 782]",True,True,True,True
61282-75,SureKill Brand Assault Blocks,61282,REGISTERED,1288096,CLOSED,ROUTINE,2024-10-29,JYOTHI MURUNDI,RODENTICIDE,False,Solid,227933,"BIRDS, DOMESTIC ANIMALS, WILDLIFE","AGRICULTURAL, COMMERCIAL, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL, RESIDENTIAL, STRUCTURAL",True,SureKill_Brand_Assault_Blocks_61282-75_PRIMARY_LABEL_553498.pdf,15658,"[951, 6774, 4998, 2935]",True,True,True,True
61282-75,CYKILL BLOCKS,61282,REGISTERED,1304416,CLOSED,ROUTINE,2025-07-29,MATTHEW J GOGIS,RODENTICIDE,False,Solid,276050,"BIRDS, DOMESTIC ANIMALS, WILDLIFE","COMMERCIAL, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL, RESIDENTIAL",True,CYKILL_BLOCKS_61282-75_PRIMARY_LABEL_601911.pdf,11642,[11642],True,True,True,True
61282-76,GNAVEX RODENTICIDE BAIT,61282,REGISTERED,1287426,CLOSED,ROUTINE,2024-09-30,KATHERINE HETTER,RODENTICIDE,False,Solid,271421,"BIRDS, DOMESTIC ANIMALS, WILDLIFE","AGRICULTURAL, COMMERCIAL, HOUSEHOLD, INDUSTRIAL, RESIDENTIAL, STRUCTURAL",True,GNAVEX_RODENTICIDE_BAIT_61282-76_PRIMARY_LABEL_596353.pdf,13174,"[1255, 3215, 6775, 1929]",False,True,True,True
61282-76,CyKill Rodenticide Bait,61282,REGISTERED,1288096,CLOSED,ROUTINE,2024-10-29,JYOTHI MURUNDI,RODENTICIDE,False,Solid,226749,"BIRDS, DOMESTIC ANIMALS, WILDLIFE","AGRICULTURAL, COMMERCIAL, HOUSEHOLD, INDUSTRIAL, RESIDENTIAL, STRUCTURAL",True,CyKill_Rodenticide_Bait_61282-76_PRIMARY_LABEL_552465.pdf,10650,[10650],False,True,True,True
61282-87,CYKILL PLACE PACKS,61282,REGISTERED,1288096,CLOSED,ROUTINE,2024-10-29,JYOTHI MURUNDI,RODENTICIDE,False,Solid,263469,"BIRDS, DOMESTIC ANIMALS, WILDLIFE","COMMERCIAL, HOUSEHOLD, INDUSTRIAL, RESIDENTIAL",True,CYKILL_PLACE_PACKS_61282-87_PRIMARY_LABEL_588433.pdf,11560,[11560],True,True,True,True
87235-1-61282,DeciMax soft bait,61282,REGISTERED,1288096,CLOSED,ROUTINE,2024-10-29,JYOTHI MURUNDI,RODENTICIDE,False,Solid,227129,"BIRDS, FISH, WILDLIFE","AGRICULTURAL, STRUCTURAL",True,DeciMax_soft_bait_87235-1-61282_PRIMARY_LABEL_552782.pdf,9180,"[2479, 6701]",True,True,True,True
87235-4-61282,judgement soft bait,61282,REGISTERED,1288096,CLOSED,ROUTINE,2024-10-29,JYOTHI MURUNDI,RODENTICIDE,False,Solid,243693,"BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE","AGRICULTURAL, STRUCTURAL",True,judgement_soft_bait_87235-4-61282_PRIMARY_LABEL_569476.pdf,9487,"[2529, 6958]",True,True,True,True
47371-131-61617,AUSTRALIAN GOLD PH NEUTRAL DISINFECTANT SANITIZER,61617,REGISTERED,1284552,CLOSED,ROUTINE,2024-08-13,MATTHEW J GOGIS,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,221202,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), EPA LIST Q - TIER 1, INSTITUTIONAL",True,AUSTRALIAN_GOLD_PH_NEUTRAL_DISINFECTANT_SANITIZER_47371-131-61617_PRIMARY_LABEL_595523.pdf,22216,"[10563, 11653]",False,True,True,True
61671-1,MITE-A-THOL,61671,REGISTERED,1282756,CLOSED,ROUTINE,2024-07-31,KATHERINE HETTER,INSECTICIDE,False,Solid,26720,NONE,AGRICULTURAL,True,MITE-A-THOL_61671-1_PRIMARY_LABEL_524947.pdf,5017,[5017],True,True,True,True
61671-2,PARA-MOTH,61671,REGISTERED,1282756,CLOSED,ROUTINE,2024-07-31,KATHERINE HETTER,INSECTICIDE,False,Solid,28690,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,True,PARA-MOTH_61671-2_PRIMARY_LABEL_524958.pdf,6224,[6224],True,False,True,True
61842-18,SURROUND WP AGRICULTURAL CROP PROTECTANT,61842,REGISTERED,1273327,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,FUNGICIDE,False,Solid,249370,NONE,"AGRICULTURAL, GREENHOUSE, NURSERY, ORNAMENTAL",True,SURROUND_WP_AGRICULTURAL_CROP_PROTECTANT_61842-18_PRIMARY_LABEL_575216.pdf,48891,"[2633, 4184, 5180, 5937, 2142, 2493, 2892, 2156, 2570, 2385, 1759, 1798, 2023, 2098, 1952, 1077, 3159, 2453]",True,True,True,True
61842-21,LINEx 4L AGRICULTURAL HERBICIDE,61842,REGISTERED,1287388,CLOSED,ROUTINE,2024-09-30,KATHERINE HETTER,HERBICIDE,False,Liquid,253909,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,True,LINEx_4L_AGRICULTURAL_HERBICIDE_61842-21_PRIMARY_LABEL_595922.pdf,136529,"[4532, 1422, 2489, 1607, 3549, 2485, 3553, 1286, 1916, 2345, 3114, 4022, 4366, 3872, 1740, 2153, 2793, 2913, 2888, 1745, 2023, 2257, 2632, 1953, 4776, 4492, 1422, 2478, 1607, 3552, 2485, 3553, 1286, 1916, 2345, 3127, 4023, 4367, 3863, 1619, 2219, 2813, 2962, 2887, 1751, 2023, 2257, 1864, 1953, 5234]",True,True,True,True
61842-23,LOROX DF AGRICULTURAL HERBICIDE,61842,REGISTERED,1273327,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Solid,254389,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, NON-CROP",True,LOROX_DF_AGRICULTURAL_HERBICIDE_61842-23_PRIMARY_LABEL_579398.pdf,82184,"[1401, 1225, 1574, 3749, 3379, 2715, 2939, 2713, 4032, 3724, 3943, 3129, 4339, 3114, 3811, 3656, 3510, 3311, 3564, 3596, 3489, 2099, 2666, 3404, 3573, 3529]",True,True,True,True
61842-27,SINBAR WDG AGRICULTURAL HERBICIDE,61842,REGISTERED,1306106,CLOSED,ROUTINE,2025-08-29,JYOTHI MURUNDI,HERBICIDE,False,Solid,254390,NONE,AGRICULTURAL,True,SINBAR_WDG_AGRICULTURAL_HERBICIDE_61842-27_PRIMARY_LABEL_601858.pdf,60116,"[1051, 2468, 2593, 3173, 2489, 1737, 2700, 2949, 3044, 3040, 2937, 3019, 2612, 3176, 2636, 2717, 2952, 2775, 2941, 3105, 2681, 2870, 451, 0]",True,True,True,False
61842-30,LIME-SULFUR SOLUTION AGRICULTURAL FUNGICIDE,61842,REGISTERED,1273327,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE",False,Liquid,258771,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, ORNAMENTAL",True,LIME-SULFUR_SOLUTION_AGRICULTURAL_FUNGICIDE_61842-30_PRIMARY_LABEL_589079.pdf,68039,"[3304, 5443, 6169, 5883, 7228, 7357, 6488, 7501, 6819, 5810, 6037]",True,True,True,True
61842-37,SEVIN XLR PLUS CARBARYL INSECTICIDE,61842,REGISTERED,1308498,CLOSED,ROUTINE,2025-10-02,KATHERINE HETTER,INSECTICIDE,False,Liquid,180790,"AQUATIC INVERTEBRATES, BEES","AGRICULTURAL, NON-CROP, ORNAMENTAL, TURF",True,SEVIN_XLR_PLUS_CARBARYL_INSECTICIDE_61842-37_PRIMARY_LABEL_603186.pdf,117055,"[2625, 2466, 3352, 3538, 3141, 4061, 3687, 4367, 3066, 3881, 4103, 1807, 1842, 2071, 1655, 1657, 2458, 1900, 844, 3476, 2148, 2376, 2025, 1590, 2077, 2348, 2662, 1429, 2562, 1885, 2674, 2688, 2314, 2045, 2542, 1024, 2076, 2546, 2100, 2110, 2475, 2030, 2531, 1776, 2012, 1722, 5291]",True,True,True,True
61842-41,"SOLICAM DF HERBICIDE (NOT FOR SALE, USE, OR DISTRIBUTION IN NASSAU  OR SUFFOLK COUNTIES)",61842,REGISTERED,1273327,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,True,Solid,211231,NONE,"AGRICULTURAL, NON-CROP",True,"SOLICAM_DF_HERBICIDE_(NOT_FOR_SALE,_USE,_OR_DISTRIBUTION_IN_NASSAU__OR_SUFFOLK_COUNTIES)_61842-41_PRIMARY_LABEL_543045.pdf",77373,"[1142, 1819, 2141, 2102, 2506, 1870, 2016, 2117, 445, 2806, 2600, 2636, 2119, 2218, 2323, 2049, 1932, 2037, 1614, 1880, 1395, 1665, 2489, 2133, 2477, 1726, 1004, 2053, 1313, 1577, 2016, 1945, 2041, 1926, 2141, 2394, 1989, 2194, 2523]",True,True,True,True
61842-41,"SOLICAM DF AGRICULTURAL HERBICIDE [no sale, use, or distribution in nassau and suffolk counties, new york]",61842,REGISTERED,1273327,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,True,Solid,255359,NONE,AGRICULTURAL,True,"SOLICAM_DF_AGRICULTURAL_HERBICIDE_[no_sale,_use,_or_distribution_in_nassau_and_suffolk_counties,_new_york]_61842-41_PRIMARY_LABEL_580719.pdf",82024,"[2479, 3221, 4266, 2690, 1614, 1688, 2416, 2993, 4181, 4246, 3616, 3455, 3599, 3851, 4805, 3907, 4218, 2714, 4535, 3335, 3454, 3663, 3839, 9, 3230]",True,True,True,True
61842-47,VELPAR L,61842,REGISTERED,1309231,CLOSED,ROUTINE,2025-10-14,MATTHEW J GOGIS,HERBICIDE,False,Liquid,248431,NONE,AGRICULTURAL,True,VELPAR_L_61842-47_PRIMARY_LABEL_602797.pdf,117743,"[3875, 3628, 3188, 4130, 4627, 3175, 2364, 3288, 3632, 4372, 2670, 2145, 3013, 3611, 3087, 3275, 3770, 3956, 2914, 4124, 3753, 3127, 3131, 4085, 2796, 3634, 2995, 3806, 2710, 3180, 3115, 3135, 1522, 3628, 4282]",True,True,True,True
61842-47,VELPAR L CU,61842,REGISTERED,1273327,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Liquid,221759,NONE,AGRICULTURAL,True,VELPAR_L_CU_61842-47_PRIMARY_LABEL_574920.pdf,118277,"[3889, 3623, 3185, 4030, 4617, 3165, 2354, 2395, 3510, 4791, 3063, 2052, 1655, 1756, 2120, 2838, 2442, 3845, 1847, 3117, 3548, 2686, 1285, 2270, 3993, 3493, 1645, 3448, 3097, 3911, 1877, 2498, 2882, 1247, 3395, 2133, 3116, 3497, 3656, 4306]",True,True,True,True
61842-52,LANNATE SP INSECTICIDE,61842,REGISTERED,1275271,CLOSED,ROUTINE,2024-02-20,JYOTHI MURUNDI,INSECTICIDE,False,Solid,267499,"AQUATIC INVERTEBRATES, BEES, DOMESTIC ANIMALS, FISH, WILDLIFE",AGRICULTURAL,True,LANNATE_SP_INSECTICIDE_61842-52_PRIMARY_LABEL_542524.pdf,84426,"[9035, 932, 18417, 14311, 15492, 12911, 13328]",True,True,False,True
61842-55,LANNATE LV INSECTICIDE,61842,REGISTERED,1275271,CLOSED,ROUTINE,2024-02-20,JYOTHI MURUNDI,INSECTICIDE,False,Liquid,267500,"AQUATIC INVERTEBRATES, BEES, DOMESTIC ANIMALS, FISH, WILDLIFE",AGRICULTURAL,True,LANNATE_LV_INSECTICIDE_61842-55_PRIMARY_LABEL_549367.pdf,98589,"[5173, 4136, 5273, 6427, 4748, 5901, 6540, 5901, 2589, 2220, 2862, 2429, 2359, 2096, 3174, 1720, 1929, 1905, 2092, 1771, 2973, 1662, 2051, 2576, 2007, 2761, 3221, 9, 9, 9, 9, 3, 5251, 4803]",True,True,False,True
61887-3,ORANGE GUARD ORNAMENTAL PLANTS CONCENTRATE,61887,REGISTERED,1293452,CLOSED,ROUTINE,2025-01-22,KATHERINE HETTER,"INSECTICIDE, MITICIDE",False,Liquid,273019,"AQUATIC INVERTEBRATES, BEES","ORNAMENTAL, RESIDENTIAL",True,ORANGE_GUARD_ORNAMENTAL_PLANTS_CONCENTRATE_61887-3_PRIMARY_LABEL_600072.pdf,5977,"[743, 5234]",True,True,True,True
6198-4,Q. A. CONCENTRATED SOLUTION,6198,REGISTERED,1273380,CLOSED,ROUTINE,2024-02-16,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,143577,FISH,"AGRICULTURAL, COMMERCIAL, COVID-19 (EPA LIST N), HOSPITAL, INSTITUTIONAL",True,Q._A._CONCENTRATED_SOLUTION_6198-4_PRIMARY_LABEL_522364.pdf,32162,"[8098, 3842, 4145, 8090, 3842, 4145]",True,True,True,True
53883-197-6218,MOSQUITO & ANT BARRIER CONCENTRATE (No Use within 100 ft. of coastal marsh or stream draining to coastal marsh),6218,REGISTERED,1288097,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,False,Liquid,240394,"AQUATIC INVERTEBRATES, BEES, FISH","HOME GARDEN, ORNAMENTAL, RESIDENTIAL, STRUCTURAL, TURF",True,MOSQUITO_and_ANT_BARRIER_CONCENTRATE_(No_Use_within_100_ft._of_coastal_marsh_or_stream_draining_to_coastal_marsh)_53883-197-6218_PRIMARY_LABEL_565698.pdf,14583,"[730, 5540, 7585, 728]",True,True,True,True
53883-197-6218,MOSQUITO & ANT BARRIER CONNECT AND SPRAY (NO USE WITHIN 100 FT. OF COASTAL MARSH OR STREAM DRAINING TO COASTAL MARSH),6218,REGISTERED,1288097,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,False,Liquid,240395,"AQUATIC INVERTEBRATES, BEES, FISH","HOME GARDEN, ORNAMENTAL, RESIDENTIAL, STRUCTURAL, TURF",True,MOSQUITO_and_ANT_BARRIER_CONNECT_AND_SPRAY_(NO_USE_WITHIN_100_FT._OF_COASTAL_MARSH_OR_STREAM_DRAINING_TO_COASTAL_MARSH)_53883-197-6218_PRIMARY_LABEL_565694.pdf,14583,"[730, 5540, 7585, 728]",True,True,True,True
6218-47,SUMMIT BTI BRIQUETS,6218,REGISTERED,1288097,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"INSECTICIDE, MOSQUITO LARVICIDE",False,Solid,34486,NONE,"AQUATIC, COMMERCIAL, INDUSTRIAL, RESIDENTIAL",True,SUMMIT_BTI_BRIQUETS_6218-47_PRIMARY_LABEL_534247.pdf,7135,[7135],True,True,True,True
6218-48,SUMMIT PYRETHRINS FOGGING CONCENTRATE 1-2-3,6218,REGISTERED,1291858,CLOSED,ROUTINE,2024-12-19,MATTHEW J GOGIS,INSECTICIDE,False,Liquid,19914,"AQUATIC INVERTEBRATES, BEES, FISH","COMMERCIAL, INDUSTRIAL, INSTITUTIONAL, RESIDENTIAL",True,SUMMIT_PYRETHRINS_FOGGING_CONCENTRATE_1-2-3_6218-48_PRIMARY_LABEL_597291.pdf,19489,[19489],True,True,True,True
6218-49,MISTOCIDE PLUS,6218,REGISTERED,1291860,CLOSED,ROUTINE,2024-12-19,,INSECTICIDE,False,Liquid,23598,"FISH, WILDLIFE","COMMERCIAL, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL",True,MISTOCIDE_PLUS_6218-49_PRIMARY_LABEL_597284.pdf,12284,[12284],True,True,True,True
6218-56,PYRETHRINS FOGGING CONCENTRATE 3610,6218,REGISTERED,1291861,CLOSED,ROUTINE,2024-12-19,MATTHEW J GOGIS,INSECTICIDE,False,Liquid,23597,"AQUATIC INVERTEBRATES, BEES, FISH","COMMERCIAL, INDUSTRIAL, INSTITUTIONAL",True,PYRETHRINS_FOGGING_CONCENTRATE_3610_6218-56_PRIMARY_LABEL_597292.pdf,19960,[19960],True,True,True,True
6218-65,SUMMIT PERMACIDE P-1,6218,REGISTERED,1292959,CLOSED,ROUTINE,2025-01-14,JYOTHI MURUNDI,INSECTICIDE,False,Liquid,25064,"BIRDS, FISH, WILDLIFE","COMMERCIAL, DOMESTIC ANIMALS, HOUSEHOLD, INSTITUTIONAL, LIVESTOCK, ORNAMENTAL, RESIDENTIAL",True,SUMMIT_PERMACIDE_P-1_6218-65_PRIMARY_LABEL_597820.pdf,10607,[10607],False,True,True,True
6218-66,SUMMIT PERMACIDE P CONCENTRATE,6218,DISCONTINUED,1292960,CLOSED,ROUTINE,2025-01-14,KATHERINE HETTER,INSECTICIDE,False,Liquid,25065,FISH,"COMMERCIAL, INDUSTRIAL, INSTITUTIONAL, ORNAMENTAL",True,SUMMIT_PERMACIDE_P_CONCENTRATE_6218-66_PRIMARY_LABEL_518315.pdf,182,[182],False,False,False,True
6218-66,SUMMIT PERMACIDE P CONCENTRATE (NOT FOR USE IN AUTOMATIC MISTING SYSTEMS IN NYS) (Restricted use as of 2/24/2025),6218,REGISTERED,1295142,CLOSED,ROUTINE,2025-02-24,KATHERINE HETTER,"INSECTICIDE, MOSQUITO ADULTICIDE",False,Liquid,273517,"AQUATIC INVERTEBRATES, BEES, DOMESTIC ANIMALS","COMMERCIAL, DOMESTIC ANIMALS, INDUSTRIAL, LIVESTOCK, NON-CROP, RESIDENTIAL",True,SUMMIT_PERMACIDE_P_CONCENTRATE_(NOT_FOR_USE_IN_AUTOMATIC_MISTING_SYSTEMS_IN_NYS)_(Restricted_use_as_of_2_24_2025)_6218-66_PRIMARY_LABEL_598143.pdf,36548,[36548],True,True,True,True
6218-71,MASTER NURSERY PEST FIGHTER YEAR-ROUND SPRAY OIL,6218,REGISTERED,1288097,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"INSECTICIDE, MITICIDE",False,Liquid,38411,FISH,"HOME GARDEN, ORNAMENTAL, RESIDENTIAL",True,MASTER_NURSERY_PEST_FIGHTER_YEAR-ROUND_SPRAY_OIL_6218-71_PRIMARY_LABEL_534251.pdf,4981,"[3192, 1789]",False,True,False,True
6218-71,SUMMIT YEAR ROUND SPRAY OIL,6218,REGISTERED,1288097,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"INSECTICIDE, MITICIDE",False,Liquid,30985,FISH,"HOME GARDEN, ORNAMENTAL, RESIDENTIAL",True,SUMMIT_YEAR_ROUND_SPRAY_OIL_6218-71_PRIMARY_LABEL_526438.pdf,174,"[174, 0]",False,False,False,False
6218-76,MOSQUITO & GNAT BARRIER Concentrate,6218,REGISTERED,1288097,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,False,Liquid,237985,"AQUATIC INVERTEBRATES, BEES, FISH","ORNAMENTAL, RESIDENTIAL, TURF",True,MOSQUITO_and_GNAT_BARRIER_Concentrate_6218-76_PRIMARY_LABEL_562911.pdf,202,"[181, 21, 0, 0]",False,False,False,False
6218-76,TICK & FLEA SPRAY,6218,REGISTERED,1288097,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,False,Liquid,236407,"AQUATIC INVERTEBRATES, BEES, FISH","ORNAMENTAL, RESIDENTIAL, TURF",True,TICK_and_FLEA_SPRAY_6218-76_PRIMARY_LABEL_561310.pdf,282,"[180, 102]",False,False,False,True
6218-76,MOSQUITO & GNAT BARRIER,6218,REGISTERED,1292958,CLOSED,ROUTINE,2025-01-14,JYOTHI MURUNDI,INSECTICIDE,False,Liquid,39350,"AQUATIC INVERTEBRATES, BEES, FISH","ORNAMENTAL, RESIDENTIAL, TURF",True,MOSQUITO_and_GNAT_BARRIER_6218-76_PRIMARY_LABEL_597819.pdf,12213,"[575, 4301, 6132, 1205]",True,True,True,True
6218-76,TICK & FLEA SPRAY Concentrate,6218,REGISTERED,1288097,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,False,Liquid,237986,"AQUATIC INVERTEBRATES, BEES, FISH","ORNAMENTAL, RESIDENTIAL, TURF",True,TICK_and_FLEA_SPRAY_Concentrate_6218-76_PRIMARY_LABEL_562909.pdf,202,"[181, 21, 0, 0]",False,False,False,False
6218-78,READY TO USE YEAR-ROUND SPRAY OIL,6218,REGISTERED,1288097,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE",False,Liquid,58605,NONE,"HOME GARDEN, ORNAMENTAL, RESIDENTIAL",True,READY_TO_USE_YEAR-ROUND_SPRAY_OIL_6218-78_PRIMARY_LABEL_534250.pdf,8890,"[410, 3497, 4983]",True,True,True,True
6218-78,MASTER NURSERY PEST FIGHTER READY TO USE YEAR-ROUND SPRAY OIL,6218,REGISTERED,1288097,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE",False,Liquid,58606,NONE,"HOME GARDEN, ORNAMENTAL, RESIDENTIAL",True,MASTER_NURSERY_PEST_FIGHTER_READY_TO_USE_YEAR-ROUND_SPRAY_OIL_6218-78_PRIMARY_LABEL_534250.pdf,8890,"[410, 3497, 4983]",False,True,True,True
6218-86,Summit B.T.I. Granules,6218,REGISTERED,1288097,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"INSECTICIDE, MOSQUITO LARVICIDE",False,Solid,228131,NONE,"AGRICULTURAL, AQUATIC, COMMERCIAL",True,Summit_B.T.I._Granules_6218-86_PRIMARY_LABEL_559856.pdf,25049,"[3811, 6407, 2520, 6963, 5348]",True,True,True,True
6218-86,MOSQUITO BITS,6218,REGISTERED,1288097,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,"INSECTICIDE, MOSQUITO LARVICIDE",False,Solid,228130,NONE,"ORNAMENTAL, RESIDENTIAL",True,MOSQUITO_BITS_6218-86_PRIMARY_LABEL_553709.pdf,182,"[182, 0]",False,False,False,False
6218-88,Summit Ultra Permacide,6218,REGISTERED,1288097,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,False,Liquid,227182,NONE,"COMMERCIAL, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL",True,Summit_Ultra_Permacide_6218-88_PRIMARY_LABEL_552858.pdf,13232,[13232],True,True,True,True
70051-106-6218,BIOLOGICAL CATERPILLAR & WEBWORM CONTROL,6218,REGISTERED,1288097,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,INSECTICIDE,False,Liquid,168337,NONE,"HOME GARDEN, ORNAMENTAL, RESIDENTIAL",True,BIOLOGICAL_CATERPILLAR_and_WEBWORM_CONTROL_70051-106-6218_PRIMARY_LABEL_530189.pdf,6750,"[997, 1244, 2473, 2036]",True,False,True,True
91132-1-6218,DEER BAN Repellent Capsules,6218,REGISTERED,1288097,CLOSED,ROUTINE,2024-11-08,KATHERINE HETTER,REPELLENT,False,Solid,243139,NONE,"ORNAMENTAL, RESIDENTIAL, TURF",True,DEER_BAN_Repellent_Capsules_91132-1-6218_PRIMARY_LABEL_567967.pdf,4104,"[731, 1435, 1605, 333]",True,True,True,True
95993-3-6218,NEEM 85,6218,REGISTERED,1285706,CLOSED,ROUTINE,2024-09-03,KATHERINE A GRAHAM,"FUNGICIDE, INSECTICIDE, MITICIDE, NEMATICIDE",False,Liquid,270914,BEES,"AGRICULTURAL, GREENHOUSE, HEMP, HOME GARDEN, NURSERY, ORNAMENTAL, RESIDENTIAL, TURF",True,NEEM_85_95993-3-6218_PRIMARY_LABEL_595937.pdf,16684,"[853, 7504, 827, 7500]",True,True,True,True
9613-20001-62215,SODIUM  HYPOCHLORITE 15,62215,REGISTERED,1305352,CLOSED,ROUTINE,2025-08-18,,"ALGAECIDE, ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,113135,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, HOSPITAL, INDUSTRIAL, LAUNDRY, SWIMMING POOLS/SPAS",True,SODIUM__HYPOCHLORITE_15_9613-20001-62215_PRIMARY_LABEL_534201.pdf,15523,[15523],True,True,True,True
62255-20001,PVS NOLWOOD SODIUM HYPOCHLORITE 12.5% SOLUTION                        ,62255,REGISTERED,1288272,CLOSED,ROUTINE,2024-12-06,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,201911,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, COMMERCIAL, INDUSTRIAL, INSTITUTIONAL, LAUNDRY, SWIMMING POOLS/SPAS",True,PVS_NOLWOOD_SODIUM_HYPOCHLORITE_12.5%_SOLUTION_62255-20001_PRIMARY_LABEL_540672.pdf,40427,"[3744, 7648, 7599, 7037, 8147, 5703, 183, 183, 183]",True,True,True,True
62355-5,MIRACLE-GRO GARDEN WEED PREVENTER 1,62355,REGISTERED,1308567,CLOSED,ROUTINE,2025-10-13,JYOTHI MURUNDI,HERBICIDE,False,Solid,140127,"AQUATIC INVERTEBRATES, FISH","HOME GARDEN, ORNAMENTAL, RESIDENTIAL",True,MIRACLE-GRO_GARDEN_WEED_PREVENTER_1_62355-5_PRIMARY_LABEL_537112.pdf,663,"[291, 93, 93, 93, 93]",True,False,True,True
62355-7,MIRACLE-GRO SHAKE 'N FEED ALL PURPOSE PLANT FOOD PLUS WEED PREVENTER 1,62355,REGISTERED,1308567,CLOSED,ROUTINE,2025-10-13,JYOTHI MURUNDI,HERBICIDE,False,Solid,143472,"AQUATIC INVERTEBRATES, FISH","HOME GARDEN, ORNAMENTAL, RESIDENTIAL",True,MIRACLE-GRO_SHAKE_'N_FEED_ALL_PURPOSE_PLANT_FOOD_PLUS_WEED_PREVENTER_1_62355-7_PRIMARY_LABEL_537025.pdf,973,"[328, 129, 129, 129, 129, 129]",True,False,True,True
