Product No.,ProductName,Company No.,Registration Status,Appl No.,Appl Status,Auth Type,Received Date,Reviewer,PRODUCT TYPE,LONG ISLAND USE RESTRICTION,Formulation,PRODUCT ID,TOXICITY,PRODUCT USE,is_PDF_downloaded,pdf_filename,txt_file_len,each_page_len,text_contains_product_name,text_contains_children,text_contains_epa_no,each_page_has_text,OCR_text_contains_product_name,OCR_text_contains_children,OCR_text_contains_epa_no,OCR_needed,runOCR_reason,Post_OCR_char_per_page,OCR_v_Original,final_determination,agricultural_use_requirements_and_restricted_entry_interval
100-1112-534,CAVALRY (25FT. BUFFER STRIP TO COASTAL MARSH),534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,INSECTICIDE,False,Liquid,151014,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE","AGRICULTURAL, NON-CROP, NURSERY",True,CAVALRY_(25FT._BUFFER_STRIP_TO_COASTAL_MARSH)_100-1112-534_PRIMARY_LABEL_523236.pdf,,,,,,True,,,,,,,,Original,
100-1131-534,SOTRION HERBICIDE,534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,False,Liquid,218741,NONE,AGRICULTURAL,True,SOTRION_HERBICIDE_100-1131-534_PRIMARY_LABEL_571037.pdf,,,,,,True,,,,,,,,Original,
100-1295-534,CAVALRY II (25 FT BUFFER STRIP TO COASTAL MARSH),534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,INSECTICIDE,False,Liquid,224534,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE",AGRICULTURAL,True,CAVALRY_II_(25_FT_BUFFER_STRIP_TO_COASTAL_MARSH)_100-1295-534_PRIMARY_LABEL_571038.pdf,,,,,,True,,,,,,,,Original,
100-1414-534,"ENTRAX EZ (NO SALE, USE OR DISTRIBUTION IN NASSAU OR SUFFOLK COUNTIES)",534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,True,Liquid,226851,AQUATIC INVERTEBRATES,AGRICULTURAL,True,"ENTRAX_EZ_(NO_SALE,_USE_OR_DISTRIBUTION_IN_NASSAU_OR_SUFFOLK_COUNTIES)_100-1414-534_PRIMARY_LABEL_583095.pdf",,,,,,True,,,,,,,,Original,
100-497-534,"INFANTRY 4L (NOT FOR SALE, USE OR DISTRIBUTION IN NASSAU & SUFFOLK COUNTIES)",534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,True,Liquid,201426,AQUATIC INVERTEBRATES,AGRICULTURAL,True,"INFANTRY_4L_(NOT_FOR_SALE,_USE_OR_DISTRIBUTION_IN_NASSAU_and_SUFFOLK_COUNTIES)_100-497-534_PRIMARY_LABEL_579752.pdf",,,,,,True,,,,,,,,Original,
100-585-534,INFANTRY 90DF,534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,False,Solid,138765,AQUATIC INVERTEBRATES,AGRICULTURAL,True,INFANTRY_90DF_100-585-534_PRIMARY_LABEL_582091.pdf,,,,,,True,,,,,,,,Original,
2217-581-534,Greenyard professional weed and feed fertilizer with 0.72% TRIMEC Broadleaf herbicide,534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,False,Solid,224029,"AQUATIC INVERTEBRATES, FISH",TURF,True,Greenyard_professional_weed_and_feed_fertilizer_with_0.72%_TRIMEC_Broadleaf_herbicide_2217-581-534_PRIMARY_LABEL_590703.pdf,,,,,,True,,,,,,,,Original,
2217-794-534,Greenyard professional weed and feed fertilizer with 1.0% TRIMEC Broadleaf herbicide,534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,False,Solid,224030,"AQUATIC INVERTEBRATES, FISH",TURF,True,Greenyard_professional_weed_and_feed_fertilizer_with_1.0%_TRIMEC_Broadleaf_herbicide_2217-794-534_PRIMARY_LABEL_591425.pdf,,,,,,True,,,,,,,,Original,
228-413-534,GREENYARD PROFESSIONAL WEED & FEED WITH VIPER,534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,False,Solid,104278,"AQUATIC INVERTEBRATES, FISH",TURF,True,GREENYARD_PROFESSIONAL_WEED_and_FEED_WITH_VIPER_228-413-534_PRIMARY_LABEL_590702.pdf,,,,,,True,,,,,,,,Original,
228-500-534,GREENYARD PROFESSIONAL FERTILIZER WITH 0.2% MALLET (VARIOUS FERTILIZER ANALYSIS),534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,INSECTICIDE,False,Solid,132884,AQUATIC INVERTEBRATES,TURF,True,GREENYARD_PROFESSIONAL_FERTILIZER_WITH_0.2%_MALLET_(VARIOUS_FERTILIZER_ANALYSIS)_228-500-534_PRIMARY_LABEL_590701.pdf,,,,,,True,,,,,,,,Original,
228-610-534,"GREENYARD PROFESSIONAL FERTILIZER WITH IMI-LAMBDA INSECTICIDE (NO NASSAU, SUFFOLK, KINGS, QUEENS)(NO APP WITHIN 100 FT OF COASTAL MARSH)",534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,INSECTICIDE,True,Solid,187267,"AQUATIC INVERTEBRATES, BEES, FISH",TURF,True,"GREENYARD_PROFESSIONAL_FERTILIZER_WITH_IMI-LAMBDA_INSECTICIDE_(NO_NASSAU,_SUFFOLK,_KINGS,_QUEENS)(NO_APP_WITHIN_100_FT_OF_COASTAL_MARSH)_228-610-534_PRIMARY_LABEL_593363.pdf",,,,,,True,,,,,,,,Original,
2749-614-534,"FLUAZENT (NO SALE, USE OR DISTRIBUTION IN NASSAU AND SUFFOLK COUNTIES)",534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,True,Liquid,259789,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, NON-CROP",True,"FLUAZENT_(NO_SALE,_USE_OR_DISTRIBUTION_IN_NASSAU_AND_SUFFOLK_COUNTIES)_2749-614-534_PRIMARY_LABEL_596500.pdf",,,,,,True,,,,,,,,Original,
42750-15-534,RADAR LV 4,534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,False,Liquid,158984,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, NON-CROP, TURF",True,RADAR_LV_4_42750-15-534_PRIMARY_LABEL_526082.pdf,,,,,,True,,,,,,,,Original,
42750-19-534,RADAR AM 4,534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,False,Liquid,158983,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, AQUATIC, NON-CROP, TURF",True,RADAR_AM_4_42750-19-534_PRIMARY_LABEL_526083.pdf,,,,,,True,,,,,,,,Original,
42750-20-534,Radar LV6,534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,False,Liquid,230453,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, NON-CROP, TURF",True,Radar_LV6_42750-20-534_PRIMARY_LABEL_555808.pdf,,,,,,True,,,,,,,,Original,
42750-61-534,BULLZEYE HERBICIDE,534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,False,Liquid,138769,NONE,"AGRICULTURAL, GREENHOUSE, NON-CROP, NURSERY",True,BULLZEYE_HERBICIDE_42750-61-534_PRIMARY_LABEL_588864.pdf,,,,,,True,,,,,,,,Original,
524-480-534,"XCELERATE ATZ LITE HERBICIDE (No Sale, Distribution or Use in Nassau and Suffolk Counties, NY)",534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,True,Liquid,253030,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,True,"XCELERATE_ATZ_LITE_HERBICIDE_(No_Sale,_Distribution_or_Use_in_Nassau_and_Suffolk_Counties,_NY)_524-480-534_PRIMARY_LABEL_585279.pdf",,,,,,True,,,,,,,,Original,
524-485-534,"XCELERATE ATZ 5.6L HERBICIDE (NOT FOR SALE, USE, OR DISTRIBUTION IN NASSAU & SUFFOLK COUNTIES)",534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,True,Liquid,207218,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,True,"XCELERATE_ATZ_5.6L_HERBICIDE_(NOT_FOR_SALE,_USE,_OR_DISTRIBUTION_IN_NASSAU_and_SUFFOLK_COUNTIES)_524-485-534_PRIMARY_LABEL_584421.pdf",,,,,,True,,,,,,,,Original,
524-539-534,bullzeye hl-k,534,REGISTERED,1307715,CLOSED,ROUTINE,2025-09-24,KATHERINE HETTER,HERBICIDE,False,Liquid,225663,DOMESTIC ANIMALS,"AGRICULTURAL, NON-CROP",True,bullzeye_hl-k_524-539-534_PRIMARY_LABEL_602185.pdf,,,,,,True,,,,,,,,Original,
53883-160-534,GREENYARD PROFESSIONAL FERTILIZER WITH 0.069% BIFENTHRIN INSECTICIDE (SEE NYS SPECIFIC LANGUAGE),534,REGISTERED,1305857,CLOSED,ROUTINE,2025-08-25,MATTHEW J GOGIS,INSECTICIDE,False,Solid,102583,"AQUATIC INVERTEBRATES, FISH",TURF,True,GREENYARD_PROFESSIONAL_FERTILIZER_WITH_0.069%_BIFENTHRIN_INSECTICIDE_(SEE_NYS_SPECIFIC_LANGUAGE)_53883-160-534_PRIMARY_LABEL_602848.pdf,,,,,,True,,,,,,,,Original,
53883-171-534,GREENYARD CRABGRASS PREVENTER WITH 0.58% PRODIAMINE,534,REGISTERED,1308393,CLOSED,ROUTINE,2025-10-01,MATTHEW J GOGIS,HERBICIDE,False,Solid,186263,FISH,"ORNAMENTAL, RESIDENTIAL, TURF",True,GREENYARD_CRABGRASS_PREVENTER_WITH_0.58%_PRODIAMINE_53883-171-534_PRIMARY_LABEL_602339.pdf,,,,,,True,,,,,,,,Original,
60063-40-534,GREENYARD cRABGRASS PREVENTER WITH 0.37% CAVALCADE,534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,False,Solid,184715,FISH,TURF,True,GREENYARD_cRABGRASS_PREVENTER_WITH_0.37%_CAVALCADE_60063-40-534_PRIMARY_LABEL_593364.pdf,,,,,,True,,,,,,,,Original,
60063-41-534,GREENYARD cRABGRASS PREVENTER WITH 0.29% CAVALCADE,534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,False,Solid,184714,FISH,"ORNAMENTAL, RESIDENTIAL, TURF",True,GREENYARD_cRABGRASS_PREVENTER_WITH_0.29%_CAVALCADE_60063-41-534_PRIMARY_LABEL_591429.pdf,,,,,,True,,,,,,,,Original,
60063-43-534,GREENYARD GRABGRASS PREVENTER WITH 0.42% CAVALCADE,534,REGISTERED,1306289,CLOSED,ROUTINE,2025-09-03,KATHERINE HETTER,HERBICIDE,False,Solid,184716,FISH,"RESIDENTIAL, TURF",True,GREENYARD_GRABGRASS_PREVENTER_WITH_0.42%_CAVALCADE_60063-43-534_PRIMARY_LABEL_602701.pdf,,,,,,True,,,,,,,,Original,
60063-45-534,GREENYARD CRABGRASS PREVENTER WITH 0.20% CAVALCADE,534,REGISTERED,1306290,CLOSED,ROUTINE,2025-09-03,KATHERINE HETTER,HERBICIDE,False,Solid,201050,FISH,"RESIDENTIAL, TURF",True,GREENYARD_CRABGRASS_PREVENTER_WITH_0.20%_CAVALCADE_60063-45-534_PRIMARY_LABEL_602700.pdf,,,,,,True,,,,,,,,Original,
62097-63-534,Periscope WT,534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,GROWTH REGULATOR,False,Liquid,267137,NONE,"AGRICULTURAL, GREENHOUSE, NON-CROP, NURSERY, ORNAMENTAL, TURF",True,Periscope_WT_62097-63-534_PRIMARY_LABEL_592678.pdf,,,,,,True,,,,,,,,Original,
62719-483-534,GREENYARD CRABGRASS PREVENTER WITH 0.125% DIMENSION  (NO USE ON LI) (MAX. USE RATE 0.5 LB AI/ACRE/YR in nys),534,DISCONTINUED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,False,Solid,72770,"AQUATIC INVERTEBRATES, FISH",TURF,True,GREENYARD_CRABGRASS_PREVENTER_WITH_0.125%_DIMENSION__(NO_USE_ON_LI)_(MAX._USE_RATE_0.5_LB_AI_ACRE_YR_in_nys)_62719-483-534_PRIMARY_LABEL_591424.pdf,,,,,,True,,,,,,,,Original,
62719-483-534,"GREENYARD CRABGRASS PREVENTER WITH 0.125% DIMENSION (MAX RATE OF 0.25 LB/ACRE/YR IN NASSAU AND SUFFOLK COUNTIES, MAX RATE OF 0.5 LB/ACRE/YR IN REST OF NY)",534,REGISTERED,1296141,CLOSED,ROUTINE,2025-02-10,KATHERINE HETTER,HERBICIDE,False,Solid,273878,"AQUATIC INVERTEBRATES, FISH",TURF,True,"GREENYARD_CRABGRASS_PREVENTER_WITH_0.125%_DIMENSION_(MAX_RATE_OF_0.25_LB_ACRE_YR_IN_NASSAU_AND_SUFFOLK_COUNTIES,_MAX_RATE_OF_0.5_LB_ACRE_YR_IN_REST_OF_NY)_62719-483-534_PRIMARY_LABEL_598533.pdf",,,,,,True,,,,,,,,Original,
62719-485-534,GREENYARD CRABGRASS PREVENTER WITH 0.17% DIMENSION   (VARIOUS FERTILIZER ANALYSES) (NO USE ON LI) (MAX. USE RATE 0.5 LB AI/ACRE/YR IN NYS),534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,True,Solid,72771,"AQUATIC INVERTEBRATES, FISH",TURF,True,GREENYARD_CRABGRASS_PREVENTER_WITH_0.17%_DIMENSION___(VARIOUS_FERTILIZER_ANALYSES)_(NO_USE_ON_LI)_(MAX._USE_RATE_0.5_LB_AI_ACRE_YR_IN_NYS)_62719-485-534_PRIMARY_LABEL_591422.pdf,,,,,,True,,,,,,,,Original,
62719-486-534,GREENYARD CRABGRASS PREVENTER WITH 0.1% DIMENSION (VARIOUS FERT. COMB.) (NO USE ON LI)(MAX. USE RATE 0.5 LB AI/ACRE/YR IN NYS),534,DISCONTINUED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,True,Solid,72772,"AQUATIC INVERTEBRATES, FISH",TURF,True,GREENYARD_CRABGRASS_PREVENTER_WITH_0.1%_DIMENSION_(VARIOUS_FERT._COMB.)_(NO_USE_ON_LI)(MAX._USE_RATE_0.5_LB_AI_ACRE_YR_IN_NYS)_62719-486-534_PRIMARY_LABEL_591421.pdf,,,,,,True,,,,,,,,Original,
62719-486-534,"GREENYARD CRABGRASS PREVENTER WITH 0.1% DIMENSION (VARIOUS FERT. COMB.) (MAX RATE OF 0.25 LB/ACRE/YR IN NASSAU AND SUFFOLK COUNTIES, MAX RATE OF 0.5 LB/ACRE/YR IN REST OF NY)",534,REGISTERED,1296141,CLOSED,ROUTINE,2025-02-10,KATHERINE HETTER,HERBICIDE,True,Solid,273879,"AQUATIC INVERTEBRATES, FISH",TURF,True,"GREENYARD_CRABGRASS_PREVENTER_WITH_0.1%_DIMENSION_(VARIOUS_FERT._COMB.)_(MAX_RATE_OF_0.25_LB_ACRE_YR_IN_NASSAU_AND_SUFFOLK_COUNTIES,_MAX_RATE_OF_0.5_LB_ACRE_YR_IN_REST_OF_NY)_62719-486-534_PRIMARY_LABEL_598534.pdf",,,,,,True,,,,,,,,Original,
62719-487-534,GREENYARD CRABGRASS PREVENTER WITH 0.08% DIMENSION 15-3-5 (VARIOUS FERT. COMB.) (NO USE ON LI) (MAX. USE RATE 0.5 LB AI/ACRE/YR IN NYS),534,DISCONTINUED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,False,Solid,72773,"AQUATIC INVERTEBRATES, FISH",TURF,True,GREENYARD_CRABGRASS_PREVENTER_WITH_0.08%_DIMENSION_15-3-5_(VARIOUS_FERT._COMB.)_(NO_USE_ON_LI)_(MAX._USE_RATE_0.5_LB_AI_ACRE_YR_IN_NYS)_62719-487-534_PRIMARY_LABEL_590700.pdf,,,,,,True,,,,,,,,Original,
62719-487-534,"GREENYARD CRABGRASS PREVENTER WITH 0.08% DIMENSION (VARIOUS FERT. COMB.) (MAX RATE OF 0.25 LB/ACRE/YR IN NASSAU AND SUFFOLK COUNTIES, MAX RATE OF 0.5 LB/ACRE/YR IN REST OF NY)",534,REGISTERED,1306294,CLOSED,ROUTINE,2025-09-03,KATHERINE HETTER,HERBICIDE,False,Solid,273880,"AQUATIC INVERTEBRATES, FISH",TURF,True,"GREENYARD_CRABGRASS_PREVENTER_WITH_0.08%_DIMENSION_(VARIOUS_FERT._COMB.)_(MAX_RATE_OF_0.25_LB_ACRE_YR_IN_NASSAU_AND_SUFFOLK_COUNTIES,_MAX_RATE_OF_0.5_LB_ACRE_YR_IN_REST_OF_NY)_62719-487-534_PRIMARY_LABEL_601748.pdf",,,,,,True,,,,,,,,Original,
62719-488-534,"GREENYARD CRABGRASS PREVENTER WITH 0.19% DIMENSION (MAX RATE 0.25 LB/AI/ACRE/YR ON LI, 0.5 LB/AI/ACRE/YR REST OF NY)",534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,False,Solid,253612,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,"GREENYARD_CRABGRASS_PREVENTER_WITH_0.19%_DIMENSION_(MAX_RATE_0.25_LB_AI_ACRE_YR_ON_LI,_0.5_LB_AI_ACRE_YR_REST_OF_NY)_62719-488-534_PRIMARY_LABEL_591419.pdf",,,,,,True,,,,,,,,Original,
62719-492-534,"GREENYARD CRABGRASS PREVENTER WITH 0.25% DIMENSION (MAX RATE 0.25 LB/AI/ACRE/YR ON LI, 0.5 LB/AI/ACRE/YR REST OF NY)",534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,False,Solid,263189,"AQUATIC INVERTEBRATES, FISH",TURF,True,"GREENYARD_CRABGRASS_PREVENTER_WITH_0.25%_DIMENSION_(MAX_RATE_0.25_LB_AI_ACRE_YR_ON_LI,_0.5_LB_AI_ACRE_YR_REST_OF_NY)_62719-492-534_PRIMARY_LABEL_591416.pdf",,,,,,True,,,,,,,,Original,
62719-494-534,"GREENYARD CRABGRASS PREVENTER WITH 0.22% DIMENSION (MAX RATE OF 0.25 LB/ACRE/YR IN NASSAU AND SUFFOLK COUNTIES, MAX RATE OF 0.5 LB/ACRE/YR IN REST OF NY)",534,REGISTERED,1296141,CLOSED,ROUTINE,2025-02-10,KATHERINE HETTER,HERBICIDE,True,Solid,273881,"AQUATIC INVERTEBRATES, FISH",TURF,True,"GREENYARD_CRABGRASS_PREVENTER_WITH_0.22%_DIMENSION_(MAX_RATE_OF_0.25_LB_ACRE_YR_IN_NASSAU_AND_SUFFOLK_COUNTIES,_MAX_RATE_OF_0.5_LB_ACRE_YR_IN_REST_OF_NY)_62719-494-534_PRIMARY_LABEL_598536.pdf",,,,,,True,,,,,,,,Original,
62719-494-534,GREENYARD CRABGRASS PREVENTER WITH 0.22% DIMENSION (NO USE IN NASSAU & SUFFOLK COUNTIES) (MAX. USE RATE 0.5 LB AI/ACRE/YR IN NYS),534,DISCONTINUED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,True,Solid,246686,"AQUATIC INVERTEBRATES, FISH",TURF,True,GREENYARD_CRABGRASS_PREVENTER_WITH_0.22%_DIMENSION_(NO_USE_IN_NASSAU_and_SUFFOLK_COUNTIES)_(MAX._USE_RATE_0.5_LB_AI_ACRE_YR_IN_NYS)_62719-494-534_PRIMARY_LABEL_591417.pdf,,,,,,True,,,,,,,,Original,
62719-504-534,GREENYARD CRABGRASS PREVENTER WITH 0.15% DIMENSION (NO USE IN NASSAU & SUFFOLK COUNTIES) (NYS MAX USE RATES),534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,True,Solid,196668,"AQUATIC INVERTEBRATES, FISH",TURF,True,GREENYARD_CRABGRASS_PREVENTER_WITH_0.15%_DIMENSION_(NO_USE_IN_NASSAU_and_SUFFOLK_COUNTIES)_(NYS_MAX_USE_RATES)_62719-504-534_PRIMARY_LABEL_591423.pdf,,,,,,True,,,,,,,,Original,
62719-590-534,GREENYARD PROFESSIONAL WEED AND FEED WITH LOCKUP,534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,False,Solid,203309,"AQUATIC INVERTEBRATES, FISH",TURF,True,GREENYARD_PROFESSIONAL_WEED_AND_FEED_WITH_LOCKUP_62719-590-534_PRIMARY_LABEL_591400.pdf,,,,,,True,,,,,,,,Original,
62719-8-534,Radar LV 600,534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,False,Liquid,233609,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, NON-CROP, TURF",True,Radar_LV_600_62719-8-534_PRIMARY_LABEL_596285.pdf,,,,,,True,,,,,,,,Original,
62719-9-534,RADAR LV 400 (unrestricted 6/21/2019),534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,False,Liquid,214887,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, NON-CROP, TURF",True,RADAR_LV_400_(unrestricted_6_21_2019)_62719-9-534_PRIMARY_LABEL_596284.pdf,,,,,,True,,,,,,,,Original,
7969-448-534,"LEGRIUM 280 SL (NO SALE, DISTRIBUTION OR USE IN NASSAU & SUFFOLK COUNTIES, NY)",534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,True,Liquid,246229,NONE,AGRICULTURAL,True,"LEGRIUM_280_SL_(NO_SALE,_DISTRIBUTION_OR_USE_IN_NASSAU_and_SUFFOLK_COUNTIES,_NY)_7969-448-534_PRIMARY_LABEL_598623.pdf",,,,,,True,,,,,,,,Original,
83100-76-534,Bullzeye DMA,534,REGISTERED,1297639,CLOSED,ROUTINE,2025-05-27,JYOTHI MURUNDI,HERBICIDE,False,Liquid,267136,NONE,"AGRICULTURAL, NON-CROP",True,Bullzeye_DMA_83100-76-534_PRIMARY_LABEL_592656.pdf,,,,,,True,,,,,,,,Original,
53575-29,ISOMATE-OFM TT,53575,REGISTERED,1292576,CLOSED,ROUTINE,2025-01-04,JYOTHI MURUNDI,"GROWTH REGULATOR, INSECTICIDE",False,Solid,180801,NONE,AGRICULTURAL,True,ISOMATE-OFM_TT_53575-29_PRIMARY_LABEL_597458.pdf,,,,,,True,,,,,,,,Original,
53575-30,ISOMATE-CM/OFM TT,53575,REGISTERED,1292577,CLOSED,ROUTINE,2025-01-04,JYOTHI MURUNDI,"GROWTH REGULATOR, INSECTICIDE",False,Solid,115762,NONE,AGRICULTURAL,True,ISOMATE-CM_OFM_TT_53575-30_PRIMARY_LABEL_597480.pdf,,,,,,True,,,,,,,,Original,
53575-34,ISOMATE - PTB DUAL,53575,REGISTERED,1292572,CLOSED,ROUTINE,2025-01-04,JYOTHI MURUNDI,"GROWTH REGULATOR, INSECTICIDE",False,Liquid,145692,NONE,"AGRICULTURAL, NURSERY, ORNAMENTAL",True,ISOMATE_-_PTB_DUAL_53575-34_PRIMARY_LABEL_597459.pdf,,,,,,True,,,,,,,,Original,
53575-40,ISOMATE DWB,53575,REGISTERED,1292578,CLOSED,ROUTINE,2025-01-04,JYOTHI MURUNDI,"GROWTH REGULATOR, INSECTICIDE",False,Solid,168340,NONE,"AGRICULTURAL, NURSERY, ORNAMENTAL",True,ISOMATE_DWB_53575-40_PRIMARY_LABEL_597479.pdf,,,,,,True,,,,,,,,Original,
53575-50,ISOMATE CM/OFM MIST PLUS,53575,REGISTERED,1292579,CLOSED,ROUTINE,2025-01-05,JYOTHI MURUNDI,"GROWTH REGULATOR, INSECTICIDE",False,Solid,229776,NONE,AGRICULTURAL,True,ISOMATE_CM_OFM_MIST_PLUS_53575-50_PRIMARY_LABEL_597478.pdf,,,,,,True,,,,,,,,Original,
101563-254-538,SCOTTS TURF BUILDER SUMMERGUARD LAWN FOOD WITH INSECT CONTROL1 (no app within 100 ft of water body in ny),538,REGISTERED,1309007,CLOSED,ROUTINE,2025-10-09,KATHERINE HETTER,INSECTICIDE,False,Solid,277341,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",False,,,,,,,True,,,,,,,,Original,
2217-884-538,SCOTTS WEED CONTROL FOR LAWNS,538,REGISTERED,1280544,CLOSED,ROUTINE,2024-05-28,KATHERINE HETTER,HERBICIDE,False,Solid,204303,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,SCOTTS_WEED_CONTROL_FOR_LAWNS_2217-884-538_PRIMARY_LABEL_594064.pdf,,,,,,True,,,,,,,,Original,
239-2640-538,LIQUID TURF BUILDER WITH PLUS 2 WEED CONTROL,538,REGISTERED,1294605,CLOSED,ROUTINE,2025-02-11,KATHERINE HETTER,HERBICIDE,False,Liquid,162936,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,LIQUID_TURF_BUILDER_WITH_PLUS_2_WEED_CONTROL_239-2640-538_PRIMARY_LABEL_598584.pdf,,,,,,True,,,,,,,,Original,
239-2640-538,EZ FEED PLUS WEED CONTROL,538,REGISTERED,1294443,CLOSED,ROUTINE,2025-02-10,KATHERINE A GRAHAM,HERBICIDE,False,Liquid,250455,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,EZ_FEED_PLUS_WEED_CONTROL_239-2640-538_PRIMARY_LABEL_597979.pdf,,,,,,True,,,,,,,,Original,
239-2689-538,SCOTTS SPOT WEED CONTROL FOR LAWNS (SPOT TREATMENT ONLY),538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,HERBICIDE,False,Liquid,196443,"AQUATIC INVERTEBRATES, FISH","RESIDENTIAL, TURF",True,SCOTTS_SPOT_WEED_CONTROL_FOR_LAWNS_(SPOT_TREATMENT_ONLY)_239-2689-538_PRIMARY_LABEL_538608.pdf,,,,,,True,,,,,,,,Original,
239-2701-538,"ROUNDUP FOR LAWNS BUG & GRUB DESTROYER (NO USE WITHIN 100 FEET OF WATER) (NO SALE, USE, DISTRIBUTION IN NASSAU, SUFFOLK, KINGS & QUEENS COUNTIES)",538,REGISTERED,1273294,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,INSECTICIDE,True,Solid,244209,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE","ORNAMENTAL, RESIDENTIAL, TURF",True,"ROUNDUP_FOR_LAWNS_BUG_and_GRUB_DESTROYER_(NO_USE_WITHIN_100_FEET_OF_WATER)_(NO_SALE,_USE,_DISTRIBUTION_IN_NASSAU,_SUFFOLK,_KINGS_and_QUEENS_COUNTIES)_239-2701-538_PRIMARY_LABEL_570076.pdf",,,,,,True,,,,,,,,Original,
