Product No.,ProductName,Company No.,Registration Status,Appl No.,Appl Status,Auth Type,Received Date,Reviewer,PRODUCT TYPE,is_PDF_downloaded,pdf_filename
70506-337,"ENKOUNTER INSECTICIDE (no sale, use or distribution in Nassau and Suffolk counties)(pome fruit only in ny)",70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,INSECTICIDE,TRUE,"ENKOUNTER_INSECTICIDE_(no_sale,_use_or_distribution_in_Nassau_and_Suffolk_counties)(pome_fruit_only_in_ny)_70506-337_PRIMARY_LABEL_566958.pdf"
70506-340,STartUP Tebuz Seed Treatment,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,STartUP_Tebuz_Seed_Treatment_70506-340_PRIMARY_LABEL_555424.pdf
70506-341,STARTUP T-MTYL SEED TREATMENT,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,STARTUP_T-MTYL_SEED_TREATMENT_70506-341_PRIMARY_LABEL_555422.pdf
70506-343,STartUP Azoxy Seed Treatment,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,STartUP_Azoxy_Seed_Treatment_70506-343_PRIMARY_LABEL_576098.pdf
70506-344,INTERMOC HERBICIDE (NOT FOR SALE/USE/DISTRIBUTION IN NASSaU & SUFFOLK COUNTIES),70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,HERBICIDE,TRUE,INTERMOC_HERBICIDE_(NOT_FOR_SALE_USE_DISTRIBUTION_IN_NASSaU_and_SUFFOLK_COUNTIES)_70506-344_PRIMARY_LABEL_590139.pdf
70506-345,STartUP MANZB Seed Treatment,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,STartUP_MANZB_Seed_Treatment_70506-345_PRIMARY_LABEL_557253.pdf
70506-346,ARGYLE OD INSECTICIDE (NO APPLICATION WITHIN 100 FT (GROUND) or 300 FT (AERIAL) OF COASTAL MARSH IN NYS),70506,REGISTERED,1303016,CLOSED,ROUTINE,2025-07-02,SHAUN PETERSON,INSECTICIDE,TRUE,ARGYLE_OD_INSECTICIDE_(NO_APPLICATION_WITHIN_100_FT_(GROUND)_or_300_FT_(AERIAL)_OF_COASTAL_MARSH_IN_NYS)_70506-346_PRIMARY_LABEL_600738.pdf
70506-348,LUNGE INSECTICIDE (NYS 25 FT. BUFFER STRIP TO COASTAL MARSH REQUIRED),70506,REGISTERED,1305128,CLOSED,ROUTINE,2025-08-14,JYOTHI MURUNDI,INSECTICIDE,TRUE,LUNGE_INSECTICIDE_(NYS_25_FT._BUFFER_STRIP_TO_COASTAL_MARSH_REQUIRED)_70506-348_PRIMARY_LABEL_601683.pdf
70506-351,Dexter SC Fungicide,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,Dexter_SC_Fungicide_70506-351_PRIMARY_LABEL_592040.pdf
70506-353,UP-STAGE 3CS,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,HERBICIDE,TRUE,UP-STAGE_3CS_70506-353_PRIMARY_LABEL_569153.pdf
70506-355,Top Deck Aquatic Herbicide,70506,REGISTERED,1293847,CLOSED,ROUTINE,2025-01-29,KATHERINE HETTER,HERBICIDE,TRUE,Top_Deck_Aquatic_Herbicide_70506-355_PRIMARY_LABEL_597878.pdf
70506-355,IMIFLEX,70506,REGISTERED,1295228,CLOSED,ROUTINE,2025-02-24,KATHERINE HETTER,HERBICIDE,TRUE,IMIFLEX_70506-355_PRIMARY_LABEL_598781.pdf
70506-356,STartup Metxl 480 Seed Treatment,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,STartup_Metxl_480_Seed_Treatment_70506-356_PRIMARY_LABEL_569627.pdf
70506-36,DEVRINOL DF-XT SELECTIVE HERBICIDE,70506,REGISTERED,1292082,CLOSED,ROUTINE,2024-12-26,JYOTHI MURUNDI,HERBICIDE,TRUE,DEVRINOL_DF-XT_SELECTIVE_HERBICIDE_70506-36_PRIMARY_LABEL_597438.pdf
70506-383,startup bifen seed treatment,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,INSECTICIDE,TRUE,startup_bifen_seed_treatment_70506-383_PRIMARY_LABEL_574296.pdf
70506-388,STartUP THIBN Fungicide,70506,REGISTERED,1280849,CLOSED,ROUTINE,2024-05-31,MATTHEW J GOGIS,FUNGICIDE,TRUE,STartUP_THIBN_Fungicide_70506-388_PRIMARY_LABEL_594570.pdf
70506-388,STARTUP THIBN seed treatment,70506,REGISTERED,1279495,CLOSED,ROUTINE,2024-05-09,KATHERINE HETTER,FUNGICIDE,TRUE,STARTUP_THIBN_seed_treatment_70506-388_PRIMARY_LABEL_581096.pdf
70506-389,Jettison Aquatic Algaecide and Herbicide,70506,REGISTERED,1304862,CLOSED,ROUTINE,2025-08-11,JYOTHI MURUNDI,"ALGAECIDE, HERBICIDE",TRUE,Jettison_Aquatic_Algaecide_and_Herbicide_70506-389_PRIMARY_LABEL_601397.pdf
70506-393,Cuprofix Flex,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,Cuprofix_Flex_70506-393_PRIMARY_LABEL_588299.pdf
70506-395,PH-D FUNGICIDE,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,PH-D_FUNGICIDE_70506-395_PRIMARY_LABEL_560873.pdf
70506-396,"DISARM 480 SC (NO SALE, USE, OR DISTRIBUTION IN NASSAU & SUFFOLK COUNTIES) (NO APP WITHIN 100' OF A COASTAL MARSH",70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,"DISARM_480_SC_(NO_SALE,_USE,_OR_DISTRIBUTION_IN_NASSAU_and_SUFFOLK_COUNTIES)_(NO_APP_WITHIN_100'_OF_A_COASTAL_MARSH_70506-396_PRIMARY_LABEL_587060.pdf"
70506-396,EVITO 480 SC FUNGICIDE (NO LI) (NO APPLICATION WITHIN 100 FT OF COASTAL MARSH) (NO AERIAL APPLICATION IN NYS),70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,EVITO_480_SC_FUNGICIDE_(NO_LI)_(NO_APPLICATION_WITHIN_100_FT_OF_COASTAL_MARSH)_(NO_AERIAL_APPLICATION_IN_NYS)_70506-396_PRIMARY_LABEL_582845.pdf
70506-415,IPRODIONE 2SE TURF,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,IPRODIONE_2SE_TURF_70506-415_PRIMARY_LABEL_588205.pdf
70506-416,IPRODIONE 2FL TURF,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,IPRODIONE_2FL_TURF_70506-416_PRIMARY_LABEL_588209.pdf
70506-43,SURFLAN A.S. AGRICULTURAL HERBICIDE,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,HERBICIDE,TRUE,SURFLAN_A.S._AGRICULTURAL_HERBICIDE_70506-43_PRIMARY_LABEL_540060.pdf
70506-430,Kasumin 2L,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,Kasumin_2L_70506-430_PRIMARY_LABEL_574102.pdf
70506-432,"DISARM M GRANULAR FUNGICIDE [NO SALE, USE, OR DISTRIBUTION, IN NASSAU & SUFFOLK COUNTIES, NY, NO APPLICATION WITHIN 100' OF COASTAL MARSH]",70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,"DISARM_M_GRANULAR_FUNGICIDE_[NO_SALE,_USE,_OR_DISTRIBUTION,_IN_NASSAU_and_SUFFOLK_COUNTIES,_NY,_NO_APPLICATION_WITHIN_100'_OF_COASTAL_MARSH]_70506-432_PRIMARY_LABEL_586167.pdf"
70506-434,basagran HERBICIDE,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,HERBICIDE,TRUE,basagran_HERBICIDE_70506-434_PRIMARY_LABEL_563043.pdf
70506-435,AUDIT 1:1 [no aerial application in nys],70506,REGISTERED,1292770,CLOSED,ROUTINE,2025-01-09,JYOTHI MURUNDI,HERBICIDE,TRUE,AUDIT_1:1_[no_aerial_application_in_nys]_70506-435_PRIMARY_LABEL_597523.pdf
70506-436,AUDIT 4:1 HERBICIDE [no aerial application in nys],70506,REGISTERED,1292772,CLOSED,ROUTINE,2025-01-09,JYOTHI MURUNDI,HERBICIDE,TRUE,AUDIT_4:1_HERBICIDE_[no_aerial_application_in_nys]_70506-436_PRIMARY_LABEL_597522.pdf
70506-438,ZOLERA FX FUNGICIDE (NO LI) (NO APP WITHIN 100 FT OF COASTAL MARSH) (NO AERIAL APP IN NY),70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,ZOLERA_FX_FUNGICIDE_(NO_LI)_(NO_APP_WITHIN_100_FT_OF_COASTAL_MARSH)_(NO_AERIAL_APP_IN_NY)_70506-438_PRIMARY_LABEL_560591.pdf
70506-44,SURFLAN A.S. SPECIALTY HERBICIDE,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,HERBICIDE,TRUE,SURFLAN_A.S._SPECIALTY_HERBICIDE_70506-44_PRIMARY_LABEL_537928.pdf
70506-441,KASUMIN 4L,70506,REGISTERED,1285502,CLOSED,ROUTINE,2024-08-28,KATHERINE A GRAHAM,"ANTIMICROBIAL, FUNGICIDE",TRUE,KASUMIN_4L_70506-441_PRIMARY_LABEL_595842.pdf
70506-444,TEPERA PLUS HD FUNGICIDE + INSECTICIDE [NO USE ON LONG ISLAND; NO AERIAL APPLICATION; NO APPLICATION WITHIN 100' OF COASTAL MARSH IN NYS],70506,REGISTERED,1305947,CLOSED,ROUTINE,2025-08-27,JYOTHI MURUNDI,"FUNGICIDE, INSECTICIDE",TRUE,TEPERA_PLUS_HD_FUNGICIDE_+_INSECTICIDE_[NO_USE_ON_LONG_ISLAND;_NO_AERIAL_APPLICATION;_NO_APPLICATION_WITHIN_100'_OF_COASTAL_MARSH_IN_NYS]_70506-444_PRIMARY_LABEL_601881.pdf
70506-445,CAPTAN 80 WDG,70506,REGISTERED,1304061,CLOSED,ROUTINE,2025-07-23,SHAUN PETERSON,FUNGICIDE,TRUE,CAPTAN_80_WDG_70506-445_PRIMARY_LABEL_587312.pdf
70506-446,ELEVATE 50 WDG FUNGICIDE,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,ELEVATE_50_WDG_FUNGICIDE_70506-446_PRIMARY_LABEL_569688.pdf
70506-447,kanemite 15 sc miticide,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,MITICIDE,TRUE,kanemite_15_sc_miticide_70506-447_PRIMARY_LABEL_575340.pdf
70506-45,SURFLAN XL 2G,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,HERBICIDE,TRUE,SURFLAN_XL_2G_70506-45_PRIMARY_LABEL_522829.pdf
70506-454,CAPTAN 50 WETTABLE POWDER,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,CAPTAN_50_WETTABLE_POWDER_70506-454_PRIMARY_LABEL_553071.pdf
70506-484,TRIZENTA HERBICIDE (0.25 lb. ai max application rate on Long Island),70506,REGISTERED,1277363,CLOSED,ROUTINE,2024-04-01,MATTHEW J GOGIS,HERBICIDE,TRUE,TRIZENTA_HERBICIDE_(0.25_lb._ai_max_application_rate_on_Long_Island)_70506-484_PRIMARY_LABEL_593557.pdf
70506-495,"DISARM C FUNGICIDE [NO SALE, USE, OR DISTRIBUTION, IN NASSAU & SUFFOLK COUNTIES, NY, NO APPLICATION WITHIN 100' OF COASTAL MARSH]",70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,"DISARM_C_FUNGICIDE_[NO_SALE,_USE,_OR_DISTRIBUTION,_IN_NASSAU_and_SUFFOLK_COUNTIES,_NY,_NO_APPLICATION_WITHIN_100'_OF_COASTAL_MARSH]_70506-495_PRIMARY_LABEL_585621.pdf"
70506-496,RIO,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,GROWTH REGULATOR,TRUE,RIO_70506-496_PRIMARY_LABEL_573817.pdf
70506-500,TRIZENTA 3EC HERBICIDE (MAX USE RATE 10.67 FL OZ (0.25lb ai)PER ACRE PER YEAR ON LI),70506,REGISTERED,1277363,CLOSED,ROUTINE,2024-04-01,MATTHEW J GOGIS,HERBICIDE,TRUE,TRIZENTA_3EC_HERBICIDE_(MAX_USE_RATE_10.67_FL_OZ_(0.25lb_ai)PER_ACRE_PER_YEAR_ON_LI)_70506-500_PRIMARY_LABEL_593559.pdf
70506-500,SHADOW 3EC HERBICIDE (MAX USE RATE 10.67 FL OZ (0.25 lb ai)PER ACRE PER YEAR ON LI),70506,REGISTERED,1277363,CLOSED,ROUTINE,2024-04-01,MATTHEW J GOGIS,HERBICIDE,TRUE,SHADOW_3EC_HERBICIDE_(MAX_USE_RATE_10.67_FL_OZ_(0.25_lb_ai)PER_ACRE_PER_YEAR_ON_LI)_70506-500_PRIMARY_LABEL_593560.pdf
70506-514,VITAVAX -34,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,VITAVAX_-34_70506-514_PRIMARY_LABEL_587059.pdf
70506-516,VITAVAX-200 FLOWABLE FUNGICIDE,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,VITAVAX-200_FLOWABLE_FUNGICIDE_70506-516_PRIMARY_LABEL_589160.pdf
70506-519,CASORON 4G,70506,REGISTERED,1289052,CLOSED,ROUTINE,2024-10-22,MATTHEW J GOGIS,HERBICIDE,TRUE,CASORON_4G_70506-519_PRIMARY_LABEL_557924.pdf
70506-525,"DIMILIN 2L [NO USE ON PEARS, STONE FRUIT, TREE NUTS, or other NYS prohibited use sites]",70506,REGISTERED,1304890,CLOSED,ROUTINE,2025-08-08,JYOTHI MURUNDI,GROWTH REGULATOR,TRUE,"DIMILIN_2L_[NO_USE_ON_PEARS,_STONE_FRUIT,_TREE_NUTS,_or_other_NYS_prohibited_use_sites]_70506-525_PRIMARY_LABEL_601398.pdf"
70506-525,MICROMITE 2L (LIMITED USES IN NYS),70506,REGISTERED,1304859,CLOSED,ROUTINE,2025-08-11,JYOTHI MURUNDI,GROWTH REGULATOR,TRUE,MICROMITE_2L_(LIMITED_USES_IN_NYS)_70506-525_PRIMARY_LABEL_601396.pdf
70506-526,DIMILIN 25W,70506,REGISTERED,1304283,CLOSED,ROUTINE,2025-07-28,SHAUN PETERSON,GROWTH REGULATOR,TRUE,DIMILIN_25W_70506-526_PRIMARY_LABEL_601198.pdf
70506-531,adept,70506,REGISTERED,1302645,CLOSED,ROUTINE,2025-06-27,KATHERINE HETTER,GROWTH REGULATOR,TRUE,adept_70506-531_PRIMARY_LABEL_601145.pdf
70506-535,MICROMITE 80WGS,70506,REGISTERED,1305150,CLOSED,ROUTINE,2025-08-11,JYOTHI MURUNDI,INSECTICIDE,TRUE,MICROMITE_80WGS_70506-535_PRIMARY_LABEL_601394.pdf
70506-536,ACRAMITE-50WS,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,MITICIDE,TRUE,ACRAMITE-50WS_70506-536_PRIMARY_LABEL_583964.pdf
70506-538,FLORAMITE SC/LS,70506,REGISTERED,1295955,CLOSED,ROUTINE,2025-03-10,KATHERINE HETTER,MITICIDE,TRUE,FLORAMITE_SC_LS_70506-538_PRIMARY_LABEL_598946.pdf
70506-539,vigilant 4SC,70506,REGISTERED,1285510,CLOSED,ROUTINE,2024-08-28,MATTHEW J GOGIS,MITICIDE,TRUE,vigilant_4SC_70506-539_PRIMARY_LABEL_595779.pdf
70506-548,ENHANCE SEED PROTECTANT,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,ENHANCE_SEED_PROTECTANT_70506-548_PRIMARY_LABEL_584456.pdf
70506-549,BEAN GUARD,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,BEAN_GUARD_70506-549_PRIMARY_LABEL_585178.pdf
70506-552,BEAN GUARD/ALLEGIANCE,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,BEAN_GUARD_ALLEGIANCE_70506-552_PRIMARY_LABEL_585240.pdf
70506-553,VITAFLO-280,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,VITAFLO-280_70506-553_PRIMARY_LABEL_581040.pdf
70506-564,OMITE-6E,70506,REGISTERED,1304475,CLOSED,ROUTINE,2025-08-01,MATTHEW J GOGIS,"INSECTICIDE, MITICIDE",TRUE,OMITE-6E_70506-564_PRIMARY_LABEL_601938.pdf
70506-566,COMITE,70506,REGISTERED,1301547,CLOSED,ROUTINE,2025-06-06,MATTHEW J GOGIS,MITICIDE,TRUE,COMITE_70506-566_PRIMARY_LABEL_600222.pdf
70506-569,TERRAZOLE 35% WP,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,TERRAZOLE_35%_WP_70506-569_PRIMARY_LABEL_586206.pdf
70506-57,BIFENTURE EC AGRICULTURAL INSECTICIDE (NYS SPECIFIC LANGUAGE) (NO USE ON GOLF COURSES OR SOD FARMS ON LI),70506,REGISTERED,1306447,CLOSED,ROUTINE,2025-09-04,KATHERINE HETTER,INSECTICIDE,TRUE,BIFENTURE_EC_AGRICULTURAL_INSECTICIDE_(NYS_SPECIFIC_LANGUAGE)_(NO_USE_ON_GOLF_COURSES_OR_SOD_FARMS_ON_LI)_70506-57_PRIMARY_LABEL_602705.pdf
70506-570,TERRAZOLE 25% EMULSIFIABLE,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,TERRAZOLE_25%_EMULSIFIABLE_70506-570_PRIMARY_LABEL_588070.pdf
70506-572,OMITE-30WS,70506,REGISTERED,1304477,CLOSED,ROUTINE,2025-08-01,JYOTHI MURUNDI,MITICIDE,TRUE,OMITE-30WS_70506-572_PRIMARY_LABEL_601223.pdf
70506-575,THIRAM 480 DP,70506,REGISTERED,1292870,CLOSED,ROUTINE,2025-01-13,KATHERINE HETTER,FUNGICIDE,TRUE,THIRAM_480_DP_70506-575_PRIMARY_LABEL_597445.pdf
70506-582,PROCURE 480SC,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,PROCURE_480SC_70506-582_PRIMARY_LABEL_581039.pdf
70506-583,TERRAGUARD SC [SOIL DRENCH ON LONG ISLAND LIMITED TO CONTAINER GROWN ORNAMENTALS],70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,TERRAGUARD_SC_[SOIL_DRENCH_ON_LONG_ISLAND_LIMITED_TO_CONTAINER_GROWN_ORNAMENTALS]_70506-583_PRIMARY_LABEL_588740.pdf
70506-584,TERRAGUARD SC/LS,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,TERRAGUARD_SC_LS_70506-584_PRIMARY_LABEL_589136.pdf
70506-585,RANCONA 3.8 FS,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,RANCONA_3.8_FS_70506-585_PRIMARY_LABEL_588177.pdf
70506-592,RANCONA SUMMIT,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,RANCONA_SUMMIT_70506-592_PRIMARY_LABEL_588178.pdf
70506-595,RANCONA CREST,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE",TRUE,RANCONA_CREST_70506-595_PRIMARY_LABEL_589159.pdf
70506-596,TERRAZOLE L/CA,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,TERRAZOLE_L_CA_70506-596_PRIMARY_LABEL_589161.pdf
70506-597,ATTENDANT 480 FS,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,INSECTICIDE,TRUE,ATTENDANT_480_FS_70506-597_PRIMARY_LABEL_584270.pdf
70506-598,BELMONT 2.7 FS,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,BELMONT_2.7_FS_70506-598_PRIMARY_LABEL_581438.pdf
70506-6,TENGARD SFR ONE-SHOT TERMITICIDE/INSECTICIDE,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,"INSECTICIDE, TERMITICIDE",TRUE,TENGARD_SFR_ONE-SHOT_TERMITICIDE_INSECTICIDE_70506-6_PRIMARY_LABEL_577461.pdf
70506-601,RANCONA CTS SEED PROTECTANT,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,RANCONA_CTS_SEED_PROTECTANT_70506-601_PRIMARY_LABEL_585181.pdf
70506-602,RANCONA V RTU FS,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,RANCONA_V_RTU_FS_70506-602_PRIMARY_LABEL_588203.pdf
70506-603,RANCONA V 100 PRO FS,70506,REGISTERED,1310414,CLOSED,ROUTINE,2025-11-03,SHAUN PETERSON,FUNGICIDE,TRUE,RANCONA_V_100_PRO_FS_70506-603_PRIMARY_LABEL_602963.pdf
70506-606,ATTENDANT 600 FS,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,INSECTICIDE,TRUE,ATTENDANT_600_FS_70506-606_PRIMARY_LABEL_585179.pdf
70506-607,"SHENZI 400SC (NO AERIAL)(100' BUFFER TO ANY WATERBODY)(NOT FOR SALE, SALE INTO, DISTRIBUTION AND/OR USE IN NASSAU, SUFFOLK, KINGS AND QUEENS COUNTIES OF NYS)",70506,REGISTERED,1302132,CLOSED,ROUTINE,2025-06-20,MATTHEW J GOGIS,INSECTICIDE,TRUE,"SHENZI_400SC_(NO_AERIAL)(100'_BUFFER_TO_ANY_WATERBODY)(NOT_FOR_SALE,_SALE_INTO,_DISTRIBUTION_AND_OR_USE_IN_NASSAU,_SUFFOLK,_KINGS_AND_QUEENS_COUNTIES_OF_NYS)_70506-607_PRIMARY_LABEL_600530.pdf"
70506-608,VACCIPLANT,70506,REGISTERED,1306888,CLOSED,ROUTINE,2025-09-10,KATHERINE HETTER,FUNGICIDE,TRUE,VACCIPLANT_70506-608_PRIMARY_LABEL_602042.pdf
70506-609,"SHENZI 700 WG INSECTICIDE (NO SALE, USE, DISTRIBUTION IN NASSAU, SUFFOLK, KINGS, & QUEENS COUNTIES) (NO APP WITHIN 100 FT OF WATER BODY) (NO AERIAL APPLICATION)",70506,REGISTERED,1301357,CLOSED,ROUTINE,2025-06-04,KATHERINE HETTER,INSECTICIDE,TRUE,"SHENZI_700_WG_INSECTICIDE_(NO_SALE,_USE,_DISTRIBUTION_IN_NASSAU,_SUFFOLK,_KINGS,_and_QUEENS_COUNTIES)_(NO_APP_WITHIN_100_FT_OF_WATER_BODY)_(NO_AERIAL_APPLICATION)_70506-609_PRIMARY_LABEL_600874.pdf"
70506-610,Biomite,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,MITICIDE,TRUE,Biomite_70506-610_PRIMARY_LABEL_585242.pdf
70506-611,SYLLIT FL FUNGICIDE,70506,REGISTERED,1302644,CLOSED,ROUTINE,2025-06-27,MATTHEW J GOGIS,FUNGICIDE,TRUE,SYLLIT_FL_FUNGICIDE_70506-611_PRIMARY_LABEL_569852.pdf
70506-611,ELAST 400 FLOWABLE Fungicide,70506,REGISTERED,1302621,CLOSED,ROUTINE,2025-06-26,MATTHEW J GOGIS,FUNGICIDE,TRUE,ELAST_400_FLOWABLE_Fungicide_70506-611_PRIMARY_LABEL_600532.pdf
70506-612,PROPLANT TURF AND ORNAMENTAL FUNGICIDE,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,PROPLANT_TURF_AND_ORNAMENTAL_FUNGICIDE_70506-612_PRIMARY_LABEL_563507.pdf
70506-613,PROMESS FUNGICIDE,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,PROMESS_FUNGICIDE_70506-613_PRIMARY_LABEL_547907.pdf
70506-622,AXIOS C,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,AXIOS_C_70506-622_PRIMARY_LABEL_589240.pdf
70506-623,AUDIT 9:1 HERBICIDE (NO AERIAL APPLICATION IN NYS),70506,REGISTERED,1272111,CLOSED,ROUTINE,2023-12-08,JYOTHI MURUNDI,HERBICIDE,TRUE,AUDIT_9:1_HERBICIDE_(NO_AERIAL_APPLICATION_IN_NYS)_70506-623_PRIMARY_LABEL_591316.pdf
70506-628,STARTUP MEFEN fungicide,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,TRUE,STARTUP_MEFEN_fungicide_70506-628_PRIMARY_LABEL_590337.pdf
70506-634,STartUP TEBUZ Complete CER Red,70506,REGISTERED,1307648,CLOSED,ROUTINE,2025-09-22,MATTHEW J GOGIS,"FUNGICIDE, INSECTICIDE",TRUE,STartUP_TEBUZ_Complete_CER_Red_70506-634_PRIMARY_LABEL_603004.pdf
70506-643,BOXADON 360 SC,70506,REGISTERED,1298861,CLOSED,ROUTINE,2025-04-21,KATHERINE A GRAHAM,INSECTICIDE,TRUE,BOXADON_360_SC_70506-643_PRIMARY_LABEL_600185.pdf
70506-68,METricor 4F,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,HERBICIDE,TRUE,METricor_4F_70506-68_PRIMARY_LABEL_584177.pdf
70506-68,TRICOR 4F HERBICIDE (unrestricted 3/26/18),70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,HERBICIDE,TRUE,TRICOR_4F_HERBICIDE_(unrestricted_3_26_18)_70506-68_PRIMARY_LABEL_588957.pdf
70506-69,QUICK PHLO-R GRANULES,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,INSECTICIDE,TRUE,QUICK_PHLO-R_GRANULES_70506-69_PRIMARY_LABEL_588192.pdf
