original_target_name,original_crop,original_target_type,new_target_name,new_target_type,deployed,main_target_list,,,,,,
Cucumber beetle,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Cucumber beetle (adult),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Cucumber beetle Adult,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Cupgrass, prairie",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Cupgrass, southwestern",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Curvularia spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Cut Worms,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Cutworm species,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Cutworm spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Cutworms,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Cylindrocladium,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Cylindrocladium Black Rot,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Cyst Nematode (Heterodera spp.),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Cyst nematodes (Heterodera and Globodera species),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Dagger nematodes (Xiphinema species),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Damping off,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Damping off, seedling blights, and root or crown diseases",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Damping off/root or crown diseases,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Damping-off (Pythium spp.),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Damping-off caused by Phomopsis spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Damping-off caused by seed-borne and soil-borne fungi,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Damping-off fungus,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Damping-off fungus (Phytophthora spp.),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Damping-off fungus (Pythium spp.),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Damping-off fungus (Rhizoctonia spp.),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Dayflower,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Decay caused by seed-borne and soil-borne fungi,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Decay, damping-off, and seedling blight caused by seed-borne and soil-borne fungi.",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Dectes stem borer,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Dectes stem borer (adult),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Devilsclaw,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Diamondback Moth,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Diamondback Moths,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Diaporthe-Phomopsis disease complex (Phomopsis spp. & Diaporthe spp.),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Diaprepes root weevil,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Didymella,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Didymella bryoniae,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Downy Mildew,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Downy mildew (Phytophthora nicotianae),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Dried Fruit Beetles,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Ear Worms,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Early Blight,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Eclipta,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Erwinia,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Erysiphe (powdery mildew),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Erysiphe polygoni,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
European Corn Borer,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
European Cornborer,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
European corn borer (eggs & larvae),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
European red,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
European red (use maximum rate),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
European red mite,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Fagot Worms,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Fairy Ring,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Fall Armyworms,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Fall armyworm,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
False Chinch Bug,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
False Cinch Bug,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
False Wireworm,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
False root knot nematodes (Naccobus species),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Fire ant,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Fireblight,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Flea Beetle species,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Flea Hopper,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Flea beetle,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Flea beetle larvae,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Flea beetle spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Flea beetles,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Fleahopper,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Fleahopper species,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Flies,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Florida pusley,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Fly speck,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Foxtail,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Foxtail (Giant),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Foxtail (Giant, Green, Robust)",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Foxtail (Green),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Foxtail (Robust),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Foxtail, bristly",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Foxtail, giant",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Foxtail, green",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Foxtail, millet",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Foxtail, yellow",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Frog-eyed Leaf Spot,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Frogeye leaf spot,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Fruit Flies,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Fungi/oomycetes,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Fungus gnats,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Fusarium,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Fusarium Root Rot,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Fusarium Wilt,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Fusarium root rot caused by Fusarium spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Fusarium seedling blight,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Fusarium seedling blight (Fusarium spp.),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Fusarium spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Galinsoga,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Galinsoga spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Galinsoga, hairy",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Galinsoga, smallflower",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Gall nematode (Anguina spp.),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Garden Symphylan,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Garden Symphylans,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Garlic and Onion White Rot,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Gibberella fujikuroi,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Globodera spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Gnats,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Goss Wilt,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Grape Berry Moths,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Grape colaspis,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Grape phylloxera,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Grasses,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Grasshopper,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Grasshopper species,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Grasshopper spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Grasshoppers,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Grasshoppers (egg, nymph)",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Gray Leaf Spot,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Gray Mold,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Gray Mold (Botrytis cinerea),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Gray mold (Botrytis cineraria),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Gray mold (Botrytis),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Greasy Spot,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Green Cloverworm,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Grey mold,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Ground Beetles,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Groundsel, common",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Grubs,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Guava nematode (Meloidogyne spp.),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Gummy Stem Blight,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Gypsy Moths,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Halo blight,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Helicotylenchus spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Hessian Fly,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Heterodera spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Hoplolaimus spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Hornworm spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Hornworms,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Imported Cabbageworm,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Imported Fire Ant,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Imported fire ants,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Indianmeal Moths,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Insects,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Insects and mites,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Japanese (Adult),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Japanese Beetle Adult,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Japanese Beetles,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Japanese beetle,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Japanese beetle (adult),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Jimsonweed,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
June Beetle spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
June beetle (adult),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Kudzu Bug,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Ladysthumb,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Lambsquarters,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Lambsquarters, common",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Lance nematode (Hoplolaimus spp.),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Lance nematodes (Hoplolaimus species),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Large & Smooth Crabgrass,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Late Blight,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Leaf Perforators,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Leaf Skeletonizer species,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Leaf Skeletonizer spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Leaf spot,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Leaffooted Bug,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Leafhopper,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Leafhopper species,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Leafhopper spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Leafhoppers,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Leafminer species,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Leafminer spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Leafminer spp.(adult),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Leafminers,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Leafminers (Liriomyza spp.),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Leafminers (larvae),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Leafminers Adults,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Leafrollers,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Leaftier species,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Lepidoptera caterpillars and larvae,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Lepidoptera larvae,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Lepidopterous larvae,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Leptosphaeria lindquistii,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Lesion nematodes (Pratylenchus species),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Lesser Cornstalk Borer,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Lewis Mite,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Light Brown Apple Moth,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Liriomyza Leafminer,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Liriomyza leafminers,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Longidorus spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Looper species,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Looper spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Loopers,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Lygus Bug,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Lygus Bug spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Lygus Spp,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Lygus species,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Lygus spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Macrophomina,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Macrophomina phaseolina,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Maggots,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Magnaporthe oryzae,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Marshelder,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Mayweed/Dogfennel,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
McDaniel,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Meadow Spittlebug,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Mealy Bugs,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Mealybugs,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Mediterranean Flour Moths,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Melanose,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Meloidogyne spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Melon thrips (larvae),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Melonworm,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Mexican Bean Sap Bugs,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Mexican Beetles,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Mexican bean beetle,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Mexican bean beetles,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Microsphaera (powdery mildew),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Mildew,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Mite,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Mite leaf spot,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Mites,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Mites (Atlantic, Pacific, Red spider, Strawberry, Two-spotted)",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Mites (all life stages except adult),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Monilinea fruit and blossom rot,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Monilinia,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Mormon crickets,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Morningglory,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Morningglory, Entireleaf",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Morningglory, Ivyleaf",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Morningglory, Pitted",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Morningglory, Red",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Morningglory, Tall",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Morningglory, cypressvine",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Morningglory, red/scarlet",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Morningglory, smallflower",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Moth,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Moths,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Mummy Berry,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Mustard (wild),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Mustard, wild",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Mycosphaerella,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Mycosphaerella blight,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Mycosphaerella blight (Mycosphaerella spp.),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Mycosphaerella spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Native Fire Ant,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Needle nematodes (Longidorus species),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Nematode,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Nematodes,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Nightshade (Eastern black),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Nightshade, Black",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Nightshade, eastern black",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Nightshade, hairy",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Nutsedge, yellow",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Old World Bollworm,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Onion Maggots,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Onion Pink Root Rot,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Onion Thrips,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Orange Tortrix,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Other Lepidopterous Larvae,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Other pests such as borers,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pacific Spider Mites,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pacific mite,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pacific spider,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pacific spider mite,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Painted Lady (Thistle) Caterpillar,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Painted Lady Butterfly (larva),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Painted Lady Caterpillar,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Panicum,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Panicum (Common & Fall),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Panicum (Common),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Panicum (Fall),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Panicum, fall",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Papaya Ringspot Virus,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Paratylenchus spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pavement Ant,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pea Weevils (all life stages except adult),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pea seed weevil,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pea weevil,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pecan leaf scorch,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Penicillium,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Penicillium spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pepper Mottle Virus,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pepper Weevils,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Perennial Broadleaf Weeds,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Perennial Grasses and Sedge,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Persea,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Phakopsora pachyrhizi,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Phoma exigua,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Phomopsis,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Phomopsis blight,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Phomopsis spp,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Phomopsis spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Phyllachora spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Phylloxera,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Phytophthora,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Phytophthora Blight,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Phytophthora root rot,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Phytophthora spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pickle Worms,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pickleworm,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pigweed (redroot),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Pigweed, prostrate",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Pigweed, redroot",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Pigweed, smooth",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Pigweed, tumble",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pin nematodes (Paratylenchus species),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pine Beetles,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Plant Bug,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Plant Bug Stink Bugs,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Plant Bug species,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Plant Bug spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Plant Bugs,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Plant Bugs (egg, nymph)",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Plant Parasitic Mites,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Plant bugs (Lygus spp.),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Plantbugs,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Planthoppers,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pod Tip Rot,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pod and Stem Blight,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pod rot,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Podworms,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Poinsettia, wild",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Potato Flea Beetles,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Potato Leafhopper,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Potato Leafroll Virus,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Potato Psyllid,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Potato Virus Y,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Potato cyst nematode (Globodera spp.),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Powdery Mildew,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Powdery mildew (Erysiphe polygoni),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Powdery mildew (Erysiphe spp.),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pratylenchus spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Prickly Sida,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pseudomonas spp.,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Psylla,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Psyllids,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Psyllids (egg, all 5 instar stages)",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Purslane (common),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Purslane, common",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
"Pusley, Florida",Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pythium,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pythium (Aerial Blight Phase),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pythium Damping Off and Root Rots,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pythium and Rhizoctonia,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pythium aphanidermatum (Pythium/Cottony leak),Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
Pythium cottony leak,Snap Beans,Other,,,TRUE,FALSE,Other,,,,,
