Product No.,ProductName,Company No.,Registration Status,Appl No.,Appl Status,Auth Type,Received Date,Reviewer,PRODUCT TYPE,is_PDF_downloaded,pdf_filename,txt_file_len,each_page_len,text_contains_product_name,text_contains_children,text_contains_epa_no,each_page_has_text,OCR_text_contains_product_name,OCR_text_contains_children,OCR_text_contains_epa_no,OCR_needed,runOCR_reason,Post_OCR_char_per_page,OCR_v_Original,final_determination,agricultural_use_requirements_and_restricted_entry_interval,inference_successful
70506-500,SHADOW 3EC HERBICIDE (MAX USE RATE 10.67 FL OZ (0.25 lb ai)PER ACRE PER YEAR ON LI),70506,REGISTERED,1277363,CLOSED,ROUTINE,2024-04-01,MATTHEW J GOGIS,HERBICIDE,True,SHADOW_3EC_HERBICIDE_(MAX_USE_RATE_10.67_FL_OZ_(0.25_lb_ai)PER_ACRE_PER_YEAR_ON_LI)_70506-500_PRIMARY_LABEL_593560.pdf,189171.0,"[1514, 2291, 2461, 3454, 4913, 3386, 2813, 2453, 3568, 2604, 3156, 1413, 1735, 1433, 2324, 838, 1056, 1300, 1138, 2074, 1849, 1980, 716, 1532, 973, 1433, 1540, 1847, 1126, 988, 789, 931, 976, 1769, 1603, 1920, 2009, 972, 1682, 1161, 1234, 1213, 1025, 1763, 1379, 1121, 1387, 998, 939, 1319, 1202, 1677, 1866, 1619, 1255, 1452, 3045, 1944, 1811, 3102, 3037, 2493, 1452, 1966, 2335, 2426, 2017, 1471, 1658, 1637, 2157, 1183, 1672, 1219, 1535, 1183, 1217, 1345, 1296, 1225, 1249, 1044, 1524, 813, 1056, 2977, 1115, 1654, 1501, 1244, 1478, 556, 3056, 2078, 1099, 1655, 1597, 879, 1258, 1316, 1855, 1808, 1830, 3144, 2075, 2582, 10, 10, 7113]",False,True,True,True,False,True,True,Page_specific_OCR,"2 out of 109 pages need OCR because they are less than 300 characters (pages: [107, 108])","[1514, 2291, 2461, 3454, 4913, 3386, 2813, 2453, 3568, 2604, 3156, 1413, 1735, 1433, 2324, 838, 1056, 1300, 1138, 2074, 1849, 1980, 716, 1532, 973, 1433, 1540, 1847, 1126, 988, 789, 931, 976, 1769, 1603, 1920, 2009, 972, 1682, 1161, 1234, 1213, 1025, 1763, 1379, 1121, 1387, 998, 939, 1319, 1202, 1677, 1866, 1619, 1255, 1452, 3045, 1944, 1811, 3102, 3037, 2493, 1452, 1966, 2335, 2426, 2017, 1471, 1658, 1637, 2157, 1183, 1672, 1219, 1535, 1183, 1217, 1345, 1296, 1225, 1249, 1044, 1524, 813, 1056, 2977, 1115, 1654, 1501, 1244, 1478, 556, 3056, 2078, 1099, 1655, 1597, 879, 1258, 1316, 1855, 1808, 1830, 3144, 2075, 2582, 11, 11, 7113]",Original,Original,both,
70506-514,VITAVAX -34,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,True,VITAVAX_-34_70506-514_PRIMARY_LABEL_587059.pdf,22463.0,"[1982, 6508, 3396, 6143, 4434]",True,True,True,True,,,,False,,,,,both,
70506-516,VITAVAX-200 FLOWABLE FUNGICIDE,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,True,VITAVAX-200_FLOWABLE_FUNGICIDE_70506-516_PRIMARY_LABEL_589160.pdf,26419.0,"[1639, 7243, 6302, 4625, 6610]",True,True,True,True,,,,False,,,,,both,
70506-519,CASORON 4G,70506,REGISTERED,1289052,CLOSED,ROUTINE,2024-10-22,MATTHEW J GOGIS,HERBICIDE,True,CASORON_4G_70506-519_PRIMARY_LABEL_557924.pdf,23064.0,"[767, 2647, 4123, 3634, 3159, 2870, 5864]",True,True,False,True,,,,False,,,,,both,
70506-525,"DIMILIN 2L [NO USE ON PEARS, STONE FRUIT, TREE NUTS, or other NYS prohibited use sites]",70506,REGISTERED,1304890,CLOSED,ROUTINE,2025-08-08,JYOTHI MURUNDI,GROWTH REGULATOR,True,"DIMILIN_2L_[NO_USE_ON_PEARS,_STONE_FRUIT,_TREE_NUTS,_or_other_NYS_prohibited_use_sites]_70506-525_PRIMARY_LABEL_601398.pdf",106209.0,"[3202, 2059, 2648, 3171, 2540, 2150, 2674, 3380, 3716, 2872, 2041, 1923, 1547, 2390, 2607, 2376, 2625, 2392, 1485, 2267, 1721, 2524, 3201, 1686, 2482, 2389, 1126, 2185, 2064, 2510, 1778, 2105, 1982, 1829, 2491, 2460, 861, 2790, 1794, 2381, 1693, 1544, 929, 2340, 2382, 9, 9, 9, 4870]",True,True,True,True,True,True,True,Page_specific_OCR,"3 out of 49 pages need OCR because they are less than 300 characters (pages: [46, 47, 48])","[3202, 2059, 2648, 3171, 2540, 2150, 2674, 3380, 3716, 2872, 2041, 1923, 1547, 2390, 2607, 2376, 2625, 2392, 1485, 2267, 1721, 2524, 3201, 1686, 2482, 2389, 1126, 2185, 2064, 2510, 1778, 2105, 1982, 1829, 2491, 2460, 861, 2790, 1794, 2381, 1693, 1544, 929, 2340, 2382, 10, 10, 10, 4870]",Original,Original,both,
70506-525,MICROMITE 2L (LIMITED USES IN NYS),70506,REGISTERED,1304859,CLOSED,ROUTINE,2025-08-11,JYOTHI MURUNDI,GROWTH REGULATOR,True,MICROMITE_2L_(LIMITED_USES_IN_NYS)_70506-525_PRIMARY_LABEL_601396.pdf,106199.0,"[2736, 2059, 2648, 3182, 2540, 2150, 2678, 3393, 3718, 2875, 2049, 1939, 1557, 2407, 2634, 2402, 2649, 2410, 1487, 2279, 1733, 2537, 3216, 1692, 2482, 2402, 1137, 2194, 2071, 2526, 1781, 2124, 1991, 1843, 2504, 2489, 862, 2806, 1802, 2403, 1701, 1553, 937, 2340, 2384, 9, 9, 9, 4870]",True,True,True,True,True,True,True,Page_specific_OCR,"3 out of 49 pages need OCR because they are less than 300 characters (pages: [46, 47, 48])","[2736, 2059, 2648, 3182, 2540, 2150, 2678, 3393, 3718, 2875, 2049, 1939, 1557, 2407, 2634, 2402, 2649, 2410, 1487, 2279, 1733, 2537, 3216, 1692, 2482, 2402, 1137, 2194, 2071, 2526, 1781, 2124, 1991, 1843, 2504, 2489, 862, 2806, 1802, 2403, 1701, 1553, 937, 2340, 2384, 10, 10, 10, 4870]",Original,Original,both,
70506-526,DIMILIN 25W,70506,REGISTERED,1304283,CLOSED,ROUTINE,2025-07-28,SHAUN PETERSON,GROWTH REGULATOR,True,DIMILIN_25W_70506-526_PRIMARY_LABEL_601198.pdf,55770.0,"[2003, 7436, 7925, 4429, 7258, 9536, 8843, 4070, 4270]",True,True,True,True,,,,False,,,,,both,
70506-531,adept,70506,REGISTERED,1302645,CLOSED,ROUTINE,2025-06-27,KATHERINE HETTER,GROWTH REGULATOR,True,adept_70506-531_PRIMARY_LABEL_601145.pdf,37606.0,"[1613, 5848, 6788, 7853, 6540, 5173, 8, 8, 3775]",True,True,True,True,True,True,True,Page_specific_OCR,"2 out of 9 pages need OCR because they are less than 300 characters (pages: [7, 8])","[1613, 5848, 6788, 7853, 6540, 5173, 6, 6, 3775]",Original,Original,ag,
70506-535,MICROMITE 80WGS,70506,REGISTERED,1305150,CLOSED,ROUTINE,2025-08-11,JYOTHI MURUNDI,INSECTICIDE,True,MICROMITE_80WGS_70506-535_PRIMARY_LABEL_601394.pdf,35640.0,"[2026, 4084, 3982, 4988, 3918, 3287, 3545, 4194, 5616]",True,True,True,True,,,,False,,,,,both,
70506-536,ACRAMITE-50WS,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,MITICIDE,True,ACRAMITE-50WS_70506-536_PRIMARY_LABEL_583964.pdf,41037.0,"[2363, 9176, 8027, 2238, 5805, 4635, 5056, 8, 3729]",True,True,True,True,True,True,True,Page_specific_OCR,1 out of 9 pages need OCR because they are less than 300 characters (pages: [8]),"[2363, 9176, 8027, 2238, 5805, 4635, 5056, 6, 3729]",Original,Original,both,
70506-538,FLORAMITE SC/LS,70506,REGISTERED,1295955,CLOSED,ROUTINE,2025-03-10,KATHERINE HETTER,MITICIDE,True,FLORAMITE_SC_LS_70506-538_PRIMARY_LABEL_598946.pdf,22926.0,"[1943, 2146, 3038, 2394, 2525, 2474, 2631, 899, 4876]",True,True,True,True,,,,False,,,,,ag,
70506-539,vigilant 4SC,70506,REGISTERED,1285510,CLOSED,ROUTINE,2024-08-28,MATTHEW J GOGIS,MITICIDE,True,vigilant_4SC_70506-539_PRIMARY_LABEL_595779.pdf,38726.0,"[1586, 6659, 6422, 1885, 4373, 6049, 2944, 3809, 4999]",True,True,True,True,,,,False,,,,,both,
70506-548,ENHANCE SEED PROTECTANT,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,True,ENHANCE_SEED_PROTECTANT_70506-548_PRIMARY_LABEL_584456.pdf,14431.0,"[4025, 7115, 3291]",True,True,True,True,,,,False,,,,,ag,
70506-549,BEAN GUARD,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,True,BEAN_GUARD_70506-549_PRIMARY_LABEL_585178.pdf,18433.0,"[3604, 5555, 3840, 8, 5426]",True,True,True,True,True,True,True,Page_specific_OCR,1 out of 5 pages need OCR because they are less than 300 characters (pages: [4]),"[3604, 5555, 3840, 6, 5426]",Original,Original,ag,
70506-552,BEAN GUARD/ALLEGIANCE,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,True,BEAN_GUARD_ALLEGIANCE_70506-552_PRIMARY_LABEL_585240.pdf,18148.0,"[2657, 3885, 5287, 1308, 5011]",True,True,True,True,,,,False,,,,,ag,
70506-553,VITAFLO-280,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,True,VITAFLO-280_70506-553_PRIMARY_LABEL_581040.pdf,29413.0,"[1831, 7362, 4199, 4243, 4758, 7020]",True,True,True,True,,,,False,,,,,both,
70506-564,OMITE-6E,70506,REGISTERED,1304475,CLOSED,ROUTINE,2025-08-01,MATTHEW J GOGIS,"INSECTICIDE, MITICIDE",True,OMITE-6E_70506-564_PRIMARY_LABEL_601938.pdf,40758.0,"[3345, 7012, 7192, 4447, 3198, 3099, 5885, 8, 6572]",True,True,True,True,True,True,True,Page_specific_OCR,1 out of 9 pages need OCR because they are less than 300 characters (pages: [8]),"[3345, 7012, 7192, 4447, 3198, 3099, 5885, 6, 6572]",Original,Original,both,
70506-566,COMITE,70506,REGISTERED,1301547,CLOSED,ROUTINE,2025-06-06,MATTHEW J GOGIS,MITICIDE,True,COMITE_70506-566_PRIMARY_LABEL_600222.pdf,43336.0,"[3330, 6984, 5482, 4028, 3434, 3941, 2790, 6400, 6947]",True,True,True,True,,,,False,,,,,both,
70506-569,TERRAZOLE 35% WP,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,True,TERRAZOLE_35%_WP_70506-569_PRIMARY_LABEL_586206.pdf,25741.0,"[1399, 2783, 2679, 3134, 2172, 2030, 3821, 3204, 4519]",True,True,True,True,,,,False,,,,,both,
70506-57,BIFENTURE EC AGRICULTURAL INSECTICIDE (NYS SPECIFIC LANGUAGE) (NO USE ON GOLF COURSES OR SOD FARMS ON LI),70506,REGISTERED,1306447,CLOSED,ROUTINE,2025-09-04,KATHERINE HETTER,INSECTICIDE,True,BIFENTURE_EC_AGRICULTURAL_INSECTICIDE_(NYS_SPECIFIC_LANGUAGE)_(NO_USE_ON_GOLF_COURSES_OR_SOD_FARMS_ON_LI)_70506-57_PRIMARY_LABEL_602705.pdf,108251.0,"[3497, 1400, 1738, 2014, 1921, 2371, 2322, 2767, 1730, 1821, 1722, 2499, 2281, 1189, 797, 1116, 1150, 298, 1083, 1067, 837, 1185, 876, 1052, 878, 1260, 830, 1065, 866, 1615, 1357, 1213, 575, 993, 1240, 1523, 1519, 1374, 1584, 1501, 1095, 1683, 1480, 1297, 648, 1146, 1207, 901, 1001, 1078, 407, 909, 1354, 845, 980, 774, 796, 902, 911, 439, 913, 973, 1093, 1037, 463, 1396, 1292, 1315, 1448, 2066, 2128, 1510, 2439, 3542, 2012, 1292, 5353]",True,True,True,True,True,True,True,Page_specific_OCR,1 out of 77 pages need OCR because they are less than 300 characters (pages: [18]),"[3497, 1400, 1738, 2014, 1921, 2371, 2322, 2767, 1730, 1821, 1722, 2499, 2281, 1189, 797, 1116, 1150, 301, 1083, 1067, 837, 1185, 876, 1052, 878, 1260, 830, 1065, 866, 1615, 1357, 1213, 575, 993, 1240, 1523, 1519, 1374, 1584, 1501, 1095, 1683, 1480, 1297, 648, 1146, 1207, 901, 1001, 1078, 407, 909, 1354, 845, 980, 774, 796, 902, 911, 439, 913, 973, 1093, 1037, 463, 1396, 1292, 1315, 1448, 2066, 2128, 1510, 2439, 3542, 2012, 1292, 5353]",Original,Original,both,
70506-570,TERRAZOLE 25% EMULSIFIABLE,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,True,TERRAZOLE_25%_EMULSIFIABLE_70506-570_PRIMARY_LABEL_588070.pdf,21314.0,"[3254, 7238, 4277, 6545]",True,True,True,True,,,,False,,,,,both,
70506-572,OMITE-30WS,70506,REGISTERED,1304477,CLOSED,ROUTINE,2025-08-01,JYOTHI MURUNDI,MITICIDE,True,OMITE-30WS_70506-572_PRIMARY_LABEL_601223.pdf,35561.0,"[2815, 6713, 6296, 4361, 3001, 2265, 2446, 2691, 4973]",True,True,True,True,,,,False,,,,,both,
70506-575,THIRAM 480 DP,70506,REGISTERED,1292870,CLOSED,ROUTINE,2025-01-13,KATHERINE HETTER,FUNGICIDE,True,THIRAM_480_DP_70506-575_PRIMARY_LABEL_597445.pdf,29159.0,"[1600, 4276, 5022, 3553, 1738, 5514, 8, 8, 7440]",True,True,True,True,True,True,True,Page_specific_OCR,"2 out of 9 pages need OCR because they are less than 300 characters (pages: [7, 8])","[1600, 4276, 5022, 3553, 1738, 5514, 6, 6, 7440]",Original,Original,both,
70506-582,PROCURE 480SC,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,True,PROCURE_480SC_70506-582_PRIMARY_LABEL_581039.pdf,33048.0,"[2262, 2102, 1786, 2936, 2290, 1539, 1699, 1708, 1303, 1756, 1363, 1983, 1353, 1548, 1448, 1010, 4962]",True,True,True,True,,,,False,,,,,both,
70506-583,TERRAGUARD SC [SOIL DRENCH ON LONG ISLAND LIMITED TO CONTAINER GROWN ORNAMENTALS],70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,True,TERRAGUARD_SC_[SOIL_DRENCH_ON_LONG_ISLAND_LIMITED_TO_CONTAINER_GROWN_ORNAMENTALS]_70506-583_PRIMARY_LABEL_588740.pdf,25803.0,"[1373, 5897, 3191, 2646, 1693, 6885, 4118]",True,True,True,True,,,,False,,,,,both,
70506-584,TERRAGUARD SC/LS,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,True,TERRAGUARD_SC_LS_70506-584_PRIMARY_LABEL_589136.pdf,25803.0,"[1373, 5897, 3191, 2646, 1693, 6885, 4118]",True,True,False,True,,,,False,,,,,both,
70506-592,RANCONA SUMMIT,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,True,RANCONA_SUMMIT_70506-592_PRIMARY_LABEL_588178.pdf,25848.0,"[1713, 2962, 3996, 2511, 2274, 1702, 4027, 1523, 5140]",True,True,True,True,,,,False,,,,,both,
70506-595,RANCONA CREST,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE",True,RANCONA_CREST_70506-595_PRIMARY_LABEL_589159.pdf,33652.0,"[1977, 3805, 4335, 3197, 5395, 4879, 3064, 7000]",True,True,True,True,,,,False,,,,,both,
70506-596,TERRAZOLE L/CA,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,True,TERRAZOLE_L_CA_70506-596_PRIMARY_LABEL_589161.pdf,23511.0,"[3123, 6938, 4072, 2948, 6430]",True,True,True,True,,,,False,,,,,both,
70506-597,ATTENDANT 480 FS,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,INSECTICIDE,True,ATTENDANT_480_FS_70506-597_PRIMARY_LABEL_584270.pdf,41379.0,"[1376, 8031, 4711, 4172, 3892, 3932, 3897, 5082, 6286]",True,True,True,True,,,,False,,,,,ag,
70506-598,BELMONT 2.7 FS,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,True,BELMONT_2.7_FS_70506-598_PRIMARY_LABEL_581438.pdf,35238.0,"[1910, 4004, 5527, 2967, 2377, 3445, 1924, 6744, 6340]",True,True,True,True,,,,False,,,,,both,
70506-601,RANCONA CTS SEED PROTECTANT,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,True,RANCONA_CTS_SEED_PROTECTANT_70506-601_PRIMARY_LABEL_585181.pdf,29605.0,"[1650, 3984, 4983, 3706, 5303, 3063, 6916]",True,True,True,True,,,,False,,,,,rei,
70506-602,RANCONA V RTU FS,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,True,RANCONA_V_RTU_FS_70506-602_PRIMARY_LABEL_588203.pdf,29289.0,"[2260, 2861, 4931, 3185, 3994, 3983, 1451, 6624]",True,True,True,True,,,,False,,,,,both,
70506-603,RANCONA V 100 PRO FS,70506,REGISTERED,1310414,CLOSED,ROUTINE,2025-11-03,SHAUN PETERSON,FUNGICIDE,True,RANCONA_V_100_PRO_FS_70506-603_PRIMARY_LABEL_602963.pdf,38859.0,"[2027, 2612, 4551, 2921, 2536, 2296, 2372, 3009, 3223, 3792, 2865, 9, 6646]",True,True,True,True,True,True,True,Page_specific_OCR,1 out of 13 pages need OCR because they are less than 300 characters (pages: [12]),"[2027, 2612, 4551, 2921, 2536, 2296, 2372, 3009, 3223, 3792, 2865, 6, 6646]",Original,Original,both,
70506-606,ATTENDANT 600 FS,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,INSECTICIDE,True,ATTENDANT_600_FS_70506-606_PRIMARY_LABEL_585179.pdf,40814.0,"[1689, 7860, 4475, 2091, 1975, 2945, 2938, 4585, 6090, 9, 9, 9, 6139]",True,True,True,True,True,True,True,Page_specific_OCR,"3 out of 13 pages need OCR because they are less than 300 characters (pages: [10, 11, 12])","[1689, 7860, 4475, 2091, 1975, 2945, 2938, 4585, 6090, 6, 6, 6, 6139]",Original,Original,ag,
70506-607,"SHENZI 400SC (NO AERIAL)(100' BUFFER TO ANY WATERBODY)(NOT FOR SALE, SALE INTO, DISTRIBUTION AND/OR USE IN NASSAU, SUFFOLK, KINGS AND QUEENS COUNTIES OF NYS)",70506,REGISTERED,1302132,CLOSED,ROUTINE,2025-06-20,MATTHEW J GOGIS,INSECTICIDE,True,"SHENZI_400SC_(NO_AERIAL)(100'_BUFFER_TO_ANY_WATERBODY)(NOT_FOR_SALE,_SALE_INTO,_DISTRIBUTION_AND_OR_USE_IN_NASSAU,_SUFFOLK,_KINGS_AND_QUEENS_COUNTIES_OF_NYS)_70506-607_PRIMARY_LABEL_600530.pdf",148797.0,"[1946, 4863, 6824, 7193, 7158, 6237, 7024, 1956, 2145, 2458, 3232, 3249, 2768, 1307, 4380, 3794, 2509, 4127, 3637, 2165, 4930, 3586, 3754, 4247, 4380, 2914, 2535, 2770, 1937, 2246, 4857, 3366, 1878, 3063, 2575, 2211, 2876, 2322, 3264, 4690, 5424]",True,True,True,True,,,,False,,,,,both,
70506-608,VACCIPLANT,70506,REGISTERED,1306888,CLOSED,ROUTINE,2025-09-10,KATHERINE HETTER,FUNGICIDE,True,VACCIPLANT_70506-608_PRIMARY_LABEL_602042.pdf,59715.0,"[1389, 6766, 3509, 2761, 2420, 2256, 2014, 1585, 2053, 3196, 2408, 1976, 2619, 2786, 2388, 2422, 2188, 2530, 2331, 5665, 4453]",True,True,True,True,,,,False,,,,,both,
70506-609,"SHENZI 700 WG INSECTICIDE (NO SALE, USE, DISTRIBUTION IN NASSAU, SUFFOLK, KINGS, & QUEENS COUNTIES) (NO APP WITHIN 100 FT OF WATER BODY) (NO AERIAL APPLICATION)",70506,REGISTERED,1301357,CLOSED,ROUTINE,2025-06-04,KATHERINE HETTER,INSECTICIDE,True,"SHENZI_700_WG_INSECTICIDE_(NO_SALE,_USE,_DISTRIBUTION_IN_NASSAU,_SUFFOLK,_KINGS,_and_QUEENS_COUNTIES)_(NO_APP_WITHIN_100_FT_OF_WATER_BODY)_(NO_AERIAL_APPLICATION)_70506-609_PRIMARY_LABEL_600874.pdf",82683.0,"[1484, 1013, 1498, 2132, 2555, 3086, 3096, 2548, 2160, 2355, 2779, 1962, 1380, 2813, 2400, 2725, 2067, 2209, 1146, 940, 1070, 848, 679, 1839, 646, 743, 666, 833, 1299, 943, 1236, 1006, 1008, 564, 2044, 1066, 1033, 829, 2259, 2522, 1063, 816, 1842, 1205, 1111, 3050, 907, 886, 2505, 2518, 9, 9, 1281]",True,True,True,True,True,True,True,Page_specific_OCR,"2 out of 53 pages need OCR because they are less than 300 characters (pages: [51, 52])","[1484, 1013, 1498, 2132, 2555, 3086, 3096, 2548, 2160, 2355, 2779, 1962, 1380, 2813, 2400, 2725, 2067, 2209, 1146, 940, 1070, 848, 679, 1839, 646, 743, 666, 833, 1299, 943, 1236, 1006, 1008, 564, 2044, 1066, 1033, 829, 2259, 2522, 1063, 816, 1842, 1205, 1111, 3050, 907, 886, 2505, 2518, 10, 10, 1281]",Original,Original,both,
70506-610,Biomite,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,MITICIDE,True,Biomite_70506-610_PRIMARY_LABEL_585242.pdf,17575.0,"[2980, 2076, 2714, 2330, 2646, 4829]",True,True,True,True,,,,False,,,,,both,
70506-611,SYLLIT FL FUNGICIDE,70506,REGISTERED,1302644,CLOSED,ROUTINE,2025-06-27,MATTHEW J GOGIS,FUNGICIDE,True,SYLLIT_FL_FUNGICIDE_70506-611_PRIMARY_LABEL_569852.pdf,25790.0,"[3186, 6015, 5712, 4411, 4366, 2100]",True,True,False,True,,,,False,,,,,both,
70506-611,ELAST 400 FLOWABLE Fungicide,70506,REGISTERED,1302621,CLOSED,ROUTINE,2025-06-26,MATTHEW J GOGIS,FUNGICIDE,True,ELAST_400_FLOWABLE_Fungicide_70506-611_PRIMARY_LABEL_600532.pdf,36374.0,"[3365, 6347, 5991, 1917, 2438, 1966, 2356, 1726, 3769, 183, 6142, 174]",True,True,True,True,True,True,True,Page_specific_OCR,"2 out of 12 pages need OCR because they are less than 300 characters (pages: [10, 12])","[3365, 6347, 5991, 1917, 2438, 1966, 2356, 1726, 3769, 94, 6142, 83]",Original,Original,both,
70506-612,PROPLANT TURF AND ORNAMENTAL FUNGICIDE,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,True,PROPLANT_TURF_AND_ORNAMENTAL_FUNGICIDE_70506-612_PRIMARY_LABEL_563507.pdf,16497.0,"[1797, 3521, 3557, 2731, 2943, 339, 1609]",True,True,False,True,,,,False,,,,,both,
70506-613,PROMESS FUNGICIDE,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,True,PROMESS_FUNGICIDE_70506-613_PRIMARY_LABEL_547907.pdf,34154.0,"[1568, 3780, 6632, 6889, 4473, 3833, 2473, 42, 4464]",True,True,False,True,True,True,False,Page_specific_OCR,1 out of 9 pages need OCR because they are less than 300 characters (pages: [8]),"[1568, 3780, 6632, 6889, 4473, 3833, 2473, 40, 4464]",Original,Original,both,
70506-622,AXIOS C,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,True,AXIOS_C_70506-622_PRIMARY_LABEL_589240.pdf,40847.0,"[2701, 2874, 3664, 3899, 3098, 4454, 4181, 2944, 2205, 4578, 6249]",True,True,True,True,,,,False,,,,,both,
70506-623,AUDIT 9:1 HERBICIDE (NO AERIAL APPLICATION IN NYS),70506,REGISTERED,1272111,CLOSED,ROUTINE,2023-12-08,JYOTHI MURUNDI,HERBICIDE,True,AUDIT_9:1_HERBICIDE_(NO_AERIAL_APPLICATION_IN_NYS)_70506-623_PRIMARY_LABEL_591316.pdf,71979.0,"[1706, 3059, 3542, 4777, 4043, 3426, 2973, 2725, 3186, 2110, 1578, 1660, 1662, 1535, 4131, 3780, 4131, 4070, 3626, 2463, 3883, 2807, 9, 9, 5088]",True,True,True,True,True,True,True,Page_specific_OCR,"2 out of 25 pages need OCR because they are less than 300 characters (pages: [23, 24])","[1706, 3059, 3542, 4777, 4043, 3426, 2973, 2725, 3186, 2110, 1578, 1660, 1662, 1535, 4131, 3780, 4131, 4070, 3626, 2463, 3883, 2807, 6, 6, 5088]",Original,Original,both,
70506-628,STARTUP MEFEN fungicide,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,FUNGICIDE,True,STARTUP_MEFEN_fungicide_70506-628_PRIMARY_LABEL_590337.pdf,47543.0,"[1391, 6114, 7291, 5656, 3134, 2875, 3374, 2730, 6157, 9, 9, 9, 8794]",True,True,True,True,True,True,True,Page_specific_OCR,"3 out of 13 pages need OCR because they are less than 300 characters (pages: [10, 11, 12])","[1391, 6114, 7291, 5656, 3134, 2875, 3374, 2730, 6157, 6, 6, 6, 8794]",Original,Original,both,
70506-634,STartUP TEBUZ Complete CER Red,70506,REGISTERED,1307648,CLOSED,ROUTINE,2025-09-22,MATTHEW J GOGIS,"FUNGICIDE, INSECTICIDE",True,STartUP_TEBUZ_Complete_CER_Red_70506-634_PRIMARY_LABEL_603004.pdf,37456.0,"[2817, 6704, 5680, 2557, 5267, 6375, 8, 8, 8040]",True,True,True,True,True,True,True,Page_specific_OCR,"2 out of 9 pages need OCR because they are less than 300 characters (pages: [7, 8])","[2817, 6704, 5680, 2557, 5267, 6375, 6, 6, 8040]",Original,Original,both,
70506-68,METricor 4F,70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,HERBICIDE,True,METricor_4F_70506-68_PRIMARY_LABEL_584177.pdf,128589.0,"[2243, 11081, 3850, 4623, 6615, 6883, 5344, 3226, 4117, 3487, 6022, 3573, 4548, 3641, 4922, 5098, 3565, 4992, 1845, 1072, 4986, 4152, 3334, 3341, 2468, 4354, 4665, 2534, 8008]",True,True,True,True,,,,False,,,,,both,
70506-68,TRICOR 4F HERBICIDE (unrestricted 3/26/18),70506,REGISTERED,1273288,CLOSED,ROUTINE,2024-02-16,KATHERINE HETTER,HERBICIDE,True,TRICOR_4F_HERBICIDE_(unrestricted_3_26_18)_70506-68_PRIMARY_LABEL_588957.pdf,127922.0,"[2257, 11099, 3848, 4598, 6605, 6781, 5238, 3184, 4084, 3468, 5974, 3555, 4525, 3608, 4903, 5071, 3544, 4966, 1833, 1060, 4946, 4127, 3317, 3323, 2455, 4347, 4663, 2534, 8009]",True,True,True,True,,,,False,,,,,both,
