original_target_name,original_crop,original_target_type,source_target_type,new_target_name,new_target_type,new_target_species,source_refined,deployed,main_target_list
Stalkborer (PRE only),Corn,Insects,Insects,Stalk Borers,,,LLM:gpt-5.2,True,False
Starlings,Corn,Insects,Other,,,,,True,False
Stink Bug spp.,Corn,Insects,Insects,Stink Bugs,,,LLM:gpt-5.2,True,False
Stink bugs (suppression),Corn,Insects,Insects,Stink Bugs,,,LLM:gpt-5.2,True,False
Strawberry mite,Corn,Insects,Insects,Strawberry Mite,,,LLM:gpt-5.2,True,False
Strawberry spider mite,Corn,Insects,Insects,Strawberry Spider Mite,,,LLM:gpt-5.2,True,False
Sucker Ants,Corn,Insects,Insects,Sugar Ants,,,LLM:gpt-5.2,True,False
Sugarcane borer,Corn,Insects,Insects,Sugarcane Borer,,,LLM:gpt-5.2,True,False
Sugarcane borer adults,Corn,Insects,Insects,Sugarcane Borer,,,LLM:gpt-5.2,True,False
Sunflower,Corn,Insects,Weeds,Sunflower,,,LLM:gpt-5.2,True,False
"Sunflower, common",Corn,Insects,Weeds,Common Sunflower,,,LLM:gpt-5.2,True,False
"Thistle, Russian",Corn,Insects,Weeds,Russian Thistle,,,LLM:gpt-5.2,True,False
Thrips pupae,Corn,Insects,Insects,Thrips,,,LLM:gpt-5.2,True,False
Tobacco budworm,Corn,Insects,Insects,Tobacco Budworm,,,LLM:gpt-5.2,True,False
Tomato Fruitworm,Corn,Insects,Insects,Corn Earworm,,,LLM:gpt-5.2,True,False
Trichoplusia ni,Corn,Insects,Insects,Cabbage Looper,,,LLM:gpt-5.2,True,False
True Armyworm Species,Corn,Insects,Insects,True Armyworm,,,LLM:gpt-5.2,True,False
True armyworm,Corn,Insects,Insects,True Armyworm,,,LLM:gpt-5.2,True,False
Two-spotted Mite,Corn,Insects,Insects,Two-Spotted Spider Mite,,Tetranychus spp.,LLM:gpt-5.2,True,False
Two-spotted spider,Corn,Insects,Insects,Two-Spotted Spider Mite,,Tetranychus spp.,LLM:gpt-5.2,True,False
Variegated Cutworm,Corn,Insects,Insects,Variegated Cutworm,,,LLM:gpt-5.2,True,False
Vegetable Aphid,Corn,Insects,Insects,Vegetable Aphid,,,LLM:gpt-5.2,True,False
"Waterhemp, tall",Corn,Insects,Weeds,Tall Waterhemp,,,LLM:gpt-5.2,True,False
Weevils,Corn,Insects,Insects,Weevils,,,LLM:gpt-5.2,True,False
Western Corn Rootworm,Corn,Insects,Insects,Western Corn Rootworm,,,LLM:gpt-5.2,True,False
Western Corn Rootworm Beetle (Adult),Corn,Insects,Insects,Western Corn Rootworm Adults,,,LLM:gpt-5.2,True,False
Western Rootworm,Corn,Insects,Insects,Western Corn Rootworm,,,LLM:gpt-5.2,True,False
Western Rootworm Beetle,Corn,Insects,Insects,Western Corn Rootworm Adults,,,LLM:gpt-5.2,True,False
White Grub species,Corn,Insects,Insects,White Grubs,,,LLM:gpt-5.2,True,False
White Grub spp.,Corn,Insects,Insects,White Grubs,,,LLM:gpt-5.2,True,False
Whiteflies,Corn,Insects,Insects,Whiteflies,,,LLM:gpt-5.2,True,False
Whiteflies (Bemisia and Trialeuroides spp.),Corn,Insects,Insects,Whiteflies,,,LLM:gpt-5.2,True,False
Wireworm (PPI only),Corn,Insects,Insects,Wireworms,,,LLM:gpt-5.2,True,False
Wireworm (seed protection only),Corn,Insects,Insects,Wireworms,,,LLM:gpt-5.2,True,False
Wireworm species,Corn,Insects,Insects,Wireworms,,,LLM:gpt-5.2,True,False
Wireworm spp.,Corn,Insects,Insects,Wireworms,,,LLM:gpt-5.2,True,False
Worms,Corn,Insects,Insects,Worms,,,LLM:gpt-5.2,True,False
Worms (caterpillars),Corn,Insects,Insects,Caterpillars,,,LLM:gpt-5.2,True,False
Yellowstriped armyworm (1st and 2nd instar),Corn,Insects,Insects,Yellowstriped Armyworm,,,LLM:gpt-5.2,True,False
almond moths,Corn,Insects,Insects,Almond Moth,,,LLM:gpt-5.2,True,False
annual white grub,Corn,Insects,Insects,White Grubs,,,LLM:gpt-5.2,True,False
army cutworm,Corn,Insects,Insects,Army Cutworm,,,LLM:gpt-5.2,True,False
bagrada bugs,Corn,Insects,Insects,Bagrada Bug,,,LLM:gpt-5.2,True,False
banks grass mites (excluding Trans-Pecos area of Texas),Corn,Insects,Insects,Banks Grass Mite,,,LLM:gpt-5.2,True,False
barnyardgrass,Corn,Insects,Weeds,Barnyardgrass,,,LLM:gpt-5.2,True,False
bean beetles,Corn,Insects,Insects,Bean Beetles,,,LLM:gpt-5.2,True,False
beet armyworm,Corn,Insects,Insects,Beet Armyworm,,,LLM:gpt-5.2,True,False
billbug,Corn,Insects,Insects,Billbugs,,,LLM:gpt-5.2,True,False
black cutworm,Corn,Insects,Insects,Black Cutworm,,,LLM:gpt-5.2,True,False
cadelles,Corn,Insects,Insects,Cadelle,,,LLM:gpt-5.2,True,False
carmine mite,Corn,Insects,Insects,Carmine Spider Mite,,,LLM:gpt-5.2,True,False
carpetweed,Corn,Insects,Weeds,Carpetweed,,,LLM:gpt-5.2,True,False
chickweed,Corn,Insects,Weeds,Common Chickweed,,,LLM:gpt-5.2,True,False
chinch bug,Corn,Insects,Insects,Chinch Bug,,,LLM:gpt-5.2,True,False
cigarette beetles,Corn,Insects,Insects,Cigarette Beetle,,,LLM:gpt-5.2,True,False
common chickweed,Corn,Insects,Weeds,Common Chickweed,,,LLM:gpt-5.2,True,False
common stalk borer,Corn,Insects,Insects,Common Stalk Borer,,,LLM:gpt-5.2,True,False
confused flour beetles,Corn,Insects,Insects,Confused Flour Beetle,,,LLM:gpt-5.2,True,False
corn earworm,Corn,Insects,Insects,Corn Earworm,,,LLM:gpt-5.2,True,False
corn flea beetle,Corn,Insects,Insects,Corn Flea Beetle,,,LLM:gpt-5.2,True,False
corn leaf aphid,Corn,Insects,Insects,Corn Leaf Aphid,,,LLM:gpt-5.2,True,False
corn rootworm,Corn,Insects,Insects,Corn Rootworms,,,LLM:gpt-5.2,True,False
corn rootworm adults,Corn,Insects,Insects,Corn Rootworm Adults,,,LLM:gpt-5.2,True,False
crabgrass,Corn,Insects,Weeds,Crabgrass,,,LLM:gpt-5.2,True,False
crickets,Corn,Insects,Insects,Crickets,,,LLM:gpt-5.2,True,False
cucumber beetle adults,Corn,Insects,Insects,Cucumber Beetles,,,LLM:gpt-5.2,True,False
cutworm species,Corn,Insects,Insects,Cutworms,,,LLM:gpt-5.2,True,False
darkling beetles,Corn,Insects,Insects,Darkling Beetles,,,LLM:gpt-5.2,True,False
deer,Corn,Insects,Other,,,,,True,False
drugstore beetles,Corn,Insects,Insects,Drugstore Beetle,,,LLM:gpt-5.2,True,False
earwigs,Corn,Insects,Insects,Earwigs,,,LLM:gpt-5.2,True,False
elk,Corn,Insects,Vertebrate,,,,,True,False
fall armyworm,Corn,Insects,Insects,Fall Armyworm,,,LLM:gpt-5.2,True,False
"filaree, redstem",Corn,Insects,Weeds,Redstem Filaree,,,LLM:gpt-5.2,True,False
flat grain beetles,Corn,Insects,Insects,Flat Grain Beetles,,,LLM:gpt-5.2,True,False
flea beetle,Corn,Insects,Insects,Flea Beetles,,,LLM:gpt-5.2,True,False
"geranium, Carolina",Corn,Insects,Weeds,Carolina Geranium,,,LLM:gpt-5.2,True,False
granary weevils,Corn,Insects,Insects,Granary Weevil,,,LLM:gpt-5.2,True,False
grape colaspis,Corn,Insects,Insects,Grape Colaspis,,,LLM:gpt-5.2,True,False
grasshoppers,Corn,Insects,Insects,Grasshoppers,,,LLM:gpt-5.2,True,False
greenbug,Corn,Insects,Insects,Greenbug,,,LLM:gpt-5.2,True,False
henbit,Corn,Insects,Weeds,Henbit,,,LLM:gpt-5.2,True,False
kochia,Corn,Insects,Weeds,Kochia,,,LLM:gpt-5.2,True,False
"lambsquarters, common",Corn,Insects,Weeds,Common Lambsquarters,,,LLM:gpt-5.2,True,False
leaf-feeding insects,Corn,Insects,Insects,Leaf-Feeding Insects,,,LLM:gpt-5.2,True,False
leafhopper,Corn,Insects,Insects,Leafhoppers,,,LLM:gpt-5.2,True,False
lesser grain borers,Corn,Insects,Insects,Lesser Grain Borer,,,LLM:gpt-5.2,True,False
listed insects,Corn,Insects,Insects,Listed Insects,,,LLM:gpt-5.2,True,False
listed plant pests,Corn,Insects,Other,,,,,True,False
locust,Corn,Insects,Insects,Locusts,,,LLM:gpt-5.2,True,False
maize weevils,Corn,Insects,Insects,Maize Weevil,,,LLM:gpt-5.2,True,False
meadow voles,Corn,Insects,Other,,,,,True,False
merchant grain beetles,Corn,Insects,Insects,Merchant Grain Beetle,,,LLM:gpt-5.2,True,False
moose,Corn,Insects,Vertebrate,,,,,True,False
"mustard, wild",Corn,Insects,Weeds,Wild Mustard,,,LLM:gpt-5.2,True,False
other cutworm species,Corn,Insects,Insects,Cutworms,,,LLM:gpt-5.2,True,False
perennial weeds,Corn,Insects,Weeds,Perennial Weeds,,,LLM:gpt-5.2,True,False
"pigweed, redroot",Corn,Insects,Weeds,Redroot Pigweed,,,LLM:gpt-5.2,True,False
"pigweed, smooth",Corn,Insects,Weeds,Smooth Pigweed,,,LLM:gpt-5.2,True,False
pine voles,Corn,Insects,Other,,,,,True,False
plant bugs,Corn,Insects,Insects,Plant Bugs,,,LLM:gpt-5.2,True,False
purslane,Corn,Insects,Weeds,Common Purslane,,,LLM:gpt-5.2,True,False
rabbits,Corn,Insects,Other,,,,,True,False
raccoons,Corn,Insects,Other,,,,,True,False
red flour beetles,Corn,Insects,Insects,Red Flour Beetle,,,LLM:gpt-5.2,True,False
rice weevils,Corn,Insects,Insects,Rice Weevil,,,LLM:gpt-5.2,True,False
russet mites,Corn,Insects,Insects,Russet Mites,,,LLM:gpt-5.2,True,False
rusty grain beetles,Corn,Insects,Insects,Rusty Grain Beetle,,,LLM:gpt-5.2,True,False
sap beetle,Corn,Insects,Insects,Sap Beetles,,,LLM:gpt-5.2,True,False
sawtoothed grain beetles,Corn,Insects,Insects,Sawtoothed Grain Beetle,,,LLM:gpt-5.2,True,False
seedcorn beetle,Corn,Insects,Insects,Seedcorn Beetle,,,LLM:gpt-5.2,True,False
seedcorn maggot,Corn,Insects,Insects,Seedcorn Maggot,,,LLM:gpt-5.2,True,False
sicklepod,Corn,Insects,Weeds,Sicklepod,,,LLM:gpt-5.2,True,False
smaller armyworms,Corn,Insects,Insects,Armyworms,,,LLM:gpt-5.2,True,False
southern armyworm,Corn,Insects,Insects,Southern Armyworm,,,LLM:gpt-5.2,True,False
southern corn leaf beetle,Corn,Insects,Insects,Southern Corn Leaf Beetle,,,LLM:gpt-5.2,True,False
southern green stink-bug,Corn,Insects,Insects,Southern Green Stink Bug,,,LLM:gpt-5.2,True,False
southwestern corn borer,Corn,Insects,Insects,Southwestern Corn Borer,,,LLM:gpt-5.2,True,False
spotted drosophila,Corn,Insects,Insects,Spotted-Wing Drosophila,,,LLM:gpt-5.2,True,False
spotted lanternfly,Corn,Insects,Insects,Spotted Lanternfly,,,LLM:gpt-5.2,True,False
squarenecked grain beetles,Corn,Insects,Insects,Square-Necked Grain Beetle,,,LLM:gpt-5.2,True,False
stinkbugs,Corn,Insects,Insects,Stink Bugs,,,LLM:gpt-5.2,True,False
sugarcane beetle,Corn,Insects,Insects,Sugarcane Beetle,,,LLM:gpt-5.2,True,False
tarnished plant bug,Corn,Insects,Insects,Tarnished Plant Bug,,,LLM:gpt-5.2,True,False
thrips,Corn,Insects,Insects,Thrips,,,LLM:gpt-5.2,True,False
tomato hornworm,Corn,Insects,Insects,Tomato Hornworm,,,LLM:gpt-5.2,True,False
true armyworm or armyworm species,Corn,Insects,Insects,True Armyworm,,,LLM:gpt-5.2,True,False
true white grub,Corn,Insects,Insects,White Grubs,,,LLM:gpt-5.2,True,False
two-spotted spider mite,Corn,Insects,Insects,Two-Spotted Spider Mite,,Tetranychus spp.,LLM:gpt-5.2,True,False
webworms,Corn,Insects,Insects,Webworms,,,LLM:gpt-5.2,True,False
western bean cutworm,Corn,Insects,Insects,Western Bean Cutworm,,,LLM:gpt-5.2,True,False
white grub,Corn,Insects,Insects,White Grubs,,,LLM:gpt-5.2,True,False
wild buckwheat,Corn,Insects,Weeds,Wild Buckwheat,,,LLM:gpt-5.2,True,False
wild oats,Corn,Insects,Weeds,Wild Oat,,,LLM:gpt-5.2,True,False
wireworm,Corn,Insects,Insects,Wireworms,,,LLM:gpt-5.2,True,False
yellowstriped armyworm,Corn,Insects,Insects,Yellowstriped Armyworm,,,LLM:gpt-5.2,True,False
young grasshoppers,Corn,Insects,Insects,Grasshoppers,,,LLM:gpt-5.2,True,False
Banded Leaf and Sheath Spot,Corn,Other,Disease,Banded Leaf and Sheath Blight,,Rhizoctonia spp.,LLM:gpt-5.2,True,False
Big-Headed Ant,Corn,Other,Insects,Bigheaded Ant,,,LLM:gpt-5.2,True,False
Caterpillars and loopers,Corn,Other,Insects,Caterpillars,,,LLM:gpt-5.2,True,False
Corn rootworm larvae (Northern),Corn,Other,Insects,Northern Corn Rootworm Larvae,,,LLM:gpt-5.2,True,False
Corn rootworm larvae (Southern),Corn,Other,Insects,Southern Corn Rootworm Larvae,,,LLM:gpt-5.2,True,False
Corn rootworm larvae (Western),Corn,Other,Insects,Western Corn Rootworm Larvae,,,LLM:gpt-5.2,True,False
Dagger,Corn,Other,Other,,,,,True,False
Damping-off fungus (Pythium spp.),Corn,Other,Disease,Damping-Off and Seedling Blight,,,LLM:gpt-5.2,True,False
Damping-off fungus (Rhizoctonia spp.),Corn,Other,Disease,Damping-Off and Seedling Blight,,,LLM:gpt-5.2,True,False
Diplodia Seed Rot,Corn,Other,Disease,Diplodia Seed Rot,,Stenocarpella spp.,LLM:gpt-5.2,True,False
Diplodia Seed Rot and Seedling Blight,Corn,Other,Disease,Diplodia Seed Rot and Seedling Blight,,Stenocarpella spp.,LLM:gpt-5.2,True,False
Flies,Corn,Other,Insects,Flies,,,LLM:gpt-5.2,True,False
Fusarium Stalk Rot,Corn,Other,Disease,Fusarium Stalk Rot,,Fusarium spp.,LLM:gpt-5.2,True,False
"Fusarium Stalk Rot, Seedling Root Rot",Corn,Other,Disease,Fusarium Stalk Rot,,Fusarium spp.,LLM:gpt-5.2,True,False
Fusarium seedling blight (Fusarium spp.),Corn,Other,Disease,Fusarium Seedling Blight,,Fusarium spp.,LLM:gpt-5.2,True,False
Grass banks mite,Corn,Other,Insects,Banks Grass Mite,,,LLM:gpt-5.2,True,False
Lesser Cornstalk Borers,Corn,Other,Insects,Lesser Cornstalk Borer,,,LLM:gpt-5.2,True,False
Maize Billbugs,Corn,Other,Insects,Maize Billbugs,,,LLM:gpt-5.2,True,False
Mites (Atlantic),Corn,Other,Insects,Atlantic Mite,,,LLM:gpt-5.2,True,False
"Mites (Atlantic, Bank’s grass, Pacific, Red spider, Strawberry, Two-spotted)",Corn,Other,Insects,Mites,,,LLM:gpt-5.2,True,False
Mites (Banks grass),Corn,Other,Insects,Banks Grass Mite,,,LLM:gpt-5.2,True,False
Mites (Pacific),Corn,Other,Insects,Pacific Mite,,,LLM:gpt-5.2,True,False
Mites (Red spider),Corn,Other,Insects,Red Spider Mite,,,LLM:gpt-5.2,True,False
Mites (Two-spotted),Corn,Other,Insects,Two-Spotted Spider Mite,,Tetranychus spp.,LLM:gpt-5.2,True,False
Molds,Corn,Other,Disease,Molds,,,LLM:gpt-5.2,True,False
Native Fire Ant,Corn,Other,Insects,Fire Ants,,,LLM:gpt-5.2,True,False
Nematodes: Dagger,Corn,Other,Disease,Dagger Nematodes,,Xiphinema spp.,LLM:gpt-5.2,True,False
Nematodes: Lance,Corn,Other,Disease,Lance Nematode,,Hoplolaimus spp.,LLM:gpt-5.2,True,False
Nematodes: Lesion,Corn,Other,Disease,Lesion Nematode,,Pratylenchus spp.,LLM:gpt-5.2,True,False
Nematodes: Root Knot,Corn,Other,Disease,Root-Knot Nematode,,Meloidogyne spp.,LLM:gpt-5.2,True,False
Nematodes: Spiral,Corn,Other,Disease,Spiral Nematode,,Helicotylenchus spp.,LLM:gpt-5.2,True,False
Nematodes: Sting,Corn,Other,Disease,Sting Nematode,,Belonolaimus spp.,LLM:gpt-5.2,True,False
Nematodes: Stubby root,Corn,Other,Disease,Stubby-Root Nematodes,,Paratrichodorus spp.,LLM:gpt-5.2,True,False
Nematodes: Stunt,Corn,Other,Disease,Stunt Nematodes,,Tylenchorhynchus spp.,LLM:gpt-5.2,True,False
Other pests such as borers,Corn,Other,Insects,Borers,,,LLM:gpt-5.2,True,False
Pavement Ant,Corn,Other,Insects,Pavement Ant,,,LLM:gpt-5.2,True,False
Phoma spp.,Corn,Other,Disease,Phoma,,Phoma spp.,LLM:gpt-5.2,True,False
Phryenochaeta Stalk Rot and Root Rot,Corn,Other,Disease,Pyrenochaeta Stalk Rot and Root Rot,,Pyrenochaeta spp.,LLM:gpt-5.2,True,False
Phyrenochaeta Stalk Rot and Root Rot,Corn,Other,Disease,Pyrenochaeta Stalk Rot and Root Rot,,Pyrenochaeta spp.,LLM:gpt-5.2,True,False
Post-bloom fruit drop,Corn,Other,Disease,Postbloom Fruit Drop,,Colletotrichum spp.,LLM:gpt-5.2,True,False
Pyrenochaeta Stalk Rot and Root Rot,Corn,Other,Disease,Pyrenochaeta Stalk Rot and Root Rot,,Pyrenochaeta spp.,LLM:gpt-5.2,True,False
Red Kernal,Corn,Other,Other,,,,,True,False
Red Kernel,Corn,Other,Other,,,,,True,False
Rhizoctonia seed and seedling rot (Rhizoctonia solani),Corn,Other,Disease,Rhizoctonia Seed and Seedling Rot,,Rhizoctonia spp.,LLM:gpt-5.2,True,False
SUPPRESSION Pythium Root Rot,Corn,Other,Disease,Pythium Root Rot,,Pythium spp.,LLM:gpt-5.2,True,False
Scabs,Corn,Other,Disease,Scab,,,LLM:gpt-5.2,True,False
Scales (soft scale),Corn,Other,Insects,Soft Scales,,,LLM:gpt-5.2,True,False
Shothole,Corn,Other,Disease,Shot Hole,,,LLM:gpt-5.2,True,False
Southern (California) Fire Ant,Corn,Other,Insects,Southern Fire Ant,,,LLM:gpt-5.2,True,False
Southern Corn Billbugs,Corn,Other,Insects,Southern Corn Billbugs,,,LLM:gpt-5.2,True,False
Spiral,Corn,Other,Disease,Spiral Nematode,,Helicotylenchus spp.,LLM:gpt-5.2,True,False
Sting,Corn,Other,Disease,Sting Nematode,,Belonolaimus spp.,LLM:gpt-5.2,True,False
Stubby root,Corn,Other,Disease,Stubby-Root Nematodes,,Paratrichodorus spp.,LLM:gpt-5.2,True,False
Stunt,Corn,Other,Disease,Stunt Nematodes,,Tylenchorhynchus spp.,LLM:gpt-5.2,True,False
"Suppression of damping off, seedling blights, and root or crown diseases caused by Pythium, Rhizoctonia, Fusarium, or Phytophthora",Corn,Other,Disease,Damping-Off and Seedling Blight,,,LLM:gpt-5.2,True,False
True Bugs,Corn,Other,Insects,True Bugs,,,LLM:gpt-5.2,True,False
dagger nematodes,Corn,Other,Disease,Dagger Nematodes,,Xiphinema spp.,LLM:gpt-5.2,True,False
early season soil dwelling insects,Corn,Other,Insects,Soil-Dwelling Insects,,,LLM:gpt-5.2,True,False
fungal diseases,Corn,Other,Disease,Fungal Diseases,,,LLM:gpt-5.2,False,False
lance nematodes,Corn,Other,Disease,Lance Nematode,,Hoplolaimus spp.,LLM:gpt-5.2,True,False
needle nematodes,Corn,Other,Disease,Needle Nematodes,,Longidorus spp.,LLM:gpt-5.2,True,False
other insects,Corn,Other,Insects,Insects,,,LLM:gpt-5.2,True,False
pillbugs,Corn,Other,Insects,Pillbugs,,,LLM:gpt-5.2,True,False
plant-parasitic nematodes,Corn,Other,Disease,Plant-Parasitic Nematodes,,,LLM:gpt-5.2,True,False
root or crown diseases caused by Pythium,Corn,Other,Disease,Pythium Root Rot,,Pythium spp.,LLM:gpt-5.2,True,False
seed maggots,Corn,Other,Insects,Seed Maggots,,,LLM:gpt-5.2,True,False
slugs,Corn,Other,Insects,Slugs,,,LLM:gpt-5.2,True,False
snails,Corn,Other,Insects,Snails,,,LLM:gpt-5.2,True,False
soil-dwelling insects,Corn,Other,Insects,Soil-Dwelling Insects,,,LLM:gpt-5.2,True,False
sowbugs,Corn,Other,Insects,Sowbugs,,,LLM:gpt-5.2,True,False
stubby-root nematodes,Corn,Other,Disease,Stubby-Root Nematodes,,Paratrichodorus spp.,LLM:gpt-5.2,True,False
stunt nematodes,Corn,Other,Disease,Stunt Nematodes,,Tylenchorhynchus spp.,LLM:gpt-5.2,True,False
weed and grass seeds,Corn,Other,Weeds,Weed and Grass Seeds,,,LLM:gpt-5.2,True,False
Abutilon theophrasti,Corn,Weeds,Weeds,Velvetleaf,,,LLM:gpt-5.2,True,False
"Alfalfa, Volunteer (Seedling)",Corn,Weeds,Weeds,Volunteer Alfalfa,,,LLM:gpt-5.2,True,False
"Alfalfa, volunteer",Corn,Weeds,Weeds,Volunteer Alfalfa,,,LLM:gpt-5.2,True,False
Alligator weed,Corn,Weeds,Weeds,Alligatorweed,,,LLM:gpt-5.2,True,False
"Amaranth, Palmer",Corn,Weeds,Weeds,Palmer Amaranth,,,LLM:gpt-5.2,True,False
"Amaranth, Powell",Corn,Weeds,Weeds,Powell Amaranth,,,LLM:gpt-5.2,True,False
"Amaranth, spiny",Corn,Weeds,Weeds,Spiny Amaranth,,,LLM:gpt-5.2,True,False
Amaranthus spp.,Corn,Weeds,Weeds,Pigweed (Amaranthus spp.),,Amaranthus spp.,LLM:gpt-5.2,True,False
Amaranthus tuberculatus,Corn,Weeds,Weeds,Common Waterhemp,,,LLM:gpt-5.2,True,False
Ambrosia artemisiifolia,Corn,Weeds,Weeds,Common Ragweed,,,LLM:gpt-5.2,True,False
Annual Broadleaves,Corn,Weeds,Weeds,Annual Broadleaf Weeds,,,LLM:gpt-5.2,True,False
Annual Thistle,Corn,Weeds,Weeds,Annual Thistle,,,LLM:gpt-5.2,True,False
Annual and Biennial broadleaf seedlings,Corn,Weeds,Weeds,Annual and Biennial Broadleaf Weeds,,,LLM:gpt-5.2,True,False
Annual and biennial broadleaf weed seedlings,Corn,Weeds,Weeds,Broadleaf Weeds,,,LLM:gpt-5.2,True,False
Annual and biennial broadleaf weeds,Corn,Weeds,Weeds,Annual and Biennial Broadleaf Weeds,,,LLM:gpt-5.2,True,False
Annual and biennial weed seedlings,Corn,Weeds,Weeds,Annual and Biennial Weeds,,,LLM:gpt-5.2,True,False
Annual and biennial weeds,Corn,Weeds,Weeds,Annual and Biennial Weeds,,,LLM:gpt-5.2,True,False
Annual and perennial grass weeds,Corn,Weeds,Weeds,Annual and Perennial Grasses,,,LLM:gpt-5.2,True,False
Annual bluegrass,Corn,Weeds,Weeds,Annual Bluegrass,,,LLM:gpt-5.2,True,False
Annual broadleaf and grass weeds,Corn,Weeds,Weeds,Annual Broadleaf and Grass Weeds,,,LLM:gpt-5.2,True,False
Annual broadleaf seedlings,Corn,Weeds,Weeds,Annual Broadleaf Weeds,,,LLM:gpt-5.2,True,False
Annual broadleaf weed seedlings,Corn,Weeds,Weeds,Annual Broadleaf Weeds,,,LLM:gpt-5.2,True,False
Annual broadleaf weeds,Corn,Weeds,Weeds,Annual Broadleaf Weeds,,,LLM:gpt-5.2,True,False
Annual grass,Corn,Weeds,Weeds,Annual Grasses,,,LLM:gpt-5.2,True,False
Annual grass weeds,Corn,Weeds,Weeds,Annual Grasses,,,LLM:gpt-5.2,True,False
Annual grasses and broadleaf weeds,Corn,Weeds,Weeds,Annual Broadleaf and Grass Weeds,,,LLM:gpt-5.2,True,False
Annual smartweeds,Corn,Weeds,Weeds,Annual Smartweeds,,,LLM:gpt-5.2,True,False
"Anoda, spurred",Corn,Weeds,Weeds,Spurred Anoda,,,LLM:gpt-5.2,True,False
"Artichoke, Jerusalem",Corn,Weeds,Weeds,Jerusalem Artichoke,,,LLM:gpt-5.2,True,False
Atriplex,Corn,Weeds,Weeds,Orache (Atriplex spp.),,Atriplex spp.,LLM:gpt-5.2,True,False
Atriplex prostrata,Corn,Weeds,Weeds,Spear Orache,,,LLM:gpt-5.2,True,False
Avena fatua,Corn,Weeds,Weeds,Wild Oat,,,LLM:gpt-5.2,True,False
Balloonvine,Corn,Weeds,Weeds,Balloonvine,,,LLM:gpt-5.2,True,False
"Barley, volunteer",Corn,Weeds,Weeds,Volunteer Barley,,,LLM:gpt-5.2,True,False
"Beans, Volunteer",Corn,Weeds,Weeds,Volunteer Beans,,,LLM:gpt-5.2,True,False
"Bedstraw, Catchweed",Corn,Weeds,Weeds,Catchweed Bedstraw,,,LLM:gpt-5.2,True,False
Beggarticks,Corn,Weeds,Weeds,Beggarticks,,,LLM:gpt-5.2,True,False
"Beggarweed, Florida",Corn,Weeds,Weeds,Florida Beggarweed,,,LLM:gpt-5.2,True,False
Biennial broadleaf seedlings,Corn,Weeds,Weeds,Biennial Broadleaf Weeds,,,LLM:gpt-5.2,True,False
Biennial broadleaf weed seedlings,Corn,Weeds,Weeds,Biennial Broadleaf Weeds,,,LLM:gpt-5.2,True,False
Bindweed,Corn,Weeds,Weeds,Bindweed,,,LLM:gpt-5.2,True,False
"Bindweed, field",Corn,Weeds,Weeds,Field Bindweed,,,LLM:gpt-5.2,True,False
"Bindweed, hedge",Corn,Weeds,Weeds,Hedge Bindweed,,,LLM:gpt-5.2,True,False
Black Nightshade,Corn,Weeds,Weeds,Black Nightshade,,,LLM:gpt-5.2,True,False
"Bluegrass, annual",Corn,Weeds,Weeds,Annual Bluegrass,,,LLM:gpt-5.2,True,False
"Bluegrass, roughstalk",Corn,Weeds,Weeds,Roughstalk Bluegrass,,,LLM:gpt-5.2,True,False
Brachiaria platyphylla,Corn,Weeds,Weeds,Broadleaf Signalgrass,,,LLM:gpt-5.2,True,False
Brassica spp.,Corn,Weeds,Weeds,Mustards (Brassica spp.),,Brassica spp.,LLM:gpt-5.2,True,False
Bristly foxtail,Corn,Weeds,Weeds,Bristly Foxtail,,,LLM:gpt-5.2,True,False
Bristly starbur,Corn,Weeds,Weeds,Bristly Starbur,,,LLM:gpt-5.2,True,False
Broadleaf Weeds Controlled,Corn,Weeds,Weeds,Broadleaf Weeds,,,LLM:gpt-5.2,True,False
Broadleaf signalgrass,Corn,Weeds,Weeds,Broadleaf Signalgrass,,,LLM:gpt-5.2,True,False
Broadleaf weed seedlings or existing cover crops,Corn,Weeds,Weeds,Broadleaf Weeds,,,LLM:gpt-5.2,True,False
Broadleaf weeds and annual grasses,Corn,Weeds,Weeds,Broadleaf Weeds and Annual Grasses,,,LLM:gpt-5.2,True,False
Broadleaf weeds and annual grasses suppression,Corn,Weeds,Weeds,Broadleaf Weeds and Annual Grasses,,,LLM:gpt-5.2,True,False
Broadleaf weeds and sedges,Corn,Weeds,Weeds,Broadleaf Weeds and Sedges,,,LLM:gpt-5.2,True,False
Broadleaves (1-2 inches),Corn,Weeds,Weeds,Broadleaf Weeds,,,LLM:gpt-5.2,True,False
"Brome, California",Corn,Weeds,Weeds,California Brome,,,LLM:gpt-5.2,True,False
"Brome, downy",Corn,Weeds,Weeds,Downy Brome,,,LLM:gpt-5.2,True,False
"Buckwheat, wild",Corn,Weeds,Weeds,Wild Buckwheat,,,LLM:gpt-5.2,True,False
Buffalobur,Corn,Weeds,Weeds,Buffalobur,,,LLM:gpt-5.2,True,False
Burclover,Corn,Weeds,Weeds,Burclover,,,LLM:gpt-5.2,True,False
Burcucumber,Corn,Weeds,Weeds,Burcucumber,,,LLM:gpt-5.2,True,False
"Buttercup, Hairy",Corn,Weeds,Weeds,Hairy Buttercup,,,LLM:gpt-5.2,True,False
Canada thistle,Corn,Weeds,Weeds,Canada Thistle,,,LLM:gpt-5.2,True,False
Canarygrass,Corn,Weeds,Weeds,Canarygrass,,,LLM:gpt-5.2,True,False
