original_target_name,original_crop,original_target_type,source_target_type,new_target_name,new_target_type,new_target_species,source_refined,deployed,main_target_list,__needs
"sandbur, feld",Corn,Weeds,Weeds,,,,,True,False,True
sedge,Corn,Weeds,Weeds,,,,,True,False,True
seedling johnsongrass,Corn,Weeds,Weeds,,,,,True,False,True
select broadleaf weeds,Corn,Weeds,Weeds,,,,,True,False,True
selected broadleaf weeds,Corn,Weeds,Weeds,,,,,True,False,True
sida (prickly),Corn,Weeds,Weeds,,,,,True,False,True
signalgrass,Corn,Weeds,Weeds,,,,,True,False,True
signalgrass (Brachiaria),Corn,Weeds,Weeds,,,,,True,False,True
small broadleaf weeds,Corn,Weeds,Weeds,,,,,True,False,True
smartweed spp.,Corn,Weeds,Weeds,,,,,True,False,True
southwestern cupgrass,Corn,Weeds,Weeds,,,,,True,False,True
"sowthistle, annual",Corn,Weeds,Weeds,,,,,True,False,True
sprangletop (red),Corn,Weeds,Weeds,,,,,True,False,True
spurred anoda,Corn,Weeds,Weeds,,,,,True,False,True
susceptible weeds,Corn,Weeds,Weeds,,,,,True,False,True
tall morningglory,Corn,Weeds,Weeds,,,,,True,False,True
"thistle, Canada (1)",Corn,Weeds,Weeds,,,,,True,False,True
velvetleaf (2),Corn,Weeds,Weeds,,,,,True,False,True
vines,Corn,Weeds,Weeds,,,,,True,False,True
vines that interfere with harvesting,Corn,Weeds,Weeds,,,,,True,False,True
volunteer corn,Corn,Weeds,Weeds,,,,,True,False,True
volunteer field corn,Corn,Weeds,Weeds,,,,,True,False,True
volunteer sorghum,Corn,Weeds,Weeds,,,,,True,False,True
watergrass,Corn,Weeds,Weeds,,,,,True,False,True
waterhemp species,Corn,Weeds,Weeds,,,,,True,False,True
weeds 1 to 3 inches,Corn,Weeds,Weeds,,,,,True,False,True
weeds 1-3 inches,Corn,Weeds,Weeds,,,,,True,False,True
weeds 3 to 6 inches,Corn,Weeds,Weeds,,,,,True,False,True
weeds 3-6 inches,Corn,Weeds,Weeds,,,,,True,False,True
weeds 6 inches,Corn,Weeds,Weeds,,,,,True,False,True
weeds less than 3 inches tall,Corn,Weeds,Weeds,,,,,True,False,True
weeds listed in Table 1,Corn,Weeds,Weeds,,,,,True,False,True
weeds listed in Table 2,Corn,Weeds,Weeds,,,,,True,False,True
weeds over 6 inches,Corn,Weeds,Weeds,,,,,True,False,True
weeds that could interfere with harvest,Corn,Weeds,Weeds,,,,,True,False,True
weeds that reduce weed seed production,Corn,Weeds,Weeds,,,,,True,False,True
"wheat, volunteer",Corn,Weeds,Weeds,,,,,True,False,True
wild poinsettia,Corn,Weeds,Weeds,,,,,True,False,True
winter annual weeds,Corn,Weeds,Weeds,,,,,True,False,True
witchgrass (Panicum capillare),Corn,Weeds,Weeds,,,,,True,False,True
witchweed,Corn,Weeds,Weeds,,,,,True,False,True
woody weeds,Corn,Weeds,Weeds,,,,,True,False,True
wooly cupgrass,Corn,Weeds,Weeds,,,,,True,False,True
yellow nutsedge,Corn,Weeds,Weeds,,,,,True,False,True
crickets,Corn – Field Corn,Disease,Insects,,,,,True,False,True
cutworm,Corn – Field Corn,Disease,Insects,,,,,True,False,True
earwigs,Corn – Field Corn,Disease,Insects,,,,,True,False,True
pillbugs,Corn – Field Corn,Insects,Insects,,,,,True,False,True
slugs,Corn – Field Corn,Insects,Other,,,,,True,False,True
snails,Corn – Field Corn,Insects,Other,,,,,True,False,True
sowbugs,Corn – Field Corn,Insects,Insects,,,,,True,False,True
crickets,Corn – Sweet Corn,Disease,,,,,,True,False,True
cutworm,Corn – Sweet Corn,Disease,,,,,,True,False,True
earwigs,Corn – Sweet Corn,Disease,,,,,,True,False,True
pillbugs,Corn – Sweet Corn,Insects,,,,,,True,False,True
slugs,Corn – Sweet Corn,Insects,,,,,,True,False,True
snails,Corn – Sweet Corn,Insects,,,,,,True,False,True
sowbugs,Corn – Sweet Corn,Insects,,,,,,True,False,True
,"Corn, Sweet",Weeds,,,,,,True,False,True
Broadleaf weeds,Cotton,Disease,,,,,,True,False,True
Grasses,Cotton,Weeds,,,,,,True,False,True
Sedges,Cotton,Weeds,,,,,,True,False,True
Anthracnose,Cucumber,Disease,,,,,,True,False,True
Cercospora Leaf Spot,Cucumber,Disease,,,,,,True,False,True
Downy Mildew,Cucumber,Disease,,,,,,True,False,True
Gummy Stem Blight,Cucumber,Disease,,,,,,True,False,True
Scab,Cucumber,Disease,,,,,,True,False,True
Alternaria leaf and pod spot,Dried Shelled Peas And Beans,Disease,,,,,,True,False,True
Alternaria leaf and pod spot (Alternaria spp.),Dried Shelled Peas And Beans,Disease,,,,,,True,False,True
Anthracnose,Dried Shelled Peas And Beans,Disease,,,,,,True,False,True
Anthracnose (Colletotrichum spp.),Dried Shelled Peas And Beans,Disease,,,,,,True,False,True
Ascochyta blight,Dried Shelled Peas And Beans,Disease,,,,,,True,False,True
"Ascochyta blight (Phoma exigua, Ascochyta spp.)",Dried Shelled Peas And Beans,Disease,,,,,,True,False,True
Asian soybean rust,Dried Shelled Peas And Beans,Disease,,,,,,True,False,True
Asian soybean rust (Phakopsora pachyrhizi),Dried Shelled Peas And Beans,Disease,,,,,,True,False,True
Cercospora leaf spot,Dried Shelled Peas And Beans,Disease,,,,,,True,False,True
Cercospora leaf spot (Cercospora spp.),Dried Shelled Peas And Beans,Disease,,,,,,True,False,True
Downy mildew,Dried Shelled Peas And Beans,Disease,,,,,,True,False,True
Downy mildew (Phytophthora nicotianae),Dried Shelled Peas And Beans,Disease,,,,,,True,False,True
Mycosphaerella blight,Dried Shelled Peas And Beans,Disease,,,,,,True,False,True
Mycosphaerella blight (Mycosphaerella spp.),Dried Shelled Peas And Beans,Disease,,,,,,True,False,True
Powdery mildew,Dried Shelled Peas And Beans,Disease,,,,,,True,False,True
Powdery mildew (Erysiphe polygoni),Dried Shelled Peas And Beans,Disease,,,,,,True,False,True
Rust,Dried Shelled Peas And Beans,Disease,,,,,,True,False,True
Rust (Uromyces appendiculatus),Dried Shelled Peas And Beans,Disease,,,,,,True,False,True
Anthracnose,Dry Bean,Disease,,,,,,True,False,True
Bacterial Blight,Dry Bean,Disease,,,,,,True,False,True
Fusarium spp.,Dry Bean,Disease,,,,,,True,False,True
Gray Mold,Dry Bean,Disease,,,,,,True,False,True
Phytophthora spp.,Dry Bean,Disease,,,,,,True,False,True
Powdery Mildew,Dry Bean,Disease,,,,,,True,False,True
Pythium (aerial blight phase),Dry Bean,Disease,,,,,,True,False,True
Pythium spp.,Dry Bean,Disease,,,,,,True,False,True
Rhizoctonia spp.,Dry Bean,Disease,,,,,,True,False,True
Rust,Dry Bean,Disease,,,,,,True,False,True
Seed rot and damping-off caused by Rhizoctonia solani,Dry Bean,Disease,,,,,,True,False,True
White Mold,Dry Bean,Disease,,,,,,True,False,True
Aerial Web Blight,Dry Beans,Disease,,,,,,True,False,True
Alfalfa Worms,Dry Beans,Disease,,,,,,True,False,True
Alfalfa caterpillar,Dry Beans,Disease,,,,,,True,False,True
Alfalfa looper,Dry Beans,Disease,,,,,,True,False,True
Algae,Dry Beans,Disease,,,,,,True,False,True
Alternaria,Dry Beans,Disease,,,,,,True,False,True
Alternaria (leaf spot),Dry Beans,Disease,,,,,,True,False,True
Alternaria Blight,Dry Beans,Disease,,,,,,True,False,True
"Alternaria blight, leaf spot",Dry Beans,Disease,,,,,,True,False,True
"Alternaria blight, leafspot (Alternaria spp.)",Dry Beans,Disease,,,,,,True,False,True
Alternaria leaf and pod spot,Dry Beans,Disease,,,,,,True,False,True
Alternaria spp.,Dry Beans,Disease,,,,,,True,False,True
Angular leaf spot,Dry Beans,Disease,,,,,,True,False,True
Annual weeds,Dry Beans,Disease,,,,,,True,False,True
Anthracnose,Dry Beans,Disease,,,,,,True,False,True
Anthracnose (Colletotrichum gloeosporioides),Dry Beans,Disease,,,,,,True,False,True
Anthracnose (Colletotrichum lindemuthianum),Dry Beans,Disease,,,,,,True,False,True
Anthracnose (Colletotrichum spp.),Dry Beans,Disease,,,,,,True,False,True
Anthracnose (Colletotrichum),Dry Beans,Disease,,,,,,True,False,True
Anthracnose (seed-borne Colletotrichum lindemuthianum),Dry Beans,Disease,,,,,,True,False,True
Anthracnose caused by seed-borne Colletotrichum species,Dry Beans,Disease,,,,,,True,False,True
Anthracnose leaf and fruit spot,Dry Beans,Disease,,,,,,True,False,True
Anthranose,Dry Beans,Disease,,,,,,True,False,True
Aphanomyces root rot,Dry Beans,Disease,,,,,,True,False,True
Aphid,Dry Beans,Disease,,,,,,True,False,True
Aphid spp.,Dry Beans,Disease,,,,,,True,False,True
Armillaria Root Rot,Dry Beans,Disease,,,,,,True,False,True
Army cutworm,Dry Beans,Disease,,,,,,True,False,True
Armyworm,Dry Beans,Disease,,,,,,True,False,True
Armyworm species,Dry Beans,Disease,,,,,,True,False,True
Armyworm spp.,Dry Beans,Disease,,,,,,True,False,True
"Armyworm, Fall",Dry Beans,Disease,,,,,,True,False,True
"Armyworm, southern",Dry Beans,Disease,,,,,,True,False,True
Aschochyta,Dry Beans,Disease,,,,,,True,False,True
Ascochtyta blight,Dry Beans,Disease,,,,,,True,False,True
Ascochyta (Ascochyta pisi),Dry Beans,Disease,,,,,,True,False,True
Ascochyta (leaf and pod spot),Dry Beans,Disease,,,,,,True,False,True
Ascochyta Blight,Dry Beans,Disease,,,,,,True,False,True
"Ascochyta Blight (Mycosphaerella pinodes, Ascochyta phaseolorum)",Dry Beans,Disease,,,,,,True,False,True
Ascochyta Blight caused by seed-borne Ascochyta spp.,Dry Beans,Disease,,,,,,True,False,True
Ascochyta Leaf Spot,Dry Beans,Disease,,,,,,True,False,True
Ascochyta Leaf Spot and Blight (Ascochyta spp.),Dry Beans,Disease,,,,,,True,False,True
Ascochyta Leaf and Pod Spot (Ascochyta spp.),Dry Beans,Disease,,,,,,True,False,True
Ascochyta and Phoma spp.,Dry Beans,Disease,,,,,,True,False,True
Ascochyta blight (A. phaseolorum),Dry Beans,Disease,,,,,,True,False,True
"Ascochyta blight, leaf spot",Dry Beans,Disease,,,,,,True,False,True
"Ascochyta blight, leafspot (Ascochyta spp.)",Dry Beans,Disease,,,,,,True,False,True
Ascochyta lentis,Dry Beans,Disease,,,,,,True,False,True
Ascochyta rabiei,Dry Beans,Disease,,,,,,True,False,True
Ascochyta spp.,Dry Beans,Disease,,,,,,True,False,True
Asian Soybean Rust,Dry Beans,Disease,,,,,,True,False,True
Asiatic garden beetle,Dry Beans,Disease,,,,,,True,False,True
Asocochyta blight,Dry Beans,Disease,,,,,,True,False,True
Aspergillus,Dry Beans,Disease,,,,,,True,False,True
Aspergillus spp.,Dry Beans,Disease,,,,,,True,False,True
Aster Leafhopper,Dry Beans,Disease,,,,,,True,False,True
Atlantic mite,Dry Beans,Disease,,,,,,True,False,True
Awl nematodes (Dolichodorus species),Dry Beans,Disease,,,,,,True,False,True
Bacteria,Dry Beans,Disease,,,,,,True,False,True
Bacterial Blight,Dry Beans,Disease,,,,,,True,False,True
Bacterial Blight (Halo & Common),Dry Beans,Disease,,,,,,True,False,True
"Bacterial Blight, Spot, Pustule",Dry Beans,Disease,,,,,,True,False,True
Bacterial Leaf Blight,Dry Beans,Disease,,,,,,True,False,True
Bacterial Pustule,Dry Beans,Disease,,,,,,True,False,True
Bacterial Soft Rot,Dry Beans,Disease,,,,,,True,False,True
Bacterial Spot,Dry Beans,Disease,,,,,,True,False,True
Bacterial Wilt,Dry Beans,Disease,,,,,,True,False,True
Bacterial blight (halo blight),Dry Beans,Disease,,,,,,True,False,True
"Bacterial blights (halo, common and brown spot)",Dry Beans,Disease,,,,,,True,False,True
Bacterial brown spot,Dry Beans,Disease,,,,,,True,False,True
Banks Grass Mite,Dry Beans,Disease,,,,,,True,False,True
Basil Downy Mildew,Dry Beans,Disease,,,,,,True,False,True
Bean Leaf Beetle,Dry Beans,Disease,,,,,,True,False,True
Bean Leaf Beetle Larvae,Dry Beans,Disease,,,,,,True,False,True
Bean Rust,Dry Beans,Disease,,,,,,True,False,True
Beet Armyworm,Dry Beans,Disease,,,,,,True,False,True
Beetle larvae,Dry Beans,Disease,,,,,,True,False,True
Beetles,Dry Beans,Disease,,,,,,True,False,True
Belonolaimus spp.,Dry Beans,Disease,,,,,,True,False,True
Bipolaris,Dry Beans,Disease,,,,,,True,False,True
Black Sigatoka,Dry Beans,Disease,,,,,,True,False,True
Black Spot,Dry Beans,Disease,,,,,,True,False,True
Black root rot caused by Fusarium solani,Dry Beans,Disease,,,,,,True,False,True
"Blight, Leaf Spot, Late Leaf Spot, Rot",Dry Beans,Disease,,,,,,True,False,True
Blister Beetle species,Dry Beans,Disease,,,,,,True,False,True
Blister Beetle spp.,Dry Beans,Disease,,,,,,True,False,True
Blossom Blight,Dry Beans,Disease,,,,,,True,False,True
Boll Worms,Dry Beans,Disease,,,,,,True,False,True
Boll weevils,Dry Beans,Disease,,,,,,True,False,True
Borers,Dry Beans,Disease,,,,,,True,False,True
Botrytis,Dry Beans,Disease,,,,,,True,False,True
Botrytis (gray mold blight),Dry Beans,Disease,,,,,,True,False,True
Botrytis Blight,Dry Beans,Disease,,,,,,True,False,True
Botrytis cinerea,Dry Beans,Disease,,,,,,True,False,True
Botrytis gray mold,Dry Beans,Disease,,,,,,True,False,True
Botrytis spp.,Dry Beans,Disease,,,,,,True,False,True
Broad mite,Dry Beans,Disease,,,,,,True,False,True
Brown Marmorated Stink Bug,Dry Beans,Disease,,,,,,True,False,True
Brown Rot,Dry Beans,Disease,,,,,,True,False,True
Brown Rust,Dry Beans,Disease,,,,,,True,False,True
Brown spot,Dry Beans,Disease,,,,,,True,False,True
Budworms,Dry Beans,Disease,,,,,,True,False,True
Bunch Rot,Dry Beans,Disease,,,,,,True,False,True
Burkholderia glumae,Dry Beans,Disease,,,,,,True,False,True
Burrowing nematode (Radopholus similis),Dry Beans,Disease,,,,,,True,False,True
Cabbage Looper,Dry Beans,Disease,,,,,,True,False,True
Canada thistle,Dry Beans,Disease,,,,,,True,False,True
Carmine Mite,Dry Beans,Disease,,,,,,True,False,True
Casebearers,Dry Beans,Disease,,,,,,True,False,True
Caterpillars,Dry Beans,Disease,,,,,,True,False,True
Caterpillars and loopers,Dry Beans,Disease,,,,,,True,False,True
Cephalosporium maydis,Dry Beans,Disease,,,,,,True,False,True
Cercospora,Dry Beans,Disease,,,,,,True,False,True
Cercospora Blight,Dry Beans,Disease,,,,,,True,False,True
Cercospora Leaf Spot,Dry Beans,Disease,,,,,,True,False,True
Cercospora leaf blotch,Dry Beans,Disease,,,,,,True,False,True
Cercospora leaf blotch (C. cruenta),Dry Beans,Disease,,,,,,True,False,True
Cercospora leaf spot (Cercospora cruenta),Dry Beans,Disease,,,,,,True,False,True
Cercospora leaf spot (blackeye only),Dry Beans,Disease,,,,,,True,False,True
Cercospora leaf spot (blackeye only) (C. cruenta),Dry Beans,Disease,,,,,,True,False,True
Cercospora leafspot (Cercospora spp.),Dry Beans,Disease,,,,,,True,False,True
Cercospora spp.,Dry Beans,Disease,,,,,,True,False,True
Cereal Leaf Beetle,Dry Beans,Disease,,,,,,True,False,True
Charcoal Rot,Dry Beans,Disease,,,,,,True,False,True
Chinch Bug,Dry Beans,Disease,,,,,,True,False,True
Citrus nematode (Tylenchulus semipenetrans),Dry Beans,Disease,,,,,,True,False,True
Cladosporium,Dry Beans,Disease,,,,,,True,False,True
Cloverworm,Dry Beans,Disease,,,,,,True,False,True
Codling Moth,Dry Beans,Disease,,,,,,True,False,True
Colletotrichum (anthracnose),Dry Beans,Disease,,,,,,True,False,True
Colletotrichum species,Dry Beans,Disease,,,,,,True,False,True
Colletotrichum spp,Dry Beans,Disease,,,,,,True,False,True
Colorado Potato Beetle,Dry Beans,Disease,,,,,,True,False,True
Common bacterial blight,Dry Beans,Disease,,,,,,True,False,True
Common bean rust,Dry Beans,Disease,,,,,,True,False,True
Common blight,Dry Beans,Disease,,,,,,True,False,True
Corn Earworm,Dry Beans,Disease,,,,,,True,False,True
Corn beetles,Dry Beans,Disease,,,,,,True,False,True
Corn rootworm (adult),Dry Beans,Disease,,,,,,True,False,True
Corn rootworm larvae,Dry Beans,Disease,,,,,,True,False,True
Coryneum Blight,Dry Beans,Disease,,,,,,True,False,True
Cottony Leak,Dry Beans,Disease,,,,,,True,False,True
Cowpea curculio,Dry Beans,Disease,,,,,,True,False,True
Criconemella spp.,Dry Beans,Disease,,,,,,True,False,True
Criconemoides spp.,Dry Beans,Disease,,,,,,True,False,True
Crown Rot,Dry Beans,Disease,,,,,,True,False,True
"Crown Rot, Damping-off Fungus, Gray Mold, Leaf Blight, White Mold",Dry Beans,Disease,,,,,,True,False,True
Cucumber Beetle spp. (Adult),Dry Beans,Disease,,,,,,True,False,True
Cucumber Beetles,Dry Beans,Disease,,,,,,True,False,True
Cucumber Mosaic Virus,Dry Beans,Disease,,,,,,True,False,True
Cucumber beetle (adult),Dry Beans,Disease,,,,,,True,False,True
Cut Worms,Dry Beans,Disease,,,,,,True,False,True
Cutworm species,Dry Beans,Disease,,,,,,True,False,True
Cutworm spp.,Dry Beans,Disease,,,,,,True,False,True
Cylindrocladium,Dry Beans,Disease,,,,,,True,False,True
Cylindrocladium Black Rot,Dry Beans,Disease,,,,,,True,False,True
Cyst Nematode (Heterodera spp.),Dry Beans,Disease,,,,,,True,False,True
Cyst nematodes (Heterodera and Globodera species),Dry Beans,Disease,,,,,,True,False,True
Dagger nematodes (Xiphinema species),Dry Beans,Disease,,,,,,True,False,True
Damping off,Dry Beans,Disease,,,,,,True,False,True
"Damping off, seedling blights, and root or crown diseases",Dry Beans,Disease,,,,,,True,False,True
"Damping off, seedling rot",Dry Beans,Disease,,,,,,True,False,True
Damping off/root or crown diseases,Dry Beans,Disease,,,,,,True,False,True
Damping-off (Pythium spp.),Dry Beans,Disease,,,,,,True,False,True
Damping-off caused by Phomopsis spp.,Dry Beans,Disease,,,,,,True,False,True
Damping-off caused by seed-borne and soil-borne fungi,Dry Beans,Disease,,,,,,True,False,True
Decay caused by seed-borne and soil-borne fungi,Dry Beans,Disease,,,,,,True,False,True
"Decay, damping-off, and seedling blight caused by seed-borne and soil-borne fungi.",Dry Beans,Disease,,,,,,True,False,True
Diamondback Moths,Dry Beans,Disease,,,,,,True,False,True
Diaporthe-Phomopsis disease complex (Phomopsis spp. & Diaporthe spp.),Dry Beans,Disease,,,,,,True,False,True
Didymella,Dry Beans,Disease,,,,,,True,False,True
Didymella bryoniae,Dry Beans,Disease,,,,,,True,False,True
Downy Mildew,Dry Beans,Disease,,,,,,True,False,True
Downy mildew (Phytophthora nicotianae),Dry Beans,Disease,,,,,,True,False,True
Ear Worms,Dry Beans,Disease,,,,,,True,False,True
Early Blight,Dry Beans,Disease,,,,,,True,False,True
Early season Phytophthora control,Dry Beans,Disease,,,,,,True,False,True
Early-season root rot caused by Phytophthora species,Dry Beans,Disease,,,,,,True,False,True
Erwinia,Dry Beans,Disease,,,,,,True,False,True
Erysiphe (powdery mildew),Dry Beans,Disease,,,,,,True,False,True
Erysiphe polygoni,Dry Beans,Disease,,,,,,True,False,True
European Corn Borer,Dry Beans,Disease,,,,,,True,False,True
European red mite,Dry Beans,Disease,,,,,,True,False,True
Fagot Worms,Dry Beans,Disease,,,,,,True,False,True
Fall Armyworm,Dry Beans,Disease,,,,,,True,False,True
False chinch bug,Dry Beans,Disease,,,,,,True,False,True
False root knot nematodes (Naccobus species),Dry Beans,Disease,,,,,,True,False,True
Fireblight,Dry Beans,Disease,,,,,,True,False,True
Flea Beetle,Dry Beans,Disease,,,,,,True,False,True
Flea Beetle species,Dry Beans,Disease,,,,,,True,False,True
Flea beetle spp.,Dry Beans,Disease,,,,,,True,False,True
Fleahoppers,Dry Beans,Disease,,,,,,True,False,True
Flies,Dry Beans,Disease,,,,,,True,False,True
Fly speck,Dry Beans,Disease,,,,,,True,False,True
Frog-eyed Leaf Spot,Dry Beans,Disease,,,,,,True,False,True
Frogeye leaf spot,Dry Beans,Disease,,,,,,True,False,True
Fruit Flies,Dry Beans,Disease,,,,,,True,False,True
Fungi/oomycetes,Dry Beans,Disease,,,,,,True,False,True
Fungus gnats,Dry Beans,Disease,,,,,,True,False,True
Fusarium,Dry Beans,Disease,,,,,,True,False,True
Fusarium Root Rot,Dry Beans,Disease,,,,,,True,False,True
Fusarium Wilt,Dry Beans,Disease,,,,,,True,False,True
Fusarium root rot caused by Fusarium spp.,Dry Beans,Disease,,,,,,True,False,True
Fusarium species,Dry Beans,Disease,,,,,,True,False,True
Fusarium spp.,Dry Beans,Disease,,,,,,True,False,True
Fuscous Blight,Dry Beans,Disease,,,,,,True,False,True
General seed rot,Dry Beans,Disease,,,,,,True,False,True
Gibberella fujikuroi,Dry Beans,Disease,,,,,,True,False,True
Globodera spp.,Dry Beans,Disease,,,,,,True,False,True
Gnats,Dry Beans,Disease,,,,,,True,False,True
Grape Berry Moths,Dry Beans,Disease,,,,,,True,False,True
Grape colaspis,Dry Beans,Disease,,,,,,True,False,True
Grape phylloxera,Dry Beans,Disease,,,,,,True,False,True
Grasshopper,Dry Beans,Disease,,,,,,True,False,True
Grasshopper species,Dry Beans,Disease,,,,,,True,False,True
Grasshopper spp.,Dry Beans,Disease,,,,,,True,False,True
Gray Leaf Spot,Dry Beans,Disease,,,,,,True,False,True
Gray Mold,Dry Beans,Disease,,,,,,True,False,True
Gray Mold (Botrytis cinerea),Dry Beans,Disease,,,,,,True,False,True
Gray mold (Botrytis),Dry Beans,Disease,,,,,,True,False,True
Greasy Spot,Dry Beans,Disease,,,,,,True,False,True
Green Cloverworm,Dry Beans,Disease,,,,,,True,False,True
Grey Mold,Dry Beans,Disease,,,,,,True,False,True
Grey leafspot,Dry Beans,Disease,,,,,,True,False,True
Grubs,Dry Beans,Disease,,,,,,True,False,True
Gummy Stem Blight,Dry Beans,Disease,,,,,,True,False,True
Gypsy Moths,Dry Beans,Disease,,,,,,True,False,True
Halo blight,Dry Beans,Disease,,,,,,True,False,True
Helicotylenchus spp.,Dry Beans,Disease,,,,,,True,False,True
Hessian Fly,Dry Beans,Disease,,,,,,True,False,True
Heterodera spp.,Dry Beans,Disease,,,,,,True,False,True
Hoplolaimus spp.,Dry Beans,Disease,,,,,,True,False,True
Hornworm spp.,Dry Beans,Disease,,,,,,True,False,True
Imported Cabbageworm,Dry Beans,Disease,,,,,,True,False,True
Imported Fire Ant,Dry Beans,Disease,,,,,,True,False,True
Japanese Beetles,Dry Beans,Disease,,,,,,True,False,True
Japanese beetle (adult),Dry Beans,Disease,,,,,,True,False,True
Lance nematodes (Hoplolaimus species),Dry Beans,Disease,,,,,,True,False,True
Late Blight,Dry Beans,Disease,,,,,,True,False,True
Leaf Perforators,Dry Beans,Disease,,,,,,True,False,True
Leaf Skeletonizer spp.,Dry Beans,Disease,,,,,,True,False,True
Leaf Spot and Blotch,Dry Beans,Disease,,,,,,True,False,True
Leaf spot,Dry Beans,Disease,,,,,,True,False,True
Leafhopper,Dry Beans,Disease,,,,,,True,False,True
Leafhopper species,Dry Beans,Disease,,,,,,True,False,True
Leafhopper spp.,Dry Beans,Disease,,,,,,True,False,True
Leafminer,Dry Beans,Disease,,,,,,True,False,True
Leafminer spp.,Dry Beans,Disease,,,,,,True,False,True
Leafrollers,Dry Beans,Disease,,,,,,True,False,True
Leptosphaeria lindquistii,Dry Beans,Disease,,,,,,True,False,True
Lesion nematodes (Pratylenchus species),Dry Beans,Disease,,,,,,True,False,True
Lesser Cornstalk Borer,Dry Beans,Disease,,,,,,True,False,True
Liriomyza Leafminer,Dry Beans,Disease,,,,,,True,False,True
Longidorus spp.,Dry Beans,Disease,,,,,,True,False,True
Looper spp.,Dry Beans,Disease,,,,,,True,False,True
Loopers,Dry Beans,Disease,,,,,,True,False,True
Lygus,Dry Beans,Disease,,,,,,True,False,True
Lygus Bug,Dry Beans,Disease,,,,,,True,False,True
Lygus spp.,Dry Beans,Disease,,,,,,True,False,True
Macrophomina,Dry Beans,Disease,,,,,,True,False,True
Macrophomina phaseolina,Dry Beans,Disease,,,,,,True,False,True
Maggots,Dry Beans,Disease,,,,,,True,False,True
Magnaporthe oryzae,Dry Beans,Disease,,,,,,True,False,True
Meadow Spittlebug,Dry Beans,Disease,,,,,,True,False,True
Mealybugs,Dry Beans,Disease,,,,,,True,False,True
Meloidogyne spp.,Dry Beans,Disease,,,,,,True,False,True
Melonworm,Dry Beans,Disease,,,,,,True,False,True
Mexican Bean Beetle,Dry Beans,Disease,,,,,,True,False,True
Mexican Beetles,Dry Beans,Disease,,,,,,True,False,True
Microsphaera (powdery mildew),Dry Beans,Disease,,,,,,True,False,True
Mildew,Dry Beans,Disease,,,,,,True,False,True
Mite,Dry Beans,Disease,,,,,,True,False,True
Mite leaf spot,Dry Beans,Disease,,,,,,True,False,True
"Mites (Atlantic, Pacific, Red spider, Strawberry, Two-spotted)",Dry Beans,Disease,,,,,,True,False,True
Monilinea fruit and blossom rot,Dry Beans,Disease,,,,,,True,False,True
Monilinia,Dry Beans,Disease,,,,,,True,False,True
Moth,Dry Beans,Disease,,,,,,True,False,True
Mummy Berry,Dry Beans,Disease,,,,,,True,False,True
Mycosphaerella,Dry Beans,Disease,,,,,,True,False,True
Mycosphaerella blight,Dry Beans,Disease,,,,,,True,False,True
Mycosphaerella blight (Mycosphaerella spp.),Dry Beans,Disease,,,,,,True,False,True
Mycosphaerella spp.,Dry Beans,Disease,,,,,,True,False,True
Needle nematodes (Longidorus species),Dry Beans,Disease,,,,,,True,False,True
Nematodes,Dry Beans,Disease,,,,,,True,False,True
Northern Leaf Blight,Dry Beans,Disease,,,,,,True,False,True
Onion Maggots,Dry Beans,Disease,,,,,,True,False,True
Onion Thrips,Dry Beans,Disease,,,,,,True,False,True
Orange Tortrix,Dry Beans,Disease,,,,,,True,False,True
Other pests such as borers,Dry Beans,Disease,,,,,,True,False,True
Pacific Spider Mites,Dry Beans,Disease,,,,,,True,False,True
Pacific mite,Dry Beans,Disease,,,,,,True,False,True
Painted Lady Butterfly (larvae),Dry Beans,Disease,,,,,,True,False,True
Painted lady (thistle) caterpillar,Dry Beans,Disease,,,,,,True,False,True
Papaya Ringspot Virus,Dry Beans,Disease,,,,,,True,False,True
Paratylenchus spp.,Dry Beans,Disease,,,,,,True,False,True
Pea weevil,Dry Beans,Disease,,,,,,True,False,True
Penicillium,Dry Beans,Disease,,,,,,True,False,True
Penicillium spp.,Dry Beans,Disease,,,,,,True,False,True
Pepper Mottle Virus,Dry Beans,Disease,,,,,,True,False,True
Pepper Weevils,Dry Beans,Disease,,,,,,True,False,True
Perennial Broadleaf Weeds,Dry Beans,Disease,,,,,,True,False,True
Phakopsora pachyrhizi,Dry Beans,Disease,,,,,,True,False,True
Phoma exigua,Dry Beans,Disease,,,,,,True,False,True
Phomopsis,Dry Beans,Disease,,,,,,True,False,True
Phomopsis blight,Dry Beans,Disease,,,,,,True,False,True
Phomopsis species,Dry Beans,Disease,,,,,,True,False,True
Phomopsis spp,Dry Beans,Disease,,,,,,True,False,True
Phylloxera,Dry Beans,Disease,,,,,,True,False,True
Phytophthora,Dry Beans,Disease,,,,,,True,False,True
Phytophthora blight,Dry Beans,Disease,,,,,,True,False,True
Phytophthora root rot,Dry Beans,Disease,,,,,,True,False,True
Phytophthora species,Dry Beans,Disease,,,,,,True,False,True
Phytophthora spp.,Dry Beans,Disease,,,,,,True,False,True
Pickle Worms,Dry Beans,Disease,,,,,,True,False,True
Pin nematodes (Paratylenchus species),Dry Beans,Disease,,,,,,True,False,True
Plant Bug,Dry Beans,Disease,,,,,,True,False,True
Plant Bug species,Dry Beans,Disease,,,,,,True,False,True
Plant Bug spp.,Dry Beans,Disease,,,,,,True,False,True
Pod and Stem Blight,Dry Beans,Disease,,,,,,True,False,True
